"PHA192904230",0,"Windy","FILENAME_TX","LINE_NUMBER_CT"
"PHA192908061",19,"Off scoreboard","1929PHA.EVA.regular.comment.csv",309
"PHA192908061",27,"Far over RF fence","1929PHA.EVA.regular.comment.csv",310
"PHA192908061",30,"Cronin: nice stop","1929PHA.EVA.regular.comment.csv",311
"PHA192908061",38,"O'Rourke was run down","1929PHA.EVA.regular.comment.csv",312
"PHA192908061",48,"Simmons: smart catch","1929PHA.EVA.regular.comment.csv",313
"PHA192908061",52,"Terrific drive off Blue's glove; Melillo made a great play","1929PHA.EVA.regular.comment.csv",314
"PHA192908061",54,"Into CF seats","1929PHA.EVA.regular.comment.csv",315
"PHA192908062",13,"Too hot for Hale","1929PHA.EVA.regular.comment.csv",316
"PHA192908062",18,"Melillo muffed it but ruled a double","1929PHA.EVA.regular.comment.csv",317
"PHA192908062",26,"Simmons fumbled","1929PHA.EVA.regular.comment.csv",318
"PHA192908062",30,"Manush: sliding catch","1929PHA.EVA.regular.comment.csv",319
"PHA192908062",39,"Kress: nice stop","1929PHA.EVA.regular.comment.csv",320
"PHA192908062",46,"Ogden overthrew Blue","1929PHA.EVA.regular.comment.csv",321
"PHA192908062",48,"Over RCF scoreboard","1929PHA.EVA.regular.comment.csv",322
"PHA192908062",51,"Off Ogden's glove","1929PHA.EVA.regular.comment.csv",323
"PHA192908062",58,"Melillo split a finger on this play","1929PHA.EVA.regular.comment.csv",324
"PHA192908062",63,"Over Simmons","1929PHA.EVA.regular.comment.csv",325
"PHA192908062",66,"Through Kress","1929PHA.EVA.regular.comment.csv",326
"PHA192908071",5,"Hard grounder through Boley","1929PHA.EVA.regular.comment.csv",327
"PHA192908071",7,"Squeeze play","1929PHA.EVA.regular.comment.csv",328
"PHA192908071",11,"Over RF wall","1929PHA.EVA.regular.comment.csv",329
"PHA192908071",18,"Over RCF scoreboard; Ruth's 2nd grand slam in as many games","1929PHA.EVA.regular.comment.csv",330
"PHA192908071",22,"Over RF wall. The Yankees' 100th HR in their 100th game.","1929PHA.EVA.regular.comment.csv",331
"PHA192908071",23,"Pipgras made 1st and last out in 2nd inning (both Ks)","1929PHA.EVA.regular.comment.csv",332
"PHA192908071",40,"Blank PA","1929PHA.EVA.regular.comment.csv",333
"PHA192908071",61,"Hard smash off Lazzeri's shoes","1929PHA.EVA.regular.comment.csv",334
"PHA192908071",72,"Into upper deck in LF","1929PHA.EVA.regular.comment.csv",335
"PHA192908071",75,"Running catch","1929PHA.EVA.regular.comment.csv",336
"PHA192908071",82,"Updated by Wayne Townsend, 2/14/03.","1929PHA.EVA.regular.comment.csv",337
"PHA192908072",8,"Texas Leaguer dropped between Gehrig and Meusel","1929PHA.EVA.regular.comment.csv",338
"PHA192908072",27,"Pretty back-handed catch of low liner","1929PHA.EVA.regular.comment.csv",339
"PHA192908072",31,"Pretty pickup and throw","1929PHA.EVA.regular.comment.csv",340
"PHA192908072",42,"Knocked down bounder","1929PHA.EVA.regular.comment.csv",341
"PHA192908072",55,"Slow roller; Hale threw high and wide over 1B","1929PHA.EVA.regular.comment.csv",342
"PHA192908072",61,"Pretty stop","1929PHA.EVA.regular.comment.csv",343
"PHA192908072",63,"Splendid running catch robbed him of a double","1929PHA.EVA.regular.comment.csv",344
"PHA192908072",67,"Texas Leaguer","1929PHA.EVA.regular.comment.csv",345
"PHA192908080",7,"Running catch","1929PHA.EVA.regular.comment.csv",346
"PHA192908080",9,"Just out of Ruth's reach","1929PHA.EVA.regular.comment.csv",347
"PHA192908080",14,"Against the front of the upper deck of the LF bleachers","1929PHA.EVA.regular.comment.csv",348
"PHA192908080",21,"Against the scoreboard","1929PHA.EVA.regular.comment.csv",349
"PHA192908080",27,"Through Foxx","1929PHA.EVA.regular.comment.csv",350
"PHA192908080",30,"'to the extreme left wall'","1929PHA.EVA.regular.comment.csv",351
"PHA192908080",33,"Slow bounder","1929PHA.EVA.regular.comment.csv",352
"PHA192908080",48,"Over RF wall","1929PHA.EVA.regular.comment.csv",353
"PHA192908080",52,"Knocked down hard drive","1929PHA.EVA.regular.comment.csv",354
"PHA192908080",53,"Scratched off Foxx's glove","1929PHA.EVA.regular.comment.csv",355
"PHA192908080",55,"High bounder","1929PHA.EVA.regular.comment.csv",356
"PHA192908290",53,"Leaping catch","1929PHA.EVA.regular.comment.csv",357
"PHA192908300",44,"Knocked down liner","1929PHA.EVA.regular.comment.csv",358
"PHA192908310",14,"Off Grove's glove","1929PHA.EVA.regular.comment.csv",359
"PHA192908310",30,"Past Foxx","1929PHA.EVA.regular.comment.csv",360
"PHA192908310",37,"Into upper tier of LF bleachers","1929PHA.EVA.regular.comment.csv",361
"PHA192908310",41,"Off Foxx's glove","1929PHA.EVA.regular.comment.csv",362
"PHA192908310",53,"Scarritt fumbled","1929PHA.EVA.regular.comment.csv",363
"PHA192908310",63,"Over RF wall","1929PHA.EVA.regular.comment.csv",364
"PHA192908310",77,"$Haas scored on throw to Todt after popup single - no RBI","1929PHA.EVA.regular.comment.csv",365
"PHA192909021",58,"Not clear when Jorgens entered.","1929PHA.EVA.regular.comment.csv",366
"PHA192909030",2,"Running catch close to foul line","1929PHA.EVA.regular.comment.csv",367
"PHA192909030",7,"To RCF scoreboard","1929PHA.EVA.regular.comment.csv",368
"PHA192909030",10,"Into LF stands","1929PHA.EVA.regular.comment.csv",369
"PHA192909030",21,"Shoestring catch","1929PHA.EVA.regular.comment.csv",370
"PHA192909030",25,"Low throw","1929PHA.EVA.regular.comment.csv",371
"PHA192909030",36,"Past Durocher","1929PHA.EVA.regular.comment.csv",372
"PHA192909030",39,"Account says: 'Gehrig poled the ball over the right field fence, where it struck an awning on the opposite side of the street.'","1929PHA.EVA.regular.comment.csv",373
"PHA192909030",58,"Fine pickup","1929PHA.EVA.regular.comment.csv",374
"PHA192909030",66,"Running catch","1929PHA.EVA.regular.comment.csv",375
"PHA192909030",68,"Over RF fence and against a house on the far side of the street.","1929PHA.EVA.regular.comment.csv",376
"PHA192909071",48,"Through J.Sewell","1929PHA.EVA.regular.comment.csv",377
"PHA192909071",50,"Tavener stumbled, got a glove on it, but dropped it","1929PHA.EVA.regular.comment.csv",378
"PHA192909071",62,"The ball hit the roof of the double-decked LF pavilion and bounced over.","1929PHA.EVA.regular.comment.csv",379
"PHA192909072",12,"Scratched off Hudlin's glove","1929PHA.EVA.regular.comment.csv",380
"PHA192909072",29,"Great 1-handed diving catch","1929PHA.EVA.regular.comment.csv",381
"PHA192909072",32,"Fine catch","1929PHA.EVA.regular.comment.csv",382
"PHA192909072",54,"Hit in the jaw and was helped from the field","1929PHA.EVA.regular.comment.csv",383
"PHA192909072",64,"Brilliant running catch","1929PHA.EVA.regular.comment.csv",384
"PHA192909072",65,"Into LF stand","1929PHA.EVA.regular.comment.csv",385
"PHA192909072",66,"Into LF stand","1929PHA.EVA.regular.comment.csv",386
"PHA192909072",68,"Into upper deck of LF pavilion","1929PHA.EVA.regular.comment.csv",387
"PHA192909072",72,"1-handed running catch","1929PHA.EVA.regular.comment.csv",388
"PHA192909100",3,"Into LF bleachers","1929PHA.EVA.regular.comment.csv",389
"PHA192909100",6,"Texas Leaguer","1929PHA.EVA.regular.comment.csv",390
"PHA192909100",13,"Over the roof of the LF bleachers","1929PHA.EVA.regular.comment.csv",391
"PHA192909100",33,"Dykes fumbled Miller's throw-in","1929PHA.EVA.regular.comment.csv",392
"PHA192909100",61,"Into CF bleachers","1929PHA.EVA.regular.comment.csv",393
"PHA192909100",64,"Stole 2B while Shores held the ball","1929PHA.EVA.regular.comment.csv",394
"PHA192909100",66,"Attempted double steal","1929PHA.EVA.regular.comment.csv",395
"PHA192909130",20,"Into upper tier of LF stands","1929PHA.EVA.regular.comment.csv",396
"PHA192909160",17,"Melillo: nice catch","1929PHA.EVA.regular.comment.csv",397
"PHA192909160",28,"Dykes: nice stop","1929PHA.EVA.regular.comment.csv",398
"PHA192909160",31,"Into upper LF stands","1929PHA.EVA.regular.comment.csv",399
"PHA192909160",46,"Simmons: nice running catch","1929PHA.EVA.regular.comment.csv",400
"PHA192909160",55,"Knocked it down","1929PHA.EVA.regular.comment.csv",401
"PHA192909181",58,"Into lower LF stands","1929PHA.EVA.regular.comment.csv",402
"PHA192909181",78,"Cramer's ML debut","1929PHA.EVA.regular.comment.csv",403
"PHA192909182",16,"Hit on the leg","1929PHA.EVA.regular.comment.csv",404
"PHA192909182",22,"Close play","1929PHA.EVA.regular.comment.csv",405
"PHA192909182",23,"Over RF wall","1929PHA.EVA.regular.comment.csv",406
"PHA192909182",32,"To scoreboard","1929PHA.EVA.regular.comment.csv",407
"PHA192909182",55,"Off O'Rourke's shins","1929PHA.EVA.regular.comment.csv",408
"PHA192909182",66,"Off Dykes' glove","1929PHA.EVA.regular.comment.csv",409
"PHA192909190",0,"ML debut for Rudy Miller","1929PHA.EVA.regular.comment.csv",410
"PHA192909190",9,"Guessing French entered here","1929PHA.EVA.regular.comment.csv",411
"PHA192909190",18,"Miller's 1st ML PA","1929PHA.EVA.regular.comment.csv",412
"PHA192909200",0,"Eric McNair's ML debut (PHA/SS).","1929PHA.EVA.regular.comment.csv",413
"PHA192909200",51,"Foxx beat throw to plate","1929PHA.EVA.regular.comment.csv",414
"PHA192909200",53,"Attempted double steal","1929PHA.EVA.regular.comment.csv",415
"PHA192909200",54,"This sub likely took place at the start of the inning","1929PHA.EVA.regular.comment.csv",416
"PHA192909200",69,"High fly dropped safely between Akers and Rice","1929PHA.EVA.regular.comment.csv",417
"PHA192909200",71,"Leaping catch","1929PHA.EVA.regular.comment.csv",418
"PHA192909210",57,"Perkins may've entered defensively earlier","1929PHA.EVA.regular.comment.csv",419
"PHA192909210",80,"Guessing French entered here","1929PHA.EVA.regular.comment.csv",420
