"BRO192904210",0,"Frigid weather; damp winds","FILENAME_TX","LINE_NUMBER_CT"
"BRO192908110",61,"Over RF wall; it came down on top of the tall fence, took a lofty hop, and landed on a house top back of the park.","1929BRO.EVN.regular.comment.csv",290
"BRO192908110",62,"Over RF wall '9,000 fans went into an orgy of joy in which straw hats poured upon the ball field in countless numbers.'","1929BRO.EVN.regular.comment.csv",291
"BRO192908120",3,"Past Moore","1929BRO.EVN.regular.comment.csv",292
"BRO192908120",16,"Hot grounder","1929BRO.EVN.regular.comment.csv",293
"BRO192908120",30,"Over RF wall and landed on roof of a building about half a block beyond the street back of RF.","1929BRO.EVN.regular.comment.csv",294
"BRO192908120",57,"Out of Traynor's reach","1929BRO.EVN.regular.comment.csv",295
"BRO192908120",61,"Attempted double steal","1929BRO.EVN.regular.comment.csv",296
"BRO192908120",85,"Over RF wall","1929BRO.EVN.regular.comment.csv",297
"BRO192908151",22,"Over RF wall","1929BRO.EVN.regular.comment.csv",298
"BRO192908151",32,"Hendrick took 2B after the catch.  Taylor threw to Hornsby and Herman beat the relay throw to the plate.","1929BRO.EVN.regular.comment.csv",299
"BRO192908151",34,"Over Hornsby's head","1929BRO.EVN.regular.comment.csv",300
"BRO192908151",35,"Unsure of scoring on attempted double steal. Bancroft was trapped between 1B & 2B when Taylor threw to Hornsby to Grimm.  Grimm tried to get Moore at 3B but threw past Blair.  Bush recovered and nailed Moore at the plate. Other scoring possibilities: CSH(24312) or CSH(12)","1929BRO.EVN.regular.comment.csv",301
"BRO192908151",56,"Knocked down line drive and threw Hornsby out","1929BRO.EVN.regular.comment.csv",302
"BRO192908151",62,"Off Gilbert's glove","1929BRO.EVN.regular.comment.csv",303
"BRO192908151",87,"Gilbert singled to RF but the Cubs claimed Bressler was hit by the batted ball.  They were upheld by Ump Pfirman.","1929BRO.EVN.regular.comment.csv",304
"BRO192908151",88,"Over RF wall As soon as Frederick crossed the plate a shower of pop bottles fell on Ump McLaughlin who was stationed at 3B. Grimm rushed across the infield and pushed McLaughlin over to 2B and out of danger.  When the field was cleared up of bottles and several straw hats, play was resumed.","1929BRO.EVN.regular.comment.csv",305
"BRO192908152",20,"The ball rolled away from English and was fielded by Hornsby. Gilbert overran 2B, started for 3B, and was run down. Vance scored before Gilbert was retired.","1929BRO.EVN.regular.comment.csv",306
"BRO192908152",29,"Over RCF wall","1929BRO.EVN.regular.comment.csv",307
"BRO192908152",42,"Past Bancroft","1929BRO.EVN.regular.comment.csv",308
"BRO192908152",49,"Frederick caught it in front of bleachers after a long run","1929BRO.EVN.regular.comment.csv",309
"BRO192908160",12,"Good catch close to grandstand","1929BRO.EVN.regular.comment.csv",310
"BRO192908160",27,"Herman's perfect throw held Cuyler at 3B","1929BRO.EVN.regular.comment.csv",311
"BRO192908160",33,"Attempted double steal","1929BRO.EVN.regular.comment.csv",312
"BRO192908160",45,"Gloved-hand stop","1929BRO.EVN.regular.comment.csv",313
"BRO192908160",49,"Past Bancroft","1929BRO.EVN.regular.comment.csv",314
"BRO192908160",53,"Fluke single between Stephenson, English, and Blair","1929BRO.EVN.regular.comment.csv",315
"BRO192908160",65,"Over RF wall","1929BRO.EVN.regular.comment.csv",316
"BRO192908170",4,"Over RF wall","1929BRO.EVN.regular.comment.csv",317
"BRO192908170",12,"Fine stop","1929BRO.EVN.regular.comment.csv",318
"BRO192908170",16,"McMillan let Cuyler's throw get past him","1929BRO.EVN.regular.comment.csv",319
"BRO192908170",20,"Bounced off Bancroft's shins","1929BRO.EVN.regular.comment.csv",320
"BRO192908170",27,"Knocked down smash","1929BRO.EVN.regular.comment.csv",321
"BRO192908170",30,"Infield hit past Morrison down 3B line.","1929BRO.EVN.regular.comment.csv",322
"BRO192908170",34,"Great stop by Bancroft","1929BRO.EVN.regular.comment.csv",323
"BRO192908170",41,"Fanned on 3-2 pitch","1929BRO.EVN.regular.comment.csv",324
"BRO192908170",48,"Cuyler overslid the bag","1929BRO.EVN.regular.comment.csv",325
"BRO192908170",55,"BOUNCE HR","1929BRO.EVN.regular.comment.csv",326
"BRO192908170",63,"Hit first pitch over RF wall","1929BRO.EVN.regular.comment.csv",327
"BRO192908170",71,"Low throw","1929BRO.EVN.regular.comment.csv",328
"BRO192908201",5,"Bissonette: good running catch","1929BRO.EVN.regular.comment.csv",329
"BRO192908201",13,"Gelbert lost the pop up in the sun","1929BRO.EVN.regular.comment.csv",330
"BRO192908201",42,"Douthit was run down","1929BRO.EVN.regular.comment.csv",331
"BRO192908201",61,"Between Bottomley's legs","1929BRO.EVN.regular.comment.csv",332
"BRO192908202",1,"Gilbert: good stop","1929BRO.EVN.regular.comment.csv",333
"BRO192908202",7,"Past Bottomley","1929BRO.EVN.regular.comment.csv",334
"BRO192908202",9,"Douthit fumbled","1929BRO.EVN.regular.comment.csv",335
"BRO192908202",27,"Through Bissonette's legs","1929BRO.EVN.regular.comment.csv",336
"BRO192908202",49,"Past Holm","1929BRO.EVN.regular.comment.csv",337
"BRO192908202",62,"Over RF wall","1929BRO.EVN.regular.comment.csv",338
"BRO192908210",31,"Attempted double steal","1929BRO.EVN.regular.comment.csv",339
"BRO192908210",46,"Smashed off Mitchell's glove","1929BRO.EVN.regular.comment.csv",340
"BRO192908220",1,"Over RF wall","1929BRO.EVN.regular.comment.csv",341
"BRO192908220",16,"Running, 1-handed catch","1929BRO.EVN.regular.comment.csv",342
"BRO192908220",21,"Rhiel lost it in the sun","1929BRO.EVN.regular.comment.csv",343
"BRO192908220",22,"Gilbert fumbled the infield hit allowing Allen to score","1929BRO.EVN.regular.comment.csv",344
"BRO192908220",28,"Bounced off 1B bag","1929BRO.EVN.regular.comment.csv",345
"BRO192908220",58,"Running, 1-handed catch","1929BRO.EVN.regular.comment.csv",346
"BRO192908220",63,"Allen muffed the fly, but got the force","1929BRO.EVN.regular.comment.csv",347
"BRO192908220",71,"Off Morrison's bare hand","1929BRO.EVN.regular.comment.csv",348
"BRO192908220",76,"Bounced off RF wall; Critz fielded it and threw to Kelly who threw wild to the plate.","1929BRO.EVN.regular.comment.csv",349
"BRO192908241",18,"Over Critz' head","1929BRO.EVN.regular.comment.csv",350
"BRO192908242",9,"Over RF wall","1929BRO.EVN.regular.comment.csv",351
"BRO192908242",48,"Frederick beat the throw home","1929BRO.EVN.regular.comment.csv",352
"BRO192908242",59,"High bounder","1929BRO.EVN.regular.comment.csv",353
"BRO192908242",71,"Running catch","1929BRO.EVN.regular.comment.csv",354
"BRO192908250",55,"ej,piciv101,P,stard901,Balls and strikes $Catcher Picinich ejected by HP umpire Stark for arguing balls and strikes","1929BRO.EVN.regular.comment.csv",355
"BRO192908290",43,"Over RF wall","1929BRO.EVN.regular.comment.csv",356
"BRO192908290",47,"Tagged out by DeBerry","1929BRO.EVN.regular.comment.csv",357
"BRO192908290",69,"1st hit off Walker","1929BRO.EVN.regular.comment.csv",358
"BRO192908290",71,"Past Farrell","1929BRO.EVN.regular.comment.csv",359
"BRO192908290",74,"Tagged out by O'Farrell","1929BRO.EVN.regular.comment.csv",360
"BRO192908300",20,"Over RF wall","1929BRO.EVN.regular.comment.csv",361
"BRO192908300",24,"Moore overran 3B","1929BRO.EVN.regular.comment.csv",362
"BRO192908300",27,"It was raining when Ott came to bat","1929BRO.EVN.regular.comment.csv",363
"BRO192908300",33,"Off Jackson's shins","1929BRO.EVN.regular.comment.csv",364
"BRO192908300",59,"Roush apparently lined to Gilbert who tossed the ball to Moore. Roush, however, was credited with a single when Ump Rigler decided the ball had hit the ground before it was touched by Gilbert. The Brooklyn players kicked on the decision but got nowhere.","1929BRO.EVN.regular.comment.csv",365
"BRO192908300",62,"1-hand catch","1929BRO.EVN.regular.comment.csv",366
"BRO192908310",2,"Running catch","1929BRO.EVN.regular.comment.csv",367
"BRO192908310",19,"Spectacular running gloved-hand catch robbed Farrell","1929BRO.EVN.regular.comment.csv",368
"BRO192908310",30,"Bounced over Farrell's head","1929BRO.EVN.regular.comment.csv",369
"BRO192908310",49,"When the throw went to 3B, Bissonette tried for 2B","1929BRO.EVN.regular.comment.csv",370
"BRO192908310",60,"Over Moore's head","1929BRO.EVN.regular.comment.csv",371
"BRO192909012",5,"Herman booted it","1929BRO.EVN.regular.comment.csv",372
"BRO192909012",28,"Thevenow: miraculous leaping catch","1929BRO.EVN.regular.comment.csv",373
"BRO192909012",46,"Off the furthest exit gate in CF, rebounding past Williams","1929BRO.EVN.regular.comment.csv",374
"BRO192909012",76,"Game called due to darkness","1929BRO.EVN.regular.comment.csv",375
"BRO192909022",43,"Dunlap's debut game.","1929BRO.EVN.regular.comment.csv",376
