"PIT201904010",10,"Mound Visit"FILENAME_TX","LINE_NUMBER_CT"
"PIT201907050",86,"Mound Visit"2019PIT.EVN.regular.comment.csv",305

"PIT201907050",97,"Mound Visit"2019PIT.EVN.regular.comment.csv",306

"PIT201907060",5,"$Brewers challenged call that Cain was out at 1st; call was overturned - single"2019PIT.EVN.regular.comment.csv",307

"PIT201907060",12,"Mound Visit"2019PIT.EVN.regular.comment.csv",308

"PIT201907060",20,"Injury Delay"2019PIT.EVN.regular.comment.csv",309

"PIT201907060",44,"Mound Visit"2019PIT.EVN.regular.comment.csv",310

"PIT201907060",45,"Mound Visit"2019PIT.EVN.regular.comment.csv",311

"PIT201907060",62,"Injury Delay"2019PIT.EVN.regular.comment.csv",312

"PIT201907060",62,"$Dickerson left with an injured groin"2019PIT.EVN.regular.comment.csv",313

"PIT201907060",63,"Mound Visit"2019PIT.EVN.regular.comment.csv",314

"PIT201907060",75,"Mound Visit"2019PIT.EVN.regular.comment.csv",315

"PIT201907060",78,"Injury Delay"2019PIT.EVN.regular.comment.csv",316

"PIT201907070",3,"$Umpire review of ball hit by Grandal; call was upheld - double, not home run"2019PIT.EVN.regular.comment.csv",317

"PIT201907070",37,"On-field Delay"2019PIT.EVN.regular.comment.csv",318

"PIT201907070",40,"$Batter interference"2019PIT.EVN.regular.comment.csv",319

"PIT201907070",51,"Mound Visit"2019PIT.EVN.regular.comment.csv",320

"PIT201907070",61,"Mound Visit"2019PIT.EVN.regular.comment.csv",321

"PIT201907070",66,"Mound Visit"2019PIT.EVN.regular.comment.csv",322

"PIT201907070",67,"Mound Visit"2019PIT.EVN.regular.comment.csv",323

"PIT201907070",75,"$Brewers challenged call that Cain was out at 1st; call was upheld - out to complete double play"2019PIT.EVN.regular.comment.csv",324

"PIT201907190",36,"Mound Visit"2019PIT.EVN.regular.comment.csv",325

"PIT201907190",44,"Mound Visit"2019PIT.EVN.regular.comment.csv",326

"PIT201907190",49,"Mound Visit"2019PIT.EVN.regular.comment.csv",327

"PIT201907190",50,"Mound Visit"2019PIT.EVN.regular.comment.csv",328

"PIT201907190",54,"Mound Visit"2019PIT.EVN.regular.comment.csv",329

"PIT201907190",66,"Mound Visit"2019PIT.EVN.regular.comment.csv",330

"PIT201907190",67,"Mound Visit $Pirates challenged call that Segura was safe at 1st; call was upheld - single"2019PIT.EVN.regular.comment.csv",331

"PIT201907190",76,"Mound Visit"2019PIT.EVN.regular.comment.csv",332

"PIT201907200",22,"Mound Visit"2019PIT.EVN.regular.comment.csv",333

"PIT201907200",34,"Mound Visit"2019PIT.EVN.regular.comment.csv",334

"PIT201907200",67,"On-field Delay $Newman had apparent steal, but was sent back to 1st when batter interferred with catcher; Phillies challenged call that Newman was safe at 2nd, claiming caught stealing; call was upheld - no caught stealing, runner returned to 1st"2019PIT.EVN.regular.comment.csv",335

"PIT201907210",29,"$Segura left with an injured foot"2019PIT.EVN.regular.comment.csv",336

"PIT201907210",44,"$Phillies challenged call that Marte was safe at 2nd; call was overturned - single and out stretching"2019PIT.EVN.regular.comment.csv",337

"PIT201907210",60,"$Pirates challenged call that Newman was out at 2nd; call was upheld - caught stealing"2019PIT.EVN.regular.comment.csv",338

"PIT201907210",65,"Injury Delay"2019PIT.EVN.regular.comment.csv",339

"PIT201907220",8,"Mound Visit"2019PIT.EVN.regular.comment.csv",340

"PIT201907220",21,"Mound Visit"2019PIT.EVN.regular.comment.csv",341

"PIT201907220",26,"Mound Visit"2019PIT.EVN.regular.comment.csv",342

"PIT201907220",54,"Mound Visit"2019PIT.EVN.regular.comment.csv",343

"PIT201907220",73,"Mound Visit"2019PIT.EVN.regular.comment.csv",344

"PIT201907220",79,"Mound Visit"2019PIT.EVN.regular.comment.csv",345

"PIT201907220",84,"Mound Visit"2019PIT.EVN.regular.comment.csv",346

"PIT201907220",87,"Mound Visit"2019PIT.EVN.regular.comment.csv",347

"PIT201907220",89,"Mound Visit"2019PIT.EVN.regular.comment.csv",348

"PIT201907220",91,"Mound Visit"2019PIT.EVN.regular.comment.csv",349

"PIT201907220",92,"$Pirates challenged call that Newman was out at home; call was upheld - out at home"2019PIT.EVN.regular.comment.csv",350

"PIT201907230",10,"Mound Visit"2019PIT.EVN.regular.comment.csv",351

"PIT201907230",43,"Mound Visit"2019PIT.EVN.regular.comment.csv",352

"PIT201907230",44,"Mound Visit"2019PIT.EVN.regular.comment.csv",353

"PIT201907230",57,"Mound Visit"2019PIT.EVN.regular.comment.csv",354

"PIT201907230",70,"Mound Visit"2019PIT.EVN.regular.comment.csv",355

"PIT201907240",15,"Mound Visit"2019PIT.EVN.regular.comment.csv",356

"PIT201907240",20,"Mound Visit"2019PIT.EVN.regular.comment.csv",357

"PIT201907240",28,"Mound Visit"2019PIT.EVN.regular.comment.csv",358

"PIT201907240",33,"Mound Visit"2019PIT.EVN.regular.comment.csv",359

"PIT201907240",49,"Mound Visit"2019PIT.EVN.regular.comment.csv",360

"PIT201907250",4,"Mound Visit"2019PIT.EVN.regular.comment.csv",361

"PIT201907250",29,"Mound Visit"2019PIT.EVN.regular.comment.csv",362

"PIT201907250",38,"Mound Visit"2019PIT.EVN.regular.comment.csv",363

"PIT201907250",55,"Mound Visit"2019PIT.EVN.regular.comment.csv",364

"PIT201907250",73,"Mound Visit"2019PIT.EVN.regular.comment.csv",365

"PIT201908020",23,"Mound Visit"2019PIT.EVN.regular.comment.csv",366

"PIT201908020",33,"Mound Visit"2019PIT.EVN.regular.comment.csv",367

"PIT201908020",34,"Mound Visit"2019PIT.EVN.regular.comment.csv",368

"PIT201908020",39,"Mound Visit"2019PIT.EVN.regular.comment.csv",369

"PIT201908020",56,"Mound Visit"2019PIT.EVN.regular.comment.csv",370

"PIT201908020",58,"Mound Visit"2019PIT.EVN.regular.comment.csv",371

"PIT201908020",62,"Mound Visit"2019PIT.EVN.regular.comment.csv",372

"PIT201908020",65,"Mound Visit"2019PIT.EVN.regular.comment.csv",373

"PIT201908030",5,"Mound Visit"2019PIT.EVN.regular.comment.csv",374

"PIT201908030",6,"Mound Visit"2019PIT.EVN.regular.comment.csv",375

"PIT201908030",11,"Mound Visit"2019PIT.EVN.regular.comment.csv",376

"PIT201908030",45,"Mound Visit"2019PIT.EVN.regular.comment.csv",377

"PIT201908030",48,"Mound Visit"2019PIT.EVN.regular.comment.csv",378

"PIT201908030",59,"Mound Visit"2019PIT.EVN.regular.comment.csv",379

"PIT201908030",65,"Mound Visit"2019PIT.EVN.regular.comment.csv",380

"PIT201908030",75,"$Originally scored as single, changed to error on 08-12-2019, making all runs in inning unearned"2019PIT.EVN.regular.comment.csv",381

"PIT201908030",77,"Mound Visit"2019PIT.EVN.regular.comment.csv",382

"PIT201908030",79,"Mound Visit"2019PIT.EVN.regular.comment.csv",383

"PIT201908030",80,"Mound Visit"2019PIT.EVN.regular.comment.csv",384

"PIT201908040",5,"Mound Visit"2019PIT.EVN.regular.comment.csv",385

"PIT201908040",24,"Mound Visit"2019PIT.EVN.regular.comment.csv",386

"PIT201908040",26,"Mound Visit"2019PIT.EVN.regular.comment.csv",387

"PIT201908040",35,"Mound Visit"2019PIT.EVN.regular.comment.csv",388

"PIT201908040",37,"$Cano left with an injured leg"2019PIT.EVN.regular.comment.csv",389

"PIT201908040",52,"Mound Visit"2019PIT.EVN.regular.comment.csv",390

"PIT201908050",8,"Injury Delay"2019PIT.EVN.regular.comment.csv",391

"PIT201908050",19,"Mound Visit"2019PIT.EVN.regular.comment.csv",392

"PIT201908050",27,"Mound Visit"2019PIT.EVN.regular.comment.csv",393

"PIT201908050",30,"Mound Visit"2019PIT.EVN.regular.comment.csv",394

"PIT201908050",42,"Mound Visit"2019PIT.EVN.regular.comment.csv",395

"PIT201908050",44,"Injury Delay"2019PIT.EVN.regular.comment.csv",396

"PIT201908050",48,"$Pirates challenged call that Grisham was safe at 1st; call overturned - ground out"2019PIT.EVN.regular.comment.csv",397

"PIT201908050",52,"Mound Visit"2019PIT.EVN.regular.comment.csv",398

"PIT201908050",59,"Mound Visit"2019PIT.EVN.regular.comment.csv",399

"PIT201908050",64,"Mound Visit"2019PIT.EVN.regular.comment.csv",400

"PIT201908050",71,"Mound Visit"2019PIT.EVN.regular.comment.csv",401

"PIT201908050",73,"Mound Visit"2019PIT.EVN.regular.comment.csv",402

"PIT201908050",77,"Mound Visit"2019PIT.EVN.regular.comment.csv",403

"PIT201908050",83,"Mound Visit"2019PIT.EVN.regular.comment.csv",404

"PIT201908060",0,"Injury Delay"2019PIT.EVN.regular.comment.csv",405

"PIT201908060",3,"$Cain left with an injured knee"2019PIT.EVN.regular.comment.csv",406

"PIT201908060",26,"Mound Visit"2019PIT.EVN.regular.comment.csv",407

"PIT201908060",28,"Mound Visit"2019PIT.EVN.regular.comment.csv",408

"PIT201908060",29,"Injury Delay"2019PIT.EVN.regular.comment.csv",409

"PIT201908060",37,"Mound Visit"2019PIT.EVN.regular.comment.csv",410

"PIT201908060",43,"Mound Visit"2019PIT.EVN.regular.comment.csv",411

"PIT201908060",50,"Mound Visit"2019PIT.EVN.regular.comment.csv",412

"PIT201908060",62,"Mound Visit Injury Delay $Fan interference"2019PIT.EVN.regular.comment.csv",413

"PIT201908060",66,"Mound Visit"2019PIT.EVN.regular.comment.csv",414

"PIT201908060",69,"$Originally scored as caught stealing which was removed on 08-27-2019 per rule 9.07(h)"2019PIT.EVN.regular.comment.csv",415

"PIT201908060",74,"Mound Visit"2019PIT.EVN.regular.comment.csv",416

"PIT201908070",21,"Mound Visit"2019PIT.EVN.regular.comment.csv",417

"PIT201908070",49,"Mound Visit"2019PIT.EVN.regular.comment.csv",418

"PIT201908070",55,"On-field Delay"2019PIT.EVN.regular.comment.csv",419

"PIT201908070",66,"Mound Visit"2019PIT.EVN.regular.comment.csv",420

"PIT201908070",67,"Mound Visit"2019PIT.EVN.regular.comment.csv",421

"PIT201908160",32,"Mound Visit"2019PIT.EVN.regular.comment.csv",422

"PIT201908160",50,"Mound Visit"2019PIT.EVN.regular.comment.csv",423

"PIT201908160",51,"Mound Visit"2019PIT.EVN.regular.comment.csv",424

"PIT201908160",63,"Mound Visit"2019PIT.EVN.regular.comment.csv",425

"PIT201908160",65,"Mound Visit"2019PIT.EVN.regular.comment.csv",426

"PIT201908160",67,"Mound Visit"2019PIT.EVN.regular.comment.csv",427

"PIT201908170",35,"Mound Visit"2019PIT.EVN.regular.comment.csv",428

"PIT201908170",51,"Mound Visit"2019PIT.EVN.regular.comment.csv",429

"PIT201908170",54,"Mound Visit"2019PIT.EVN.regular.comment.csv",430

"PIT201908170",66,"Mound Visit"2019PIT.EVN.regular.comment.csv",431

"PIT201908170",69,"Mound Visit"2019PIT.EVN.regular.comment.csv",432

"PIT201908180",0,"$Game played at Bowman Field in Williamsport, PA"2019PIT.EVN.regular.comment.csv",433

"PIT201908180",26,"Mound Visit"2019PIT.EVN.regular.comment.csv",434

"PIT201908180",27,"$Cubs challenged call at 2nd; call upheld - caught stealing"2019PIT.EVN.regular.comment.csv",435

"PIT201908180",38,"Mound Visit"2019PIT.EVN.regular.comment.csv",436

"PIT201908180",57,"Mound Visit"2019PIT.EVN.regular.comment.csv",437

"PIT201908180",66,"Mound Visit"2019PIT.EVN.regular.comment.csv",438

"PIT201908180",78,"Mound Visit"2019PIT.EVN.regular.comment.csv",439

"PIT201908190",6,"Mound Visit"2019PIT.EVN.regular.comment.csv",440

"PIT201908190",18,"Mound Visit"2019PIT.EVN.regular.comment.csv",441

"PIT201908190",34,"Mound Visit"2019PIT.EVN.regular.comment.csv",442

"PIT201908190",41,"Injury Delay $Pirates challenged call that Bell was out at 1st; call was upheld - single"2019PIT.EVN.regular.comment.csv",443

"PIT201908200",9,"Injury Delay"2019PIT.EVN.regular.comment.csv",444

"PIT201908200",9,"$Archer left with an injured shoulder"2019PIT.EVN.regular.comment.csv",445

"PIT201908200",36,"Mound Visit"2019PIT.EVN.regular.comment.csv",446

"PIT201908200",61,"Mound Visit"2019PIT.EVN.regular.comment.csv",447

"PIT201908200",65,"Mound Visit"2019PIT.EVN.regular.comment.csv",448

"PIT201908200",66,"Mound Visit"2019PIT.EVN.regular.comment.csv",449

"PIT201908200",72,"Injury Delay"2019PIT.EVN.regular.comment.csv",450

"PIT201908210",21,"Mound Visit"2019PIT.EVN.regular.comment.csv",451

"PIT201908210",62,"Mound Visit"2019PIT.EVN.regular.comment.csv",452

"PIT201908210",65,"Mound Visit"2019PIT.EVN.regular.comment.csv",453

"PIT201908210",73,"Mound Visit"2019PIT.EVN.regular.comment.csv",454

"PIT201908210",74,"Mound Visit"2019PIT.EVN.regular.comment.csv",455

"PIT201908220",14,"Mound Visit"2019PIT.EVN.regular.comment.csv",456

"PIT201908220",65,"Mound Visit"2019PIT.EVN.regular.comment.csv",457

"PIT201908230",28,"Mound Visit"2019PIT.EVN.regular.comment.csv",458

"PIT201908230",43,"Mound Visit"2019PIT.EVN.regular.comment.csv",459

"PIT201908230",48,"Mound Visit"2019PIT.EVN.regular.comment.csv",460

"PIT201908230",50,"Mound Visit"2019PIT.EVN.regular.comment.csv",461

"PIT201908230",59,"Mound Visit"2019PIT.EVN.regular.comment.csv",462

"PIT201908230",62,"Mound Visit"2019PIT.EVN.regular.comment.csv",463

"PIT201908230",71,"Mound Visit"2019PIT.EVN.regular.comment.csv",464

"PIT201908230",72,"Mound Visit"2019PIT.EVN.regular.comment.csv",465

"PIT201908240",39,"Mound Visit"2019PIT.EVN.regular.comment.csv",466

"PIT201908240",42,"Mound Visit"2019PIT.EVN.regular.comment.csv",467

"PIT201908240",55,"Mound Visit"2019PIT.EVN.regular.comment.csv",468

"PIT201908240",65,"Mound Visit"2019PIT.EVN.regular.comment.csv",469

"PIT201908240",66,"Mound Visit"2019PIT.EVN.regular.comment.csv",470

"PIT201908250",5,"Mound Visit"2019PIT.EVN.regular.comment.csv",471

"PIT201908250",7,"Mound Visit"2019PIT.EVN.regular.comment.csv",472

"PIT201908250",11,"Mound Visit"2019PIT.EVN.regular.comment.csv",473

"PIT201908250",24,"Mound Visit"2019PIT.EVN.regular.comment.csv",474

"PIT201908250",35,"Mound Visit"2019PIT.EVN.regular.comment.csv",475

"PIT201908250",49,"Mound Visit"2019PIT.EVN.regular.comment.csv",476

"PIT201908250",75,"Mound Visit"2019PIT.EVN.regular.comment.csv",477

"PIT201908250",81,"$Fan interference"2019PIT.EVN.regular.comment.csv",478

"PIT201909030",9,"Injury Delay"2019PIT.EVN.regular.comment.csv",479

"PIT201909030",9,"$Keller left with an injured arm"2019PIT.EVN.regular.comment.csv",480

"PIT201909030",21,"Mound Visit"2019PIT.EVN.regular.comment.csv",481

"PIT201909030",29,"Mound Visit"2019PIT.EVN.regular.comment.csv",482

"PIT201909030",45,"Mound Visit"2019PIT.EVN.regular.comment.csv",483

"PIT201909030",64,"Mound Visit"2019PIT.EVN.regular.comment.csv",484

"PIT201909030",66,"Mound Visit"2019PIT.EVN.regular.comment.csv",485

"PIT201909030",70,"Injury Delay"2019PIT.EVN.regular.comment.csv",486

"PIT201909030",75,"On-field Delay"2019PIT.EVN.regular.comment.csv",487

"PIT201909030",80,"Mound Visit"2019PIT.EVN.regular.comment.csv",488

"PIT201909040",14,"Mound Visit"2019PIT.EVN.regular.comment.csv",489

"PIT201909040",17,"Mound Visit"2019PIT.EVN.regular.comment.csv",490

"PIT201909040",18,"$Marlins challenged call that Stallings was safe at 1st; call overturned - double play"2019PIT.EVN.regular.comment.csv",491

"PIT201909040",40,"Mound Visit"2019PIT.EVN.regular.comment.csv",492

"PIT201909040",52,"Mound Visit"2019PIT.EVN.regular.comment.csv",493

"PIT201909040",59,"Mound Visit"2019PIT.EVN.regular.comment.csv",494

"PIT201909040",60,"Mound Visit"2019PIT.EVN.regular.comment.csv",495

"PIT201909040",77,"Mound Visit"2019PIT.EVN.regular.comment.csv",496

"PIT201909050",10,"Mound Visit"2019PIT.EVN.regular.comment.csv",497

"PIT201909050",44,"Mound Visit"2019PIT.EVN.regular.comment.csv",498

"PIT201909050",48,"Mound Visit"2019PIT.EVN.regular.comment.csv",499

"PIT201909050",55,"Mound Visit"2019PIT.EVN.regular.comment.csv",500

"PIT201909050",57,"Mound Visit"2019PIT.EVN.regular.comment.csv",501

"PIT201909050",67,"Mound Visit"2019PIT.EVN.regular.comment.csv",502

"PIT201909050",76,"Mound Visit"2019PIT.EVN.regular.comment.csv",503

"PIT201909060",30,"Mound Visit"2019PIT.EVN.regular.comment.csv",504

"PIT201909060",51,"Mound Visit"2019PIT.EVN.regular.comment.csv",505

"PIT201909060",52,"Mound Visit"2019PIT.EVN.regular.comment.csv",506

"PIT201909060",57,"Mound Visit"2019PIT.EVN.regular.comment.csv",507

"PIT201909060",61,"Mound Visit"2019PIT.EVN.regular.comment.csv",508

"PIT201909060",67,"Mound Visit"2019PIT.EVN.regular.comment.csv",509

"PIT201909060",68,"Mound Visit"2019PIT.EVN.regular.comment.csv",510

"PIT201909060",79,"Mound Visit"2019PIT.EVN.regular.comment.csv",511

"PIT201909070",7,"$Cardinals challenged call that Reynolds was safe at 2nd; call overturned - single and out advancing"2019PIT.EVN.regular.comment.csv",512

"PIT201909070",21,"Mound Visit"2019PIT.EVN.regular.comment.csv",513

"PIT201909070",24,"Mound Visit"2019PIT.EVN.regular.comment.csv",514

"PIT201909070",28,"Mound Visit"2019PIT.EVN.regular.comment.csv",515

"PIT201909070",47,"Mound Visit"2019PIT.EVN.regular.comment.csv",516

"PIT201909070",51,"Mound Visit"2019PIT.EVN.regular.comment.csv",517

"PIT201909070",72,"Mound Visit"2019PIT.EVN.regular.comment.csv",518

"PIT201909070",80,"$fan interference"2019PIT.EVN.regular.comment.csv",519

"PIT201909080",37,"Mound Visit"2019PIT.EVN.regular.comment.csv",520

"PIT201909080",38,"Mound Visit"2019PIT.EVN.regular.comment.csv",521

"PIT201909080",48,"Mound Visit"2019PIT.EVN.regular.comment.csv",522

"PIT201909080",54,"ej,hurdc001,M,ortir901,Balls and strikes $Pirates manager Hurdle ejected by HP umpire Ortiz for arguing strike calls to Frazier"2019PIT.EVN.regular.comment.csv",523

"PIT201909080",55,"ej,fraza001,P,ortir901,Called third strike (Threw bat) $Frazier ejected by HP umpire Ortiz after being called out, threw bat"2019PIT.EVN.regular.comment.csv",524

"PIT201909170",35,"Mound Visit"2019PIT.EVN.regular.comment.csv",525

"PIT201909170",44,"Mound Visit"2019PIT.EVN.regular.comment.csv",526

"PIT201909170",58,"Mound Visit"2019PIT.EVN.regular.comment.csv",527

"PIT201909170",59,"On-field Delay"2019PIT.EVN.regular.comment.csv",528

"PIT201909170",59,"$Umpire review of ball hit by Moran on 3rd pitch; call upheld - foul"2019PIT.EVN.regular.comment.csv",529

"PIT201909170",72,"Mound Visit"2019PIT.EVN.regular.comment.csv",530

"PIT201909180",27,"Mound Visit"2019PIT.EVN.regular.comment.csv",531

"PIT201909180",29,"$Batter interference"2019PIT.EVN.regular.comment.csv",532

"PIT201909180",53,"$Pirates challenged call that Long was safe at 1st; call upheld - safe on pickoff attempt"2019PIT.EVN.regular.comment.csv",533

"PIT201909180",62,"Mound Visit"2019PIT.EVN.regular.comment.csv",534

"PIT201909180",64,"Mound Visit"2019PIT.EVN.regular.comment.csv",535

"PIT201909180",68,"Mound Visit"2019PIT.EVN.regular.comment.csv",536

"PIT201909190",3,"$Mariners challenged call that Smith was out at 1st; call was upheld - out on pickoff"2019PIT.EVN.regular.comment.csv",537

"PIT201909190",13,"Mound Visit"2019PIT.EVN.regular.comment.csv",538

"PIT201909190",19,"Mound Visit"2019PIT.EVN.regular.comment.csv",539

"PIT201909190",29,"On-field Delay"2019PIT.EVN.regular.comment.csv",540

"PIT201909190",39,"Mound Visit"2019PIT.EVN.regular.comment.csv",541

"PIT201909190",47,"Mound Visit"2019PIT.EVN.regular.comment.csv",542

"PIT201909190",52,"Mound Visit"2019PIT.EVN.regular.comment.csv",543

"PIT201909190",60,"Mound Visit"2019PIT.EVN.regular.comment.csv",544

"PIT201909190",72,"Mound Visit"2019PIT.EVN.regular.comment.csv",545

"PIT201909240",37,"Mound Visit"2019PIT.EVN.regular.comment.csv",546

"PIT201909240",54,"Mound Visit"2019PIT.EVN.regular.comment.csv",547

"PIT201909240",56,"Mound Visit"2019PIT.EVN.regular.comment.csv",548

"PIT201909240",58,"$Run scored by Kramer originally earned, changed to unearned on 09-27-2019"2019PIT.EVN.regular.comment.csv",549

"PIT201909240",62,"Mound Visit"2019PIT.EVN.regular.comment.csv",550

"PIT201909240",64,"Mound Visit"2019PIT.EVN.regular.comment.csv",551

"PIT201909240",67,"Mound Visit"2019PIT.EVN.regular.comment.csv",552

"PIT201909240",69,"Mound Visit"2019PIT.EVN.regular.comment.csv",553

"PIT201909240",74,"Mound Visit"2019PIT.EVN.regular.comment.csv",554

"PIT201909250",5,"$Pirates challenged call that Reynolds was out at 1st; call upheld - ground out"2019PIT.EVN.regular.comment.csv",555

"PIT201909250",6,"$Reynolds left with injured leg"2019PIT.EVN.regular.comment.csv",556

"PIT201909250",36,"Mound Visit"2019PIT.EVN.regular.comment.csv",557

"PIT201909250",49,"Mound Visit"2019PIT.EVN.regular.comment.csv",558

"PIT201909250",55,"Mound Visit"2019PIT.EVN.regular.comment.csv",559

"PIT201909250",59,"Mound Visit Injury Delay"2019PIT.EVN.regular.comment.csv",560

"PIT201909250",63,"Mound Visit"2019PIT.EVN.regular.comment.csv",561

"PIT201909250",68,"Mound Visit"2019PIT.EVN.regular.comment.csv",562

"PIT201909260",25,"Mound Visit"2019PIT.EVN.regular.comment.csv",563

"PIT201909260",40,"Mound Visit"2019PIT.EVN.regular.comment.csv",564

"PIT201909260",48,"Mound Visit"2019PIT.EVN.regular.comment.csv",565

"PIT201909260",55,"Mound Visit"2019PIT.EVN.regular.comment.csv",566

"PIT201909260",62,"Mound Visit"2019PIT.EVN.regular.comment.csv",567

"PIT201909260",68,"Mound Visit"2019PIT.EVN.regular.comment.csv",568

"PIT201909260",71,"Mound Visit"2019PIT.EVN.regular.comment.csv",569

"PIT201909270",37,"Mound Visit"2019PIT.EVN.regular.comment.csv",570

"PIT201909270",43,"Mound Visit"2019PIT.EVN.regular.comment.csv",571

"PIT201909270",52,"Mound Visit"2019PIT.EVN.regular.comment.csv",572

"PIT201909270",65,"Mound Visit"2019PIT.EVN.regular.comment.csv",573

"PIT201909270",76,"Mound Visit"2019PIT.EVN.regular.comment.csv",574

"PIT201909270",79,"Mound Visit"2019PIT.EVN.regular.comment.csv",575

"PIT201909280",3,"Injury Delay"2019PIT.EVN.regular.comment.csv",576

"PIT201909280",13,"Mound Visit"2019PIT.EVN.regular.comment.csv",577

"PIT201909280",17,"Injury Delay"2019PIT.EVN.regular.comment.csv",578

"PIT201909280",17,"$Baron left with injured head"2019PIT.EVN.regular.comment.csv",579

"PIT201909280",22,"Mound Visit"2019PIT.EVN.regular.comment.csv",580

"PIT201909280",49,"Mound Visit"2019PIT.EVN.regular.comment.csv",581

"PIT201909280",51,"Mound Visit"2019PIT.EVN.regular.comment.csv",582

"PIT201909280",52,"Mound Visit"2019PIT.EVN.regular.comment.csv",583

"PIT201909280",65,"Mound Visit"2019PIT.EVN.regular.comment.csv",584

"PIT201909280",73,"Mound Visit"2019PIT.EVN.regular.comment.csv",585

"PIT201909280",75,"Mound Visit"2019PIT.EVN.regular.comment.csv",586

"PIT201909280",81,"Mound Visit"2019PIT.EVN.regular.comment.csv",587

"PIT201909280",93,"Mound Visit"2019PIT.EVN.regular.comment.csv",588

"PIT201909280",97,"On-field Delay $Runner interference at 2nd, so batter not charged with GDP"2019PIT.EVN.regular.comment.csv",589

"PIT201909290",18,"$Pirates challenged call that O'Grady was safe at 2nd; call upheld - safe on pickoff attempt"2019PIT.EVN.regular.comment.csv",590

"PIT201909290",41,"Mound Visit"2019PIT.EVN.regular.comment.csv",591

"PIT201909290",46,"Mound Visit"2019PIT.EVN.regular.comment.csv",592

