"BAL201904040",2,"On-field Delay","FILENAME_TX","LINE_NUMBER_CT"
"BAL201907190",44,"Mound Visit","2019BAL.EVA.regular.comment.csv",337
"BAL201907190",46,"Mound Visit","2019BAL.EVA.regular.comment.csv",338
"BAL201907190",65,"Mound Visit","2019BAL.EVA.regular.comment.csv",339
"BAL201907200",20,"Injury Delay","2019BAL.EVA.regular.comment.csv",340
"BAL201907200",30,"Mound Visit","2019BAL.EVA.regular.comment.csv",341
"BAL201907200",37,"Mound Visit","2019BAL.EVA.regular.comment.csv",342
"BAL201907200",38,"Mound Visit","2019BAL.EVA.regular.comment.csv",343
"BAL201907200",40,"Mound Visit","2019BAL.EVA.regular.comment.csv",344
"BAL201907200",53,"On-field Delay $Orioles challenged call that Bogaerts was safe, claiming trap; call was upheld - single","2019BAL.EVA.regular.comment.csv",345
"BAL201907200",54,"Mound Visit","2019BAL.EVA.regular.comment.csv",346
"BAL201907210",35,"$Red Sox challenged call Ruiz was safe at 1st; call was upheld - single","2019BAL.EVA.regular.comment.csv",347
"BAL201907210",52,"On-field Delay","2019BAL.EVA.regular.comment.csv",348
"BAL201907210",53,"Mound Visit Injury Delay","2019BAL.EVA.regular.comment.csv",349
"BAL201907210",54,"Mound Visit","2019BAL.EVA.regular.comment.csv",350
"BAL201907210",64,"Mound Visit","2019BAL.EVA.regular.comment.csv",351
"BAL201908010",6,"$Blue Jays challenged call that Mancini was safe at 1st; call was overturned - ground out","2019BAL.EVA.regular.comment.csv",352
"BAL201908010",23,"Mound Visit","2019BAL.EVA.regular.comment.csv",353
"BAL201908010",30,"Mound Visit","2019BAL.EVA.regular.comment.csv",354
"BAL201908010",37,"Injury Delay","2019BAL.EVA.regular.comment.csv",355
"BAL201908010",38,"Mound Visit","2019BAL.EVA.regular.comment.csv",356
"BAL201908010",41,"On-field Delay Injury Delay","2019BAL.EVA.regular.comment.csv",357
"BAL201908010",45,"Mound Visit","2019BAL.EVA.regular.comment.csv",358
"BAL201908010",50,"Mound Visit","2019BAL.EVA.regular.comment.csv",359
"BAL201908010",52,"Mound Visit","2019BAL.EVA.regular.comment.csv",360
"BAL201908010",72,"Injury Delay","2019BAL.EVA.regular.comment.csv",361
"BAL201908010",72,"$Grichuk fouled 2nd pitch onto his mouth, repalce by Fisher who completed the strikeout, changed to Grichuk","2019BAL.EVA.regular.comment.csv",362
"BAL201908010",75,"Mound Visit","2019BAL.EVA.regular.comment.csv",363
"BAL201908010",76,"Mound Visit","2019BAL.EVA.regular.comment.csv",364
"BAL201908010",81,"$Blue Jays challenged call that Martin was hit by pitch; call was upheld - hit by pitch","2019BAL.EVA.regular.comment.csv",365
"BAL201908020",24,"Mound Visit","2019BAL.EVA.regular.comment.csv",366
"BAL201908020",42,"Mound Visit","2019BAL.EVA.regular.comment.csv",367
"BAL201908020",56,"Mound Visit","2019BAL.EVA.regular.comment.csv",368
"BAL201908020",62,"Mound Visit","2019BAL.EVA.regular.comment.csv",369
"BAL201908020",71,"Mound Visit","2019BAL.EVA.regular.comment.csv",370
"BAL201908020",71,"Mound Visit","2019BAL.EVA.regular.comment.csv",371
"BAL201908020",77,"Mound Visit","2019BAL.EVA.regular.comment.csv",372
"BAL201908030",7,"Injury Delay $Fly ball hit Fisher in face and he left game","2019BAL.EVA.regular.comment.csv",373
"BAL201908030",33,"On-field Delay","2019BAL.EVA.regular.comment.csv",374
"BAL201908030",43,"Mound Visit","2019BAL.EVA.regular.comment.csv",375
"BAL201908030",51,"Mound Visit","2019BAL.EVA.regular.comment.csv",376
"BAL201908030",54,"Mound Visit $Orioles challenged call that Bichette was safe at home; call overturned - out trying to score on double","2019BAL.EVA.regular.comment.csv",377
"BAL201908030",57,"Mound Visit","2019BAL.EVA.regular.comment.csv",378
"BAL201908030",64,"Mound Visit","2019BAL.EVA.regular.comment.csv",379
"BAL201908040",9,"Mound Visit","2019BAL.EVA.regular.comment.csv",380
"BAL201908040",12,"Injury Delay","2019BAL.EVA.regular.comment.csv",381
"BAL201908040",22,"Mound Visit","2019BAL.EVA.regular.comment.csv",382
"BAL201908040",49,"Mound Visit","2019BAL.EVA.regular.comment.csv",383
"BAL201908040",51,"Mound Visit","2019BAL.EVA.regular.comment.csv",384
"BAL201908040",61,"Mound Visit","2019BAL.EVA.regular.comment.csv",385
"BAL201908040",66,"Mound Visit","2019BAL.EVA.regular.comment.csv",386
"BAL201908040",74,"Mound Visit","2019BAL.EVA.regular.comment.csv",387
"BAL201908040",81,"Injury Delay","2019BAL.EVA.regular.comment.csv",388
"BAL201908040",83,"Mound Visit","2019BAL.EVA.regular.comment.csv",389
"BAL201908050",11,"On-field Delay $Umpire review of ball hit by Romine; upheld - home run","2019BAL.EVA.regular.comment.csv",390
"BAL201908050",34,"$Orioles challenged call that Peterson was out at home; call upheld - caught stealing","2019BAL.EVA.regular.comment.csv",391
"BAL201908050",39,"Mound Visit","2019BAL.EVA.regular.comment.csv",392
"BAL201908050",40,"Mound Visit","2019BAL.EVA.regular.comment.csv",393
"BAL201908050",55,"Mound Visit","2019BAL.EVA.regular.comment.csv",394
"BAL201908050",56,"Mound Visit","2019BAL.EVA.regular.comment.csv",395
"BAL201908050",66,"Mound Visit","2019BAL.EVA.regular.comment.csv",396
"BAL201908050",82,"Mound Visit","2019BAL.EVA.regular.comment.csv",397
"BAL201908060",2,"Mound Visit","2019BAL.EVA.regular.comment.csv",398
"BAL201908060",21,"$Torres left with an injured side","2019BAL.EVA.regular.comment.csv",399
"BAL201908060",25,"Mound Visit","2019BAL.EVA.regular.comment.csv",400
"BAL201908060",29,"Injury Delay","2019BAL.EVA.regular.comment.csv",401
"BAL201908060",48,"Mound Visit","2019BAL.EVA.regular.comment.csv",402
"BAL201908060",52,"Mound Visit","2019BAL.EVA.regular.comment.csv",403
"BAL201908060",67,"Mound Visit","2019BAL.EVA.regular.comment.csv",404
"BAL201908060",72,"Mound Visit","2019BAL.EVA.regular.comment.csv",405
"BAL201908070",28,"Mound Visit","2019BAL.EVA.regular.comment.csv",406
"BAL201908070",42,"Mound Visit","2019BAL.EVA.regular.comment.csv",407
"BAL201908070",52,"Mound Visit","2019BAL.EVA.regular.comment.csv",408
"BAL201908070",53,"Mound Visit","2019BAL.EVA.regular.comment.csv",409
"BAL201908070",69,"Mound Visit","2019BAL.EVA.regular.comment.csv",410
"BAL201908070",78,"Mound Visit","2019BAL.EVA.regular.comment.csv",411
"BAL201908090",13,"Mound Visit","2019BAL.EVA.regular.comment.csv",412
"BAL201908090",35,"Mound Visit","2019BAL.EVA.regular.comment.csv",413
"BAL201908090",48,"Mound Visit","2019BAL.EVA.regular.comment.csv",414
"BAL201908090",54,"Mound Visit","2019BAL.EVA.regular.comment.csv",415
"BAL201908090",61,"Mound Visit","2019BAL.EVA.regular.comment.csv",416
"BAL201908090",70,"Mound Visit","2019BAL.EVA.regular.comment.csv",417
"BAL201908090",71,"$Astros challenged call that Springer was out at 1st; call upheld - out to complete double play","2019BAL.EVA.regular.comment.csv",418
"BAL201908090",74,"Mound Visit","2019BAL.EVA.regular.comment.csv",419
"BAL201908100",19,"Mound Visit","2019BAL.EVA.regular.comment.csv",420
"BAL201908100",52,"Injury Delay","2019BAL.EVA.regular.comment.csv",421
"BAL201908100",55,"Mound Visit","2019BAL.EVA.regular.comment.csv",422
"BAL201908100",60,"$Astros challenged call that Davis was safe at 2nd; call was upheld - double","2019BAL.EVA.regular.comment.csv",423
"BAL201908100",68,"Mound Visit","2019BAL.EVA.regular.comment.csv",424
"BAL201908100",76,"Mound Visit","2019BAL.EVA.regular.comment.csv",425
"BAL201908110",19,"Mound Visit","2019BAL.EVA.regular.comment.csv",426
"BAL201908110",41,"Mound Visit","2019BAL.EVA.regular.comment.csv",427
"BAL201908110",44,"Mound Visit","2019BAL.EVA.regular.comment.csv",428
"BAL201908110",60,"Mound Visit","2019BAL.EVA.regular.comment.csv",429
"BAL201908110",61,"Mound Visit","2019BAL.EVA.regular.comment.csv",430
"BAL201908110",66,"$Astros challenged call that Alberto was was safe at 1st; call was overturned - ground out","2019BAL.EVA.regular.comment.csv",431
"BAL201908110",71,"Mound Visit","2019BAL.EVA.regular.comment.csv",432
"BAL201908110",77,"Mound Visit","2019BAL.EVA.regular.comment.csv",433
"BAL201908110",83,"Injury Delay Mound Visit","2019BAL.EVA.regular.comment.csv",434
"BAL201908110",84,"$Orioles challenged call that Alvarez was safe at 1st; call upheld - single","2019BAL.EVA.regular.comment.csv",435
"BAL201908110",89,"Mound Visit","2019BAL.EVA.regular.comment.csv",436
"BAL201908190",5,"Mound Visit","2019BAL.EVA.regular.comment.csv",437
"BAL201908190",38,"Mound Visit","2019BAL.EVA.regular.comment.csv",438
"BAL201908190",41,"Mound Visit","2019BAL.EVA.regular.comment.csv",439
"BAL201908190",48,"Mound Visit","2019BAL.EVA.regular.comment.csv",440
"BAL201908190",56,"Mound Visit","2019BAL.EVA.regular.comment.csv",441
"BAL201908190",58,"Mound Visit","2019BAL.EVA.regular.comment.csv",442
"BAL201908190",68,"$Orioles challenged call that Alberto was out at 1st; call was upheld - ground out","2019BAL.EVA.regular.comment.csv",443
"BAL201908200",46,"$Royals challenged call that ball hit by Starling was foul; call was upheld - foul ball","2019BAL.EVA.regular.comment.csv",444
"BAL201908200",58,"Mound Visit","2019BAL.EVA.regular.comment.csv",445
"BAL201908200",59,"On-field Delay","2019BAL.EVA.regular.comment.csv",446
"BAL201908200",60,"Mound Visit","2019BAL.EVA.regular.comment.csv",447
"BAL201908200",61,"Mound Visit","2019BAL.EVA.regular.comment.csv",448
"BAL201908210",19,"Mound Visit","2019BAL.EVA.regular.comment.csv",449
"BAL201908210",55,"Mound Visit","2019BAL.EVA.regular.comment.csv",450
"BAL201908220",34,"Mound Visit","2019BAL.EVA.regular.comment.csv",451
"BAL201908220",48,"Mound Visit","2019BAL.EVA.regular.comment.csv",452
"BAL201908220",52,"Mound Visit","2019BAL.EVA.regular.comment.csv",453
"BAL201908220",60,"Mound Visit","2019BAL.EVA.regular.comment.csv",454
"BAL201908220",68,"Mound Visit","2019BAL.EVA.regular.comment.csv",455
"BAL201908220",69,"Mound Visit","2019BAL.EVA.regular.comment.csv",456
"BAL201908230",15,"Mound Visit","2019BAL.EVA.regular.comment.csv",457
"BAL201908230",16,"Mound Visit","2019BAL.EVA.regular.comment.csv",458
"BAL201908230",70,"Mound Visit","2019BAL.EVA.regular.comment.csv",459
"BAL201908240",6,"Mound Visit","2019BAL.EVA.regular.comment.csv",460
"BAL201908240",8,"$Orioles challenged clal that Villar was out at 2nd; call overturned - safe on pickoff attempt","2019BAL.EVA.regular.comment.csv",461
"BAL201908240",11,"Mound Visit","2019BAL.EVA.regular.comment.csv",462
"BAL201908240",28,"Mound Visit","2019BAL.EVA.regular.comment.csv",463
"BAL201908250",8,"Mound Visit","2019BAL.EVA.regular.comment.csv",464
"BAL201908250",23,"Injury Delay $Rays challenged call that Alberto was safe at 2nd; call overturned - out advancing","2019BAL.EVA.regular.comment.csv",465
"BAL201908250",24,"Mound Visit","2019BAL.EVA.regular.comment.csv",466
"BAL201908250",28,"$Alberto left with an injured head","2019BAL.EVA.regular.comment.csv",467
"BAL201908250",44,"Mound Visit","2019BAL.EVA.regular.comment.csv",468
"BAL201908250",46,"On-field Delay","2019BAL.EVA.regular.comment.csv",469
"BAL201908250",46,"ej,brocd001,C,bacoj901,Arguing checked swing $Baltimore pitching coach Brocail ejected by 1B umpire Bacon for arguing checked swing call","2019BAL.EVA.regular.comment.csv",470
"BAL201908250",49,"Injury Delay $Kiermaier left with rib cage contusion suffered when he crashed into fence trying to catch Stewart's hit; call was umpire-reviewed and upheld - double, not home run","2019BAL.EVA.regular.comment.csv",471
"BAL201908250",60,"Mound Visit","2019BAL.EVA.regular.comment.csv",472
"BAL201908250",64,"Mound Visit Injury Delay","2019BAL.EVA.regular.comment.csv",473
"BAL201908250",74,"$Nunez left with hmastring tightness","2019BAL.EVA.regular.comment.csv",474
"BAL201909050",47,"Mound Visit","2019BAL.EVA.regular.comment.csv",475
"BAL201909050",49,"Mound Visit","2019BAL.EVA.regular.comment.csv",476
"BAL201909050",54,"Mound Visit","2019BAL.EVA.regular.comment.csv",477
"BAL201909050",59,"Mound Visit","2019BAL.EVA.regular.comment.csv",478
"BAL201909050",68,"Mound Visit","2019BAL.EVA.regular.comment.csv",479
"BAL201909050",70,"Mound Visit","2019BAL.EVA.regular.comment.csv",480
"BAL201909050",74,"Mound Visit","2019BAL.EVA.regular.comment.csv",481
"BAL201909060",23,"Mound Visit","2019BAL.EVA.regular.comment.csv",482
"BAL201909060",51,"Mound Visit","2019BAL.EVA.regular.comment.csv",483
"BAL201909060",52,"Mound Visit","2019BAL.EVA.regular.comment.csv",484
"BAL201909060",53,"Mound Visit","2019BAL.EVA.regular.comment.csv",485
"BAL201909060",54,"Mound Visit","2019BAL.EVA.regular.comment.csv",486
"BAL201909060",56,"$Rangers challenged call that Andrus was out at 2nd; call upheld - caught stealing to complete double play","2019BAL.EVA.regular.comment.csv",487
"BAL201909060",63,"Mound Visit","2019BAL.EVA.regular.comment.csv",488
"BAL201909060",69,"Mound Visit","2019BAL.EVA.regular.comment.csv",489
"BAL201909060",76,"Mound Visit","2019BAL.EVA.regular.comment.csv",490
"BAL201909070",1,"Injury Delay $Pitch that hit Choo deflected onto right hand of HP umpire Reynolds who remained to the end of the inning before leaving; game finished with three umpires","2019BAL.EVA.regular.comment.csv",491
"BAL201909070",5,"Mound Visit","2019BAL.EVA.regular.comment.csv",492
"BAL201909070",9,"umpchange,1,umphome,barbs901 umpchange,1,ump1b,sches901 umpchange,1,ump2b,(None) $HP umpire Reynolds left, 1B umpire Barber went behind plate, 2B umpire Scheurwater moved to 1st, game finished with 3 umpire","2019BAL.EVA.regular.comment.csv",493
"BAL201909070",13,"Mound Visit","2019BAL.EVA.regular.comment.csv",494
"BAL201909070",27,"Mound Visit","2019BAL.EVA.regular.comment.csv",495
"BAL201909070",32,"Mound Visit","2019BAL.EVA.regular.comment.csv",496
"BAL201909070",51,"Mound Visit","2019BAL.EVA.regular.comment.csv",497
"BAL201909070",56,"Mound Visit","2019BAL.EVA.regular.comment.csv",498
"BAL201909070",57,"Mound Visit","2019BAL.EVA.regular.comment.csv",499
"BAL201909070",62,"Mound Visit","2019BAL.EVA.regular.comment.csv",500
"BAL201909080",13,"Mound Visit","2019BAL.EVA.regular.comment.csv",501
"BAL201909080",50,"Mound Visit","2019BAL.EVA.regular.comment.csv",502
"BAL201909080",54,"Mound Visit","2019BAL.EVA.regular.comment.csv",503
"BAL201909080",89,"Mound Visit","2019BAL.EVA.regular.comment.csv",504
"BAL201909100",7,"Mound Visit","2019BAL.EVA.regular.comment.csv",505
"BAL201909100",25,"Mound Visit","2019BAL.EVA.regular.comment.csv",506
"BAL201909100",75,"Mound Visit","2019BAL.EVA.regular.comment.csv",507
"BAL201909100",77,"Mound Visit","2019BAL.EVA.regular.comment.csv",508
"BAL201909110",36,"Mound Visit","2019BAL.EVA.regular.comment.csv",509
"BAL201909110",50,"Mound Visit","2019BAL.EVA.regular.comment.csv",510
"BAL201909110",51,"Mound Visit","2019BAL.EVA.regular.comment.csv",511
"BAL201909110",56,"Mound Visit","2019BAL.EVA.regular.comment.csv",512
"BAL201909110",65,"Mound Visit","2019BAL.EVA.regular.comment.csv",513
"BAL201909110",72,"Mound Visit Mound Visit","2019BAL.EVA.regular.comment.csv",514
"BAL201909120",8,"Injury Delay","2019BAL.EVA.regular.comment.csv",515
"BAL201909120",9,"Mound Visit","2019BAL.EVA.regular.comment.csv",516
"BAL201909120",46,"Mound Visit","2019BAL.EVA.regular.comment.csv",517
"BAL201909120",51,"Mound Visit","2019BAL.EVA.regular.comment.csv",518
"BAL201909120",65,"Mound Visit","2019BAL.EVA.regular.comment.csv",519
"BAL201909120",72,"Mound Visit","2019BAL.EVA.regular.comment.csv",520
"BAL201909170",7,"$Blue Jays challenged call that Ruiz was safe at 3rd; call upheld - triple","2019BAL.EVA.regular.comment.csv",521
"BAL201909170",12,"umpchange,2,ump1b,marqa901 umpchange,2,ump2b,(None) $1B umpire Rehak left for unknown reason, 2B umpire Marquez moved to 1st, game finished with 3 umpires","2019BAL.EVA.regular.comment.csv",522
"BAL201909170",39,"Mound Visit","2019BAL.EVA.regular.comment.csv",523
"BAL201909170",43,"Mound Visit","2019BAL.EVA.regular.comment.csv",524
"BAL201909170",50,"Mound Visit","2019BAL.EVA.regular.comment.csv",525
"BAL201909170",58,"Mound Visit","2019BAL.EVA.regular.comment.csv",526
"BAL201909170",59,"Mound Visit","2019BAL.EVA.regular.comment.csv",527
"BAL201909170",60,"Mound Visit","2019BAL.EVA.regular.comment.csv",528
"BAL201909170",66,"Mound Visit","2019BAL.EVA.regular.comment.csv",529
"BAL201909170",76,"Injury Delay","2019BAL.EVA.regular.comment.csv",530
"BAL201909180",16,"Mound Visit","2019BAL.EVA.regular.comment.csv",531
"BAL201909180",24,"Mound Visit","2019BAL.EVA.regular.comment.csv",532
"BAL201909180",41,"Mound Visit","2019BAL.EVA.regular.comment.csv",533
"BAL201909180",46,"Mound Visit","2019BAL.EVA.regular.comment.csv",534
"BAL201909180",58,"Mound Visit","2019BAL.EVA.regular.comment.csv",535
"BAL201909180",64,"Mound Visit","2019BAL.EVA.regular.comment.csv",536
"BAL201909180",65,"Mound Visit","2019BAL.EVA.regular.comment.csv",537
"BAL201909180",69,"Mound Visit","2019BAL.EVA.regular.comment.csv",538
"BAL201909180",86,"Mound Visit","2019BAL.EVA.regular.comment.csv",539
"BAL201909180",91,"Injury Delay","2019BAL.EVA.regular.comment.csv",540
"BAL201909180",91,"Mound Visit","2019BAL.EVA.regular.comment.csv",541
"BAL201909180",94,"Injury Delay","2019BAL.EVA.regular.comment.csv",542
"BAL201909180",97,"Mound Visit","2019BAL.EVA.regular.comment.csv",543
"BAL201909180",99,"Mound Visit","2019BAL.EVA.regular.comment.csv",544
"BAL201909190",42,"Injury Delay Mound Visit","2019BAL.EVA.regular.comment.csv",545
"BAL201909190",50,"Mound Visit","2019BAL.EVA.regular.comment.csv",546
"BAL201909190",51,"Mound Visit","2019BAL.EVA.regular.comment.csv",547
"BAL201909190",52,"Mound Visit","2019BAL.EVA.regular.comment.csv",548
"BAL201909190",56,"Mound Visit","2019BAL.EVA.regular.comment.csv",549
"BAL201909190",72,"Mound Visit","2019BAL.EVA.regular.comment.csv",550
"BAL201909200",45,"Mound Visit","2019BAL.EVA.regular.comment.csv",551
"BAL201909200",59,"Mound Visit","2019BAL.EVA.regular.comment.csv",552
"BAL201909200",67,"Mound Visit","2019BAL.EVA.regular.comment.csv",553
"BAL201909210",17,"Mound Visit","2019BAL.EVA.regular.comment.csv",554
"BAL201909210",18,"Mound Visit","2019BAL.EVA.regular.comment.csv",555
"BAL201909210",24,"Mound Visit","2019BAL.EVA.regular.comment.csv",556
"BAL201909210",39,"Mound Visit","2019BAL.EVA.regular.comment.csv",557
"BAL201909210",40,"Mound Visit","2019BAL.EVA.regular.comment.csv",558
"BAL201909210",46,"Mound Visit","2019BAL.EVA.regular.comment.csv",559
"BAL201909210",48,"Mound Visit","2019BAL.EVA.regular.comment.csv",560
"BAL201909210",60,"Mound Visit","2019BAL.EVA.regular.comment.csv",561
"BAL201909210",64,"Injury Delay","2019BAL.EVA.regular.comment.csv",562
"BAL201909210",89,"Mound Visit","2019BAL.EVA.regular.comment.csv",563
"BAL201909210",104,"Mound Visit","2019BAL.EVA.regular.comment.csv",564
"BAL201909210",111,"Injury Delay","2019BAL.EVA.regular.comment.csv",565
"BAL201909210",113,"Mound Visit","2019BAL.EVA.regular.comment.csv",566
"BAL201909220",4,"Mound Visit","2019BAL.EVA.regular.comment.csv",567
"BAL201909220",48,"Mound Visit","2019BAL.EVA.regular.comment.csv",568
