"NY1192904230",1,"Hogan: caught close to Giants dugout after a brisk run","FILENAME_TX","LINE_NUMBER_CT"
"NY1192906292",12,"Roush: fine catch of low liner","1929NY1.EVN.regular.comment.csv",294
"NY1192906292",24,"Into upper tier of LF stands","1929NY1.EVN.regular.comment.csv",295
"NY1192906292",46,"Into lower tier of RF stands","1929NY1.EVN.regular.comment.csv",296
"NY1192906292",47,"Sharp grounder took a bad hop over Friberg","1929NY1.EVN.regular.comment.csv",297
"NY1192906292",51,"Low throw past 1B","1929NY1.EVN.regular.comment.csv",298
"NY1192906302",4,"Lindstrom's relay of Leach's throw was wild, but Terry pounced on it.","1929NY1.EVN.regular.comment.csv",299
"NY1192906302",28,"Off Willoughby's glove","1929NY1.EVN.regular.comment.csv",300
"NY1192906302",32,"Attempted double steal","1929NY1.EVN.regular.comment.csv",301
"NY1192906302",41,"To Giants bullpen","1929NY1.EVN.regular.comment.csv",302
"NY1192907060",11,"Knocked down smash","1929NY1.EVN.regular.comment.csv",303
"NY1192907060",29,"Fine play","1929NY1.EVN.regular.comment.csv",304
"NY1192907060",59,"ej,mcgrj101,M,mageg901,Called third strike ej,schar103,NY1,P,mageg901,Called third strike $Giants manager McGraw and catcher Schalk, not in game, ejected by HP umpire Magerkurth for arguing called third strike to Jackson","1929NY1.EVN.regular.comment.csv",305
"NY1192907071",10,"Hit and run.","1929NY1.EVN.regular.comment.csv",306
"NY1192907072",13,"Into LF upper deck","1929NY1.EVN.regular.comment.csv",307
"NY1192907080",9,"ej,genej101,P,pfirc901,Bench jockeying $Giants Genewich ejected by HP umpire Pfirman for bench jockeying","1929NY1.EVN.regular.comment.csv",308
"NY1192907080",37,"Hit & run","1929NY1.EVN.regular.comment.csv",309
"NY1192907080",38,"Caught close to the boxes","1929NY1.EVN.regular.comment.csv",310
"NY1192907090",25,"Into lower tier of RF stands","1929NY1.EVN.regular.comment.csv",311
"NY1192907090",30,"Hit the top of upper deck of LF stands","1929NY1.EVN.regular.comment.csv",312
"NY1192907090",42,"Running catch; Donohue apparently thought there were 2 outs","1929NY1.EVN.regular.comment.csv",313
"NY1192907090",46,"Walker tried to pull away from the pitch but it hit his bat and lobbed a single over Jackson's head.","1929NY1.EVN.regular.comment.csv",314
"NY1192907090",47,"Against upper tier of LF stands","1929NY1.EVN.regular.comment.csv",315
"NY1192907090",51,"Tried to steal while Scott held ball and was an easy out","1929NY1.EVN.regular.comment.csv",316
"NY1192907090",59,"$Leach wrenched his left leg running the bases","1929NY1.EVN.regular.comment.csv",317
"NY1192907090",62,"Fine fielding by Ott held it to a single","1929NY1.EVN.regular.comment.csv",318
"NY1192907090",67,"ej,purdp101,P,mclae901,Called third strike $Reds Purdy ejected by HP umpire McLaughlin for arguing called third strike in his previous at bat","1929NY1.EVN.regular.comment.csv",319
"NY1192907090",70,"ej,hendj101,M,mclae901,Called third strike ej,ehrhr101,P,mclae901,Bench jockeying ej,luqud101,P,mclae901,Bench jockeying ej,may-j102,P,mclae901,Bench jockeying ej,pittp101,P,mclae901,Bench jockeying ej,rixee101,P,mclae901,Bench jockeying $Reds manager Hendricks ejected by HP umpire McLaughlin for continuing to argue called third strike on Purdy; players Luque, Rixey, Pittenger, May and Ehrhardt then ejected by McLaughlin for bench jockeying","1929NY1.EVN.regular.comment.csv",320
"NY1192907090",78,"Over Fullis' head","1929NY1.EVN.regular.comment.csv",321
"NY1192907100",3,"High bounder","1929NY1.EVN.regular.comment.csv",322
"NY1192907100",18,"Shoestring catch","1929NY1.EVN.regular.comment.csv",323
"NY1192907100",21,"Fast play","1929NY1.EVN.regular.comment.csv",324
"NY1192907100",35,"Past English into LCF on hit & run","1929NY1.EVN.regular.comment.csv",325
"NY1192907100",37,"Leaping 1-hand catch against RF wall","1929NY1.EVN.regular.comment.csv",326
"NY1192907100",41,"Running catch","1929NY1.EVN.regular.comment.csv",327
"NY1192907100",49,"McMillan protested vigorously","1929NY1.EVN.regular.comment.csv",328
"NY1192907100",62,"Wilson failed to hold on after a long run","1929NY1.EVN.regular.comment.csv",329
"NY1192907100",68,"$Henry threw to Cohen at 1B to double Taylor but Cohen sprawled over the bag and became entangled with Taylor. Taylor was allowed to take 2B due to Cohen's obstruction. Cohen was spiked in the right foot but remained in the game.","1929NY1.EVN.regular.comment.csv",330
"NY1192907100",70,"Cohen tagged McMillan","1929NY1.EVN.regular.comment.csv",331
"NY1192907100",75,"Into upper tier of RF stands","1929NY1.EVN.regular.comment.csv",332
"NY1192907111",1,"Slow bounder; low throw past Terry.","1929NY1.EVN.regular.comment.csv",333
"NY1192907111",3,"Late throw home","1929NY1.EVN.regular.comment.csv",334
"NY1192907111",21,"Fine pickup","1929NY1.EVN.regular.comment.csv",335
"NY1192907111",28,"Into lower tier of RF stands","1929NY1.EVN.regular.comment.csv",336
"NY1192907111",38,"Knocked down by Fitzsimmons","1929NY1.EVN.regular.comment.csv",337
"NY1192907111",46,"Low throw to 2B","1929NY1.EVN.regular.comment.csv",338
"NY1192907111",57,"Running catch","1929NY1.EVN.regular.comment.csv",339
"NY1192907111",62,"Into lower tier of RF stands","1929NY1.EVN.regular.comment.csv",340
"NY1192907111",65,"Bounced off RF wall","1929NY1.EVN.regular.comment.csv",341
"NY1192907111",69,"Slow roller","1929NY1.EVN.regular.comment.csv",342
"NY1192907120",2,"Roush hardly had to move","1929NY1.EVN.regular.comment.csv",343
"NY1192907120",13,"Slow roller","1929NY1.EVN.regular.comment.csv",344
"NY1192907120",15,"Fine play","1929NY1.EVN.regular.comment.csv",345
"NY1192907120",22,"Into upper tier of LF stands","1929NY1.EVN.regular.comment.csv",346
"NY1192907120",24,"Through SS","1929NY1.EVN.regular.comment.csv",347
"NY1192907120",26,"Texas Leaguer","1929NY1.EVN.regular.comment.csv",348
"NY1192907120",36,"Spectacular leaping catch","1929NY1.EVN.regular.comment.csv",349
"NY1192907120",39,"Fine catch close to boxes back of 1B","1929NY1.EVN.regular.comment.csv",350
"NY1192907120",45,"Close play","1929NY1.EVN.regular.comment.csv",351
"NY1192907120",48,"Hornsby tagged Jackson","1929NY1.EVN.regular.comment.csv",352
"NY1192907120",50,"Root knocked down the smash. During AB, McMillan overran Roush's high foul and it struck him on his forehead.  He was dazed and went to one knee but after a brief rest was able to continue.","1929NY1.EVN.regular.comment.csv",353
"NY1192907120",51,"Leaping catch close to RF wall","1929NY1.EVN.regular.comment.csv",354
"NY1192907120",52,"Into upper deck of LF stands","1929NY1.EVN.regular.comment.csv",355
"NY1192907120",66,"High bounder","1929NY1.EVN.regular.comment.csv",356
"NY1192907120",81,"Heathcote raced to catch looping fly","1929NY1.EVN.regular.comment.csv",357
"NY1192907120",84,"Hard smash","1929NY1.EVN.regular.comment.csv",358
"NY1192907120",85,"Into lower tier of LF stands","1929NY1.EVN.regular.comment.csv",359
"NY1192907130",8,"Into upper deck of LF stands","1929NY1.EVN.regular.comment.csv",360
"NY1192907130",22,"Splendid play","1929NY1.EVN.regular.comment.csv",361
"NY1192907130",29,"Close play at 2B; Hornsby vigorously protested Ump Reardon's decision.","1929NY1.EVN.regular.comment.csv",362
"NY1192907130",37,"Carlson knocked down liner which rolled to English","1929NY1.EVN.regular.comment.csv",363
"NY1192907130",39,"Close play","1929NY1.EVN.regular.comment.csv",364
"NY1192907130",44,"Past SS","1929NY1.EVN.regular.comment.csv",365
"NY1192907130",55,"Knocked it down","1929NY1.EVN.regular.comment.csv",366
"NY1192907130",58,"Into lower tier, far down in RF stands","1929NY1.EVN.regular.comment.csv",367
"NY1192907130",68,"Fine 1-handed pickup","1929NY1.EVN.regular.comment.csv",368
"NY1192907142",37,"Roush hurt ankle.","1929NY1.EVN.regular.comment.csv",369
"NY1192907142",45,"Delker made wild throw to first.","1929NY1.EVN.regular.comment.csv",370
"NY1192907150",0,"Thousands of boys from the American Legion Junior League also witnessed the game as guests of the Giants.","1929NY1.EVN.regular.comment.csv",371
"NY1192907150",7,"Roettger: shoestring catch","1929NY1.EVN.regular.comment.csv",372
"NY1192907150",13,"Wilson tried for 3B when Cohen's throw got away from Farrell","1929NY1.EVN.regular.comment.csv",373
"NY1192907150",17,"IPHR; 'slashed...through the box into CF where it took a bad hop over Fullis' shoulder and rolled to the club house'.","1929NY1.EVN.regular.comment.csv",374
"NY1192907150",23,"Douthit missed shoestring catch","1929NY1.EVN.regular.comment.csv",375
"NY1192907150",29,"Attempted double steal","1929NY1.EVN.regular.comment.csv",376
"NY1192907150",42,"Past Gelbert","1929NY1.EVN.regular.comment.csv",377
"NY1192907150",46,"Gelbert: diving stop","1929NY1.EVN.regular.comment.csv",378
"NY1192907150",47,"Dropped just out of Orsatti's reach","1929NY1.EVN.regular.comment.csv",379
"NY1192907150",51,"Lindstrom: 1-hand pickup","1929NY1.EVN.regular.comment.csv",380
"NY1192907150",54,"Delker: fine pickup","1929NY1.EVN.regular.comment.csv",381
"NY1192907150",61,"Attempted squeeze","1929NY1.EVN.regular.comment.csv",382
"NY1192907160",4,"Frisch trapped off 1B, made it back safely when Lindstrom, who had crossed the diamond, muffed Jackson's toss.","1929NY1.EVN.regular.comment.csv",383
"NY1192907160",6,"During Roetger's AB, an argument arose as to whether he swung at strike 3; game was delayed several minutes.  Umps Stark/Quigley conferred but refused to heed Capt Jackson.","1929NY1.EVN.regular.comment.csv",384
"NY1192907160",18,"Past Jackson","1929NY1.EVN.regular.comment.csv",385
"NY1192907160",30,"Into upper tier of LF stands","1929NY1.EVN.regular.comment.csv",386
"NY1192907160",33,"Cohen: 1-handed pickup","1929NY1.EVN.regular.comment.csv",387
"NY1192907160",34,"Douthit: spectacular lunging catch","1929NY1.EVN.regular.comment.csv",388
"NY1192907160",40,"Terry: blocked the smash","1929NY1.EVN.regular.comment.csv",389
"NY1192907160",56,"Terry: fine catch of low throw","1929NY1.EVN.regular.comment.csv",390
"NY1192907170",1,"Into upper tier of LF stands","1929NY1.EVN.regular.comment.csv",391
"NY1192907170",7,"Bottomley: spectacular diving catch","1929NY1.EVN.regular.comment.csv",392
"NY1192907170",15,"Haid injured a finger on his pitching hand; after a long coference with Mgr Southworth, he continued.","1929NY1.EVN.regular.comment.csv",393
"NY1192907170",25,"Lindstrom: great catch at the edge of LF boxes","1929NY1.EVN.regular.comment.csv",394
"NY1192907170",37,"Past Jackson","1929NY1.EVN.regular.comment.csv",395
"NY1192907170",39,"Off Lindstom's glove","1929NY1.EVN.regular.comment.csv",396
"NY1192907170",41,"Low throw","1929NY1.EVN.regular.comment.csv",397
"NY1192907170",47,"Sharply hit. During Ott's AB, Frisch and Wilson became confused under a foul and permitted the ball to drop.","1929NY1.EVN.regular.comment.csv",398
"NY1192907170",49,"Bad hop over Cohen","1929NY1.EVN.regular.comment.csv",399
"NY1192907170",53,"Hafey almost made diving catch, but trapped it","1929NY1.EVN.regular.comment.csv",400
"NY1192907180",14,"A tremendous wallop","1929NY1.EVN.regular.comment.csv",401
"NY1192907180",41,"Off Lindstrom's glove","1929NY1.EVN.regular.comment.csv",402
"NY1192907180",52,"1-hand running catch","1929NY1.EVN.regular.comment.csv",403
"NY1192907180",62,"Grantham and P.Waner became confused on the pop in short RF","1929NY1.EVN.regular.comment.csv",404
"NY1192907201",2,"Slow roller","1929NY1.EVN.regular.comment.csv",405
"NY1192907201",7,"Bad hop over Adams' head","1929NY1.EVN.regular.comment.csv",406
"NY1192907201",14,"Fine stop","1929NY1.EVN.regular.comment.csv",407
"NY1192907201",18,"Fine 1-hand stop","1929NY1.EVN.regular.comment.csv",408
"NY1192907201",21,"Over Fullis' head","1929NY1.EVN.regular.comment.csv",409
"NY1192907201",31,"Texas Leaguer","1929NY1.EVN.regular.comment.csv",410
"NY1192907201",50,"Running catch","1929NY1.EVN.regular.comment.csv",411
"NY1192907201",54,"Bounder hit 3B bag and leaped high in the air","1929NY1.EVN.regular.comment.csv",412
"NY1192907201",57,"Grimes knocked down the drive with his bare hand, pursued it, made the throw to 1B, then almost fainted in the arms of Grantham.  He left the field at once.","1929NY1.EVN.regular.comment.csv",413
"NY1192907202",2,"Leaping catch","1929NY1.EVN.regular.comment.csv",414
"NY1192907202",14,"Hit upper facade of LF stands","1929NY1.EVN.regular.comment.csv",415
"NY1192907202",60,"Into lower tier of RF stands","1929NY1.EVN.regular.comment.csv",416
"NY1192907202",70,"Off Mays' glove","1929NY1.EVN.regular.comment.csv",417
"NY1192907210",1,"Hot grounder","1929NY1.EVN.regular.comment.csv",418
"NY1192907210",25,"Past 3B","1929NY1.EVN.regular.comment.csv",419
"NY1192907210",34,"Dropped it in his haste to prepare for a rapid throw in.","1929NY1.EVN.regular.comment.csv",420
"NY1192907210",40,"Wicked single glanced off Kremer's glove toward SS","1929NY1.EVN.regular.comment.csv",421
"NY1192908090",0,"Attendance: 'surprisingly large'","1929NY1.EVN.regular.comment.csv",422
"NY1192908090",7,"Batting out of turn?","1929NY1.EVN.regular.comment.csv",423
"NY1192908090",13,"Batting out of turn?","1929NY1.EVN.regular.comment.csv",424
"NY1192908090",15,"Past SS","1929NY1.EVN.regular.comment.csv",425
"NY1192908090",21,"Running catch","1929NY1.EVN.regular.comment.csv",426
"NY1192908090",25,"'Ott appeared at bat after Farrell in the 3rd inning. There was an outcry from the fans in the stands that the Giants were batting out of order.  Bill Terry came to the screen in front of the press box and explained that Manager McGraw had written the batting order wrong at the start of the game and it was now reversed with Ott batting ahead of Terry.'","1929NY1.EVN.regular.comment.csv",427
"NY1192908090",31,"Into upper deck of LF stands","1929NY1.EVN.regular.comment.csv",428
"NY1192908090",38,"Shoestring catch of low liner drew a round of applause","1929NY1.EVN.regular.comment.csv",429
"NY1192908090",39,"Past Dressen","1929NY1.EVN.regular.comment.csv",430
"NY1192908090",52,"Assume play at 2B was a continuation of hit, but could be a separate CS2 event.","1929NY1.EVN.regular.comment.csv",431
"NY1192908100",12,"The rain that had started with the first pitch became quite a shower when the Giants came to bat in the 2nd inning.","1929NY1.EVN.regular.comment.csv",432
"NY1192908100",21,"Against RF wall.  One of the fans in the pavilion leaned over and interfered with the ball which prevented Purdy from advancing more than two bases on the hit and he stopped at 3B.  There was no mention of a ground-rules double.","1929NY1.EVN.regular.comment.csv",433
"NY1192908100",24,"Attempted double steal on ball four","1929NY1.EVN.regular.comment.csv",434
"NY1192908100",25,"As the Reds came to bat, the rain stopped and the sun came out.","1929NY1.EVN.regular.comment.csv",435
"NY1192908100",31,"O'Farrell).","1929NY1.EVN.regular.comment.csv",436
"NY1192908100",34,"Into lower stand of RF seats; #30.","1929NY1.EVN.regular.comment.csv",437
"NY1192908100",36,"Nice stop and throw","1929NY1.EVN.regular.comment.csv",438
"NY1192908100",65,"Slow bounder","1929NY1.EVN.regular.comment.csv",439
"NY1192908120",4,"Into upper tier of LF stands","1929NY1.EVN.regular.comment.csv",440
"NY1192908120",11,"Fine catch close to the screen","1929NY1.EVN.regular.comment.csv",441
"NY1192908120",27,"Infield hit off Benton's glove","1929NY1.EVN.regular.comment.csv",442
"NY1192908120",42,"'Sukeforth made a bad return throw to Donohue, the ball escaping the pitcher and Hogan scored on the error.'","1929NY1.EVN.regular.comment.csv",443
"NY1192908120",57,"Cohen robbed of hit by Purdy's 1-handed running catch near RF wall.","1929NY1.EVN.regular.comment.csv",444
"NY1192908120",62,"Into upper tier of LF stands","1929NY1.EVN.regular.comment.csv",445
"NY1192908120",72,"Hard smash","1929NY1.EVN.regular.comment.csv",446
"NY1192908120",73,"Attempted double steal","1929NY1.EVN.regular.comment.csv",447
"NY1192908130",11,"Spectacular 1-handed running catch","1929NY1.EVN.regular.comment.csv",448
"NY1192908130",65,"Terry pulled the unexpected when he bunted safely to Stripp","1929NY1.EVN.regular.comment.csv",449
"NY1192908150",22,"Slow bounder","1929NY1.EVN.regular.comment.csv",450
"NY1192908150",25,"Gelbert: nice bare-handed stop","1929NY1.EVN.regular.comment.csv",451
"NY1192908150",45,"Off Gelbert's glove","1929NY1.EVN.regular.comment.csv",452
"NY1192908150",61,"Vicious drive hit Haid just below the left knee cap.  He was laid out on the grass while first aid was given.  After a few minutes he was helped to his feet and left the game.","1929NY1.EVN.regular.comment.csv",453
"NY1192908150",65,"Into upper RF stands","1929NY1.EVN.regular.comment.csv",454
"NY1192908150",70,"Cohen tagged Wilson","1929NY1.EVN.regular.comment.csv",455
"NY1192908171",1,"Smashed a low liner right back at the pitcher, hitting Hubbell just below the left knee, knocking him to the ground. Time was called for first aid attention.","1929NY1.EVN.regular.comment.csv",456
"NY1192908171",2,"Hubbell got a round of applause","1929NY1.EVN.regular.comment.csv",457
"NY1192908171",3,"Over Roush's head to the Capt. Eddie Grant monument","1929NY1.EVN.regular.comment.csv",458
"NY1192908171",10,"Hubbell's bruised leg became too painful to continue","1929NY1.EVN.regular.comment.csv",459
"NY1192908171",15,"Into lower tier of LF stands","1929NY1.EVN.regular.comment.csv",460
"NY1192908171",35,"Douthit fumbled","1929NY1.EVN.regular.comment.csv",461
"NY1192908171",39,"Farrell ran into his own bunt","1929NY1.EVN.regular.comment.csv",462
"NY1192908171",40,"Into upper tier of LF stands","1929NY1.EVN.regular.comment.csv",463
"NY1192908171",78,"Into lower seats of RF stands","1929NY1.EVN.regular.comment.csv",464
"NY1192908172",1,"Hard smash off Henry's glove","1929NY1.EVN.regular.comment.csv",465
"NY1192908172",6,"Off Mitchell's glove","1929NY1.EVN.regular.comment.csv",466
"NY1192908172",9,"Cohen: sensational backhand leaping catch","1929NY1.EVN.regular.comment.csv",467
"NY1192908172",14,"Holm: nice running catch","1929NY1.EVN.regular.comment.csv",468
"NY1192908172",15,"Sharp bounder","1929NY1.EVN.regular.comment.csv",469
"NY1192908172",24,"Into upper tier of RF stands","1929NY1.EVN.regular.comment.csv",470
"NY1192908172",30,"Bounced past Frisch","1929NY1.EVN.regular.comment.csv",471
"NY1192908172",35,"Past Jackson","1929NY1.EVN.regular.comment.csv",472
"NY1192908172",44,"Terry: spectacular catch","1929NY1.EVN.regular.comment.csv",473
"NY1192908172",57,"Cohen: spectacular leaping 1-handed catch","1929NY1.EVN.regular.comment.csv",474
"NY1192908172",58,"Over LF grandstand roof","1929NY1.EVN.regular.comment.csv",475
"NY1192908172",65,"Bounced over Terry","1929NY1.EVN.regular.comment.csv",476
"NY1192908172",74,"Through Farrell","1929NY1.EVN.regular.comment.csv",477
"NY1192908172",77,"High bounder","1929NY1.EVN.regular.comment.csv",478
"NY1192908172",78,"Terry: great 1-handed pickup","1929NY1.EVN.regular.comment.csv",479
"NY1192908172",85,"Off Mitchell's glove","1929NY1.EVN.regular.comment.csv",480
"NY1192908201",8,"Past Terry","1929NY1.EVN.regular.comment.csv",481
"NY1192908201",12,"Past Stephenson","1929NY1.EVN.regular.comment.csv",482
"NY1192908201",25,"Texas Leaguer","1929NY1.EVN.regular.comment.csv",483
"NY1192908201",29,"Fine 1-handed stop","1929NY1.EVN.regular.comment.csv",484
"NY1192908201",33,"Running catch","1929NY1.EVN.regular.comment.csv",485
"NY1192908201",36,"During this AB a foul tip hurt Hogan's hand and he received first aid in the dugout before play was resumed.","1929NY1.EVN.regular.comment.csv",486
"NY1192908201",44,"Terry tagged Cuyler","1929NY1.EVN.regular.comment.csv",487
"NY1192908201",46,"Batted down viscious line drive","1929NY1.EVN.regular.comment.csv",488
"NY1192908201",47,"High bounder","1929NY1.EVN.regular.comment.csv",489
"NY1192908201",52,"Slow bounder; McMillan threw wild over Grimm's head","1929NY1.EVN.regular.comment.csv",490
"NY1192908201",61,"Bounder back on the grass","1929NY1.EVN.regular.comment.csv",491
"NY1192908201",64,"Through SS","1929NY1.EVN.regular.comment.csv",492
"NY1192908202",4,"High bounder","1929NY1.EVN.regular.comment.csv",493
"NY1192908202",11,"Hit in the back","1929NY1.EVN.regular.comment.csv",494
"NY1192908202",24,"Over Ott's head","1929NY1.EVN.regular.comment.csv",495
"NY1192908202",25,"Through SS","1929NY1.EVN.regular.comment.csv",496
"NY1192908202",50,"Past Hornsby","1929NY1.EVN.regular.comment.csv",497
"NY1192908202",53,"McMillan tagged Jackson","1929NY1.EVN.regular.comment.csv",498
"NY1192908202",54,"Deflected by Hubbell","1929NY1.EVN.regular.comment.csv",499
"NY1192908202",55,"Low throw","1929NY1.EVN.regular.comment.csv",500
"NY1192908202",57,"Past SS","1929NY1.EVN.regular.comment.csv",501
"NY1192908202",60,"During this AB, 'Grimm collided with the concrete in front of the right boxes and the game was held up while he cleared away the cobwebs.'  Presumably Grimm was chasing a foul ball.","1929NY1.EVN.regular.comment.csv",502
"NY1192908210",0,"Grimm broke a bone in his wrist yesterday and will be out for at least a month.","1929NY1.EVN.regular.comment.csv",503
"NY1192908210",26,"Into lower seats of RF stands","1929NY1.EVN.regular.comment.csv",504
"NY1192908210",31,"Slow roller","1929NY1.EVN.regular.comment.csv",505
"NY1192908210",32,"Cohen uncorked a very wild throw to 2B","1929NY1.EVN.regular.comment.csv",506
"NY1192908210",45,"Into lower tier of RF stands","1929NY1.EVN.regular.comment.csv",507
"NY1192908210",50,"Slow grounder","1929NY1.EVN.regular.comment.csv",508
"NY1192908210",57,"Running catch","1929NY1.EVN.regular.comment.csv",509
"NY1192908210",64,"No throw by O'Farrell","1929NY1.EVN.regular.comment.csv",510
"NY1192908210",75,"Through SS","1929NY1.EVN.regular.comment.csv",511
"NY1192908220",1,"Fine stop, but threw over Terry's head","1929NY1.EVN.regular.comment.csv",512
"NY1192908220",5,"Fullis fumbled, then threw wild past 2B","1929NY1.EVN.regular.comment.csv",513
"NY1192908220",22,"Jackson threw wild to 2B","1929NY1.EVN.regular.comment.csv",514
"NY1192908220",46,"The Pirates protested that Fullis was out on L.Waner's fine throw to 3B.  After a few minutes of arguing, play was resumed.","1929NY1.EVN.regular.comment.csv",515
"NY1192908220",53,"Sharp grounder off Cohen's chin","1929NY1.EVN.regular.comment.csv",516
"NY1192908241",2,"Pretty catch of low liner","1929NY1.EVN.regular.comment.csv",517
"NY1192908241",4,"Into lower RF stands","1929NY1.EVN.regular.comment.csv",518
"NY1192908241",7,"Tremendous drive against front of upper seats in deep RCF","1929NY1.EVN.regular.comment.csv",519
"NY1192908241",11,"Nice running catch","1929NY1.EVN.regular.comment.csv",520
"NY1192908241",12,"Slow bounder","1929NY1.EVN.regular.comment.csv",521
"NY1192908241",41,"Into RF stand","1929NY1.EVN.regular.comment.csv",522
"NY1192908241",51,"Great stop and throw from behind 2B","1929NY1.EVN.regular.comment.csv",523
"NY1192908241",53,"Great stop","1929NY1.EVN.regular.comment.csv",524
"NY1192908241",62,"Squeeze play","1929NY1.EVN.regular.comment.csv",525
"NY1192908241",63,"Over L.Waner's head","1929NY1.EVN.regular.comment.csv",526
"NY1192908241",65,"Comorosky let it get away from him","1929NY1.EVN.regular.comment.csv",527
"NY1192908241",70,"Hard bounder","1929NY1.EVN.regular.comment.csv",528
"NY1192908241",74,"High throw","1929NY1.EVN.regular.comment.csv",529
"NY1192908241",78,"Low throw to 2B","1929NY1.EVN.regular.comment.csv",530
"NY1192908241",81,"Through SS","1929NY1.EVN.regular.comment.csv",531
"NY1192908242",10,"Texas Leaguer","1929NY1.EVN.regular.comment.csv",532
"NY1192908242",13,"Low liner","1929NY1.EVN.regular.comment.csv",533
"NY1192908242",14,"Hard smash","1929NY1.EVN.regular.comment.csv",534
"NY1192908242",15,"$During the AB, Ott's bat slipped from his hands while swinging and landed near the pitcher's mound.  Grimes picked it up, dusted the handle with the resin bag, and handed it back.  Grimes then proceeded to strike Ott out.","1929NY1.EVN.regular.comment.csv",535
"NY1192908242",31,"Into RF stands","1929NY1.EVN.regular.comment.csv",536
"NY1192908242",36,"Off a wall","1929NY1.EVN.regular.comment.csv",537
"NY1192908242",42,"Past SS","1929NY1.EVN.regular.comment.csv",538
"NY1192908242",43,"Roush: running catch","1929NY1.EVN.regular.comment.csv",539
"NY1192908242",57,"Ott (presumably) made a spectacular, 1-handed diving catch and threw to 1B while on the ground to double the runner off 1B.","1929NY1.EVN.regular.comment.csv",540
"NY1192909010",41,"ej,maysc101,P,pfirc901,Bench jockeying $Giants Mays, not in game, ejected by HP umpire Pfirman for bench jockeying","1929NY1.EVN.regular.comment.csv",541
"NY1192909010",51,"Seibold removed with 1-0 count on Ott.","1929NY1.EVN.regular.comment.csv",542
"NY1192909040",1,"Leaping stop of high bounder","1929NY1.EVN.regular.comment.csv",543
"NY1192909040",5,"Phil Voyles' ML debut (CF/BSN)","1929NY1.EVN.regular.comment.csv",544
"NY1192909040",6,"Hard smash off Maguire's shins","1929NY1.EVN.regular.comment.csv",545
"NY1192909040",10,"Wide throw","1929NY1.EVN.regular.comment.csv",546
"NY1192909040",13,"Voyles' 1st ML AB Hard bounder","1929NY1.EVN.regular.comment.csv",547
"NY1192909040",27,"Over Roush's head; Jackson relayed wide past 3B","1929NY1.EVN.regular.comment.csv",548
"NY1192909040",29,"Nice catch","1929NY1.EVN.regular.comment.csv",549
"NY1192909040",32,"Smith strained his back while pitching last inning","1929NY1.EVN.regular.comment.csv",550
"NY1192909040",50,"Past SS","1929NY1.EVN.regular.comment.csv",551
"NY1192909040",56,"Into upper tier of LF stands","1929NY1.EVN.regular.comment.csv",552
"NY1192909040",64,"Into lower deck of RF stands","1929NY1.EVN.regular.comment.csv",553
"NY1192909040",65,"Through SS","1929NY1.EVN.regular.comment.csv",554
"NY1192909040",68,"Running catch","1929NY1.EVN.regular.comment.csv",555
"NY1192909040",79,"Infield hit","1929NY1.EVN.regular.comment.csv",556
"NY1192909040",85,"Into upper tier of RF stands","1929NY1.EVN.regular.comment.csv",557
"NY1192909040",97,"Kaufmann overran 3B.","1929NY1.EVN.regular.comment.csv",558
"NY1192909241",20,"Into upper tier of LF stands","1929NY1.EVN.regular.comment.csv",559
"NY1192909241",34,"Against the upper deck in RF; Ott's 41st -- 1 behind the NL record.","1929NY1.EVN.regular.comment.csv",560
"NY1192909241",60,"Against upper tier of LF stands","1929NY1.EVN.regular.comment.csv",561
"NY1192909241",76,"Hit far over Clark's head and scored a double","1929NY1.EVN.regular.comment.csv",562
"NY1192909242",18,"Close play","1929NY1.EVN.regular.comment.csv",563
"NY1192909242",30,"Into upper deck in RF.  Ott's 42nd, tying the NL record set by Hornsby (1922).","1929NY1.EVN.regular.comment.csv",564
"NY1192909242",38,"High bounder","1929NY1.EVN.regular.comment.csv",565
"NY1192909242",45,"Past SS","1929NY1.EVN.regular.comment.csv",566
"NY1192909242",48,"Voyles slid into the plate and was knocked out when Hogan's knee caught him in the pit of the stomach and had to be assisted from the field.","1929NY1.EVN.regular.comment.csv",567
"NY1192909242",53,"High throw","1929NY1.EVN.regular.comment.csv",568
"NY1192909242",68,"Hard bounder past James","1929NY1.EVN.regular.comment.csv",569
"NY1192909242",75,"Running catch","1929NY1.EVN.regular.comment.csv",570
"NY1192909250",15,"Nice running catch","1929NY1.EVN.regular.comment.csv",571
"NY1192909250",23,"Clark let it go through him","1929NY1.EVN.regular.comment.csv",572
"NY1192909250",27,"$rounded 2nd too far","1929NY1.EVN.regular.comment.csv",573
"NY1192909250",30,"Into LF stands; Dunlap's only ML career HR","1929NY1.EVN.regular.comment.csv",574
"NY1192909250",39,"Texas Leaguer","1929NY1.EVN.regular.comment.csv",575
"NY1192909250",42,"Past Farrell","1929NY1.EVN.regular.comment.csv",576
"NY1192909250",78,"Over Terry's head","1929NY1.EVN.regular.comment.csv",577
"NY1192909281",10,"Nice play on hot smash through the box","1929NY1.EVN.regular.comment.csv",578
"NY1192909281",11,"Almost a homer; Herman caught it as he backed against the concrete wall.","1929NY1.EVN.regular.comment.csv",579
"NY1192909281",15,"Bounded past Roush","1929NY1.EVN.regular.comment.csv",580
"NY1192909281",21,"Over Fullis' head","1929NY1.EVN.regular.comment.csv",581
