"NYA201804050",61,"$Yankees challenged call that 7th pitch was a ball, claiming Gardner had been hit; call was upheld - ball, not hit by pitch","FILENAME_TX","LINE_NUMBER_CT"
"NYA201809200",30,"Mound Visit","2018NYA.EVA.regular.comment.csv",308
"NYA201809200",39,"Mound Visit","2018NYA.EVA.regular.comment.csv",309
"NYA201809200",40,"Mound Visit","2018NYA.EVA.regular.comment.csv",310
"NYA201809200",44,"Mound Visit","2018NYA.EVA.regular.comment.csv",311
"NYA201809200",57,"Mound Visit","2018NYA.EVA.regular.comment.csv",312
"NYA201809200",60,"Mound Visit","2018NYA.EVA.regular.comment.csv",313
"NYA201809200",69,"Mound Visit","2018NYA.EVA.regular.comment.csv",314
"NYA201809200",71,"Mound Visit","2018NYA.EVA.regular.comment.csv",315
"NYA201809200",75,"Mound Visit","2018NYA.EVA.regular.comment.csv",316
"NYA201809200",77,"Mound Visit","2018NYA.EVA.regular.comment.csv",317
"NYA201809200",81,"Mound Visit","2018NYA.EVA.regular.comment.csv",318
"NYA201809210",31,"Mound Visit","2018NYA.EVA.regular.comment.csv",319
"NYA201809210",36,"Mound Visit","2018NYA.EVA.regular.comment.csv",320
"NYA201809210",37,"Mound Visit","2018NYA.EVA.regular.comment.csv",321
"NYA201809210",42,"Mound Visit","2018NYA.EVA.regular.comment.csv",322
"NYA201809210",44,"Mound Visit","2018NYA.EVA.regular.comment.csv",323
"NYA201809210",55,"Mound Visit","2018NYA.EVA.regular.comment.csv",324
"NYA201809210",58,"Mound Visit","2018NYA.EVA.regular.comment.csv",325
"NYA201809210",59,"Mound Visit","2018NYA.EVA.regular.comment.csv",326
"NYA201809210",64,"Mound Visit","2018NYA.EVA.regular.comment.csv",327
"NYA201809210",71,"Mound Visit","2018NYA.EVA.regular.comment.csv",328
"NYA201809210",73,"Mound Visit","2018NYA.EVA.regular.comment.csv",329
"NYA201809210",75,"Mound Visit","2018NYA.EVA.regular.comment.csv",330
"NYA201809220",38,"Mound Visit","2018NYA.EVA.regular.comment.csv",331
"NYA201809220",43,"Mound Visit","2018NYA.EVA.regular.comment.csv",332
"NYA201809220",46,"Mound Visit","2018NYA.EVA.regular.comment.csv",333
"NYA201809220",71,"$Orioles challenged call that Peterson was out at 2nd; call was overturned - stolen base","2018NYA.EVA.regular.comment.csv",334
"NYA201809220",76,"Mound Visit","2018NYA.EVA.regular.comment.csv",335
"NYA201809220",80,"Mound Visit","2018NYA.EVA.regular.comment.csv",336
"NYA201809220",91,"Injury Delay","2018NYA.EVA.regular.comment.csv",337
"NYA201809230",3,"Injury Delay","2018NYA.EVA.regular.comment.csv",338
"NYA201809230",5,"Mound Visit","2018NYA.EVA.regular.comment.csv",339
"NYA201809230",39,"Injury Delay","2018NYA.EVA.regular.comment.csv",340
"NYA201809230",40,"$Breyvic Valera left with an injured hand","2018NYA.EVA.regular.comment.csv",341
"NYA201809230",46,"Mound Visit","2018NYA.EVA.regular.comment.csv",342
"NYA201809230",59,"Mound Visit","2018NYA.EVA.regular.comment.csv",343
"NYA201809230",68,"Mound Visit","2018NYA.EVA.regular.comment.csv",344
