"SFN201904050",6,"Mound Visit"FILENAME_TX","LINE_NUMBER_CT"
"SFN201907240",41,"ej,rizza001,P,bakej902,Balls and strikes $Rizzo ejected by HP umpire Baker for arguing balls and strikes"2019SFN.EVN.regular.comment.csv",317

"SFN201907240",41,"$Bryant left with an injured knee"2019SFN.EVN.regular.comment.csv",318

"SFN201907240",47,"Mound Visit"2019SFN.EVN.regular.comment.csv",319

"SFN201907240",49,"Mound Visit"2019SFN.EVN.regular.comment.csv",320

"SFN201907240",53,"Mound Visit"2019SFN.EVN.regular.comment.csv",321

"SFN201908050",19,"Mound Visit"2019SFN.EVN.regular.comment.csv",322

"SFN201908050",20,"Mound Visit"2019SFN.EVN.regular.comment.csv",323

"SFN201908050",35,"Mound Visit"2019SFN.EVN.regular.comment.csv",324

"SFN201908050",39,"Mound Visit"2019SFN.EVN.regular.comment.csv",325

"SFN201908050",53,"Mound Visit"2019SFN.EVN.regular.comment.csv",326

"SFN201908050",63,"Mound Visit"2019SFN.EVN.regular.comment.csv",327

"SFN201908060",6,"Mound Visit"2019SFN.EVN.regular.comment.csv",328

"SFN201908060",48,"Mound Visit"2019SFN.EVN.regular.comment.csv",329

"SFN201908060",49,"Mound Visit"2019SFN.EVN.regular.comment.csv",330

"SFN201908060",57,"Mound Visit"2019SFN.EVN.regular.comment.csv",331

"SFN201908060",60,"Mound Visit"2019SFN.EVN.regular.comment.csv",332

"SFN201908070",32,"Mound Visit"2019SFN.EVN.regular.comment.csv",333

"SFN201908070",44,"Mound Visit"2019SFN.EVN.regular.comment.csv",334

"SFN201908070",48,"$Rendon left with an injured foot"2019SFN.EVN.regular.comment.csv",335

"SFN201908080",31,"Mound Visit"2019SFN.EVN.regular.comment.csv",336

"SFN201908090",16,"Mound Visit"2019SFN.EVN.regular.comment.csv",337

"SFN201908090",18,"Mound Visit"2019SFN.EVN.regular.comment.csv",338

"SFN201908090",53,"Mound Visit"2019SFN.EVN.regular.comment.csv",339

"SFN201908090",60,"Mound Visit"2019SFN.EVN.regular.comment.csv",340

"SFN201908090",61,"Mound Visit"2019SFN.EVN.regular.comment.csv",341

"SFN201908090",79,"$Fan interference"2019SFN.EVN.regular.comment.csv",342

"SFN201908090",81,"Mound Visit"2019SFN.EVN.regular.comment.csv",343

"SFN201908100",34,"Mound Visit"2019SFN.EVN.regular.comment.csv",344

"SFN201908100",60,"Mound Visit"2019SFN.EVN.regular.comment.csv",345

"SFN201908110",11,"Mound Visit"2019SFN.EVN.regular.comment.csv",346

"SFN201908110",15,"Mound Visit"2019SFN.EVN.regular.comment.csv",347

"SFN201908110",16,"Mound Visit"2019SFN.EVN.regular.comment.csv",348

"SFN201908110",23,"Mound Visit"2019SFN.EVN.regular.comment.csv",349

"SFN201908110",31,"Mound Visit"2019SFN.EVN.regular.comment.csv",350

"SFN201908110",37,"Mound Visit"2019SFN.EVN.regular.comment.csv",351

"SFN201908110",63,"Mound Visit"2019SFN.EVN.regular.comment.csv",352

"SFN201908110",64,"Mound Visit"2019SFN.EVN.regular.comment.csv",353

"SFN201908110",72,"Mound Visit"2019SFN.EVN.regular.comment.csv",354

"SFN201908110",78,"Mound Visit"2019SFN.EVN.regular.comment.csv",355

"SFN201908110",79,"Mound Visit"2019SFN.EVN.regular.comment.csv",356

"SFN201908110",84,"Mound Visit"2019SFN.EVN.regular.comment.csv",357

"SFN201908130",12,"$Giants challenged call that Pillar was out at 1st; call was overturnd - safe returning to 1st"2019SFN.EVN.regular.comment.csv",358

"SFN201908130",14,"Mound Visit"2019SFN.EVN.regular.comment.csv",359

"SFN201908130",41,"Mound Visit"2019SFN.EVN.regular.comment.csv",360

"SFN201908130",43,"Mound Visit"2019SFN.EVN.regular.comment.csv",361

"SFN201908130",50,"Mound Visit"2019SFN.EVN.regular.comment.csv",362

"SFN201908130",61,"Mound Visit"2019SFN.EVN.regular.comment.csv",363

"SFN201908130",62,"Mound Visit"2019SFN.EVN.regular.comment.csv",364

"SFN201908130",63,"Mound Visit"2019SFN.EVN.regular.comment.csv",365

"SFN201908140",19,"Mound Visit"2019SFN.EVN.regular.comment.csv",366

"SFN201908140",20,"Mound Visit"2019SFN.EVN.regular.comment.csv",367

"SFN201908140",35,"Mound Visit"2019SFN.EVN.regular.comment.csv",368

"SFN201908140",44,"Injury Delay"2019SFN.EVN.regular.comment.csv",369

"SFN201908140",69,"Mound Visit"2019SFN.EVN.regular.comment.csv",370

"SFN201908140",70,"Mound Visit"2019SFN.EVN.regular.comment.csv",371

"SFN201908140",73,"Mound Visit"2019SFN.EVN.regular.comment.csv",372

"SFN201908140",79,"Mound Visit"2019SFN.EVN.regular.comment.csv",373

"SFN201908260",38,"Mound Visit"2019SFN.EVN.regular.comment.csv",374

"SFN201908260",43,"Mound Visit"2019SFN.EVN.regular.comment.csv",375

"SFN201908260",45,"Mound Visit"2019SFN.EVN.regular.comment.csv",376

"SFN201908260",50,"Mound Visit"2019SFN.EVN.regular.comment.csv",377

"SFN201908260",52,"Mound Visit"2019SFN.EVN.regular.comment.csv",378

"SFN201908260",53,"Mound Visit"2019SFN.EVN.regular.comment.csv",379

"SFN201908260",60,"Mound Visit Injury Delay"2019SFN.EVN.regular.comment.csv",380

"SFN201908260",84,"Mound Visit"2019SFN.EVN.regular.comment.csv",381

"SFN201908270",38,"$Ketel Marte left with injured leg"2019SFN.EVN.regular.comment.csv",382

"SFN201908270",43,"Mound Visit"2019SFN.EVN.regular.comment.csv",383

"SFN201908270",44,"Mound Visit"2019SFN.EVN.regular.comment.csv",384

"SFN201908270",45,"Mound Visit"2019SFN.EVN.regular.comment.csv",385

"SFN201908270",51,"Mound Visit"2019SFN.EVN.regular.comment.csv",386

"SFN201908270",64,"Mound Visit"2019SFN.EVN.regular.comment.csv",387

"SFN201908270",65,"Mound Visit"2019SFN.EVN.regular.comment.csv",388

"SFN201908270",66,"Mound Visit"2019SFN.EVN.regular.comment.csv",389

"SFN201908290",19,"Mound Visit"2019SFN.EVN.regular.comment.csv",390

"SFN201908290",26,"Mound Visit"2019SFN.EVN.regular.comment.csv",391

"SFN201908290",39,"Mound Visit"2019SFN.EVN.regular.comment.csv",392

"SFN201908290",59,"Mound Visit"2019SFN.EVN.regular.comment.csv",393

"SFN201908290",60,"Mound Visit"2019SFN.EVN.regular.comment.csv",394

"SFN201908290",64,"Mound Visit"2019SFN.EVN.regular.comment.csv",395

"SFN201908300",11,"Injury Delay Mound Visit"2019SFN.EVN.regular.comment.csv",396

"SFN201908300",55,"Mound Visit"2019SFN.EVN.regular.comment.csv",397

"SFN201908300",62,"$Originally scored as triple, changed to error on 09-16-2019, making run unearned"2019SFN.EVN.regular.comment.csv",398

"SFN201908300",72,"Mound Visit"2019SFN.EVN.regular.comment.csv",399

"SFN201908310",22,"Mound Visit"2019SFN.EVN.regular.comment.csv",400

"SFN201908310",45,"Mound Visit"2019SFN.EVN.regular.comment.csv",401

"SFN201908310",46,"Mound Visit"2019SFN.EVN.regular.comment.csv",402

"SFN201908310",46,"Injury Delay"2019SFN.EVN.regular.comment.csv",403

"SFN201908310",46,"$On 3rd pitch Moronta collapsed with severe shoulder strain, scheduled for MRI following day"2019SFN.EVN.regular.comment.csv",404

"SFN201908310",52,"Mound Visit"2019SFN.EVN.regular.comment.csv",405

"SFN201909010",4,"Mound Visit"2019SFN.EVN.regular.comment.csv",406

"SFN201909010",44,"Mound Visit"2019SFN.EVN.regular.comment.csv",407

"SFN201909010",54,"Mound Visit"2019SFN.EVN.regular.comment.csv",408

"SFN201909010",55,"Mound Visit"2019SFN.EVN.regular.comment.csv",409

"SFN201909090",23,"Mound Visit"2019SFN.EVN.regular.comment.csv",410

"SFN201909090",41,"On-field Delay"2019SFN.EVN.regular.comment.csv",411

"SFN201909090",43,"Mound Visit"2019SFN.EVN.regular.comment.csv",412

"SFN201909090",50,"Mound Visit"2019SFN.EVN.regular.comment.csv",413

"SFN201909090",54,"Mound Visit"2019SFN.EVN.regular.comment.csv",414

"SFN201909090",57,"Mound Visit"2019SFN.EVN.regular.comment.csv",415

"SFN201909090",71,"Mound Visit"2019SFN.EVN.regular.comment.csv",416

"SFN201909090",72,"Mound Visit"2019SFN.EVN.regular.comment.csv",417

"SFN201909090",74,"Mound Visit"2019SFN.EVN.regular.comment.csv",418

"SFN201909090",77,"$Pirates challenged call that Reynolds was out at 2nd; call overturned - safe at 2nd on dropped catch error"2019SFN.EVN.regular.comment.csv",419

"SFN201909100",8,"Mound Visit"2019SFN.EVN.regular.comment.csv",420

"SFN201909100",20,"Mound Visit"2019SFN.EVN.regular.comment.csv",421

"SFN201909100",39,"Mound Visit"2019SFN.EVN.regular.comment.csv",422

"SFN201909100",40,"On-field Delay"2019SFN.EVN.regular.comment.csv",423

"SFN201909100",43,"Mound Visit"2019SFN.EVN.regular.comment.csv",424

"SFN201909100",59,"Mound Visit"2019SFN.EVN.regular.comment.csv",425

"SFN201909100",60,"Mound Visit"2019SFN.EVN.regular.comment.csv",426

"SFN201909100",61,"Mound Visit"2019SFN.EVN.regular.comment.csv",427

"SFN201909100",62,"Mound Visit"2019SFN.EVN.regular.comment.csv",428

"SFN201909110",39,"Mound Visit"2019SFN.EVN.regular.comment.csv",429

"SFN201909110",42,"Mound Visit"2019SFN.EVN.regular.comment.csv",430

"SFN201909110",44,"Mound Visit"2019SFN.EVN.regular.comment.csv",431

"SFN201909110",47,"Mound Visit"2019SFN.EVN.regular.comment.csv",432

"SFN201909110",53,"Mound Visit $Pirates challenged call that Tucker was out at 3rd; call overturned - double and advance to 3rd on throw home"2019SFN.EVN.regular.comment.csv",433

"SFN201909110",66,"Mound Visit"2019SFN.EVN.regular.comment.csv",434

"SFN201909120",50,"Mound Visit"2019SFN.EVN.regular.comment.csv",435

"SFN201909120",51,"Injury Delay"2019SFN.EVN.regular.comment.csv",436

"SFN201909120",71,"Mound Visit"2019SFN.EVN.regular.comment.csv",437

"SFN201909130",4,"Injury Delay"2019SFN.EVN.regular.comment.csv",438

"SFN201909130",4,"$Cooper left with an injurd knee"2019SFN.EVN.regular.comment.csv",439

"SFN201909130",42,"Mound Visit"2019SFN.EVN.regular.comment.csv",440

"SFN201909130",47,"$Giants challenged call that Sierra was safe at 2nd; call overturned - caught stealing"2019SFN.EVN.regular.comment.csv",441

"SFN201909130",48,"Mound Visit"2019SFN.EVN.regular.comment.csv",442

"SFN201909130",53,"Mound Visit"2019SFN.EVN.regular.comment.csv",443

"SFN201909140",15,"On-field Delay"2019SFN.EVN.regular.comment.csv",444

"SFN201909140",20,"Injury Delay"2019SFN.EVN.regular.comment.csv",445

"SFN201909140",51,"Mound Visit"2019SFN.EVN.regular.comment.csv",446

"SFN201909140",52,"Mound Visit"2019SFN.EVN.regular.comment.csv",447

"SFN201909140",53,"Mound Visit"2019SFN.EVN.regular.comment.csv",448

"SFN201909140",55,"Mound Visit"2019SFN.EVN.regular.comment.csv",449

"SFN201909140",56,"Mound Visit"2019SFN.EVN.regular.comment.csv",450

"SFN201909140",59,"Mound Visit"2019SFN.EVN.regular.comment.csv",451

"SFN201909140",69,"$Marlins challenged call that Crawford was safe at 2nd; claiming force out; call upheld - safe on single"2019SFN.EVN.regular.comment.csv",452

"SFN201909140",69,"Mound Visit"2019SFN.EVN.regular.comment.csv",453

"SFN201909150",4,"Mound Visit"2019SFN.EVN.regular.comment.csv",454

"SFN201909150",30,"$Marlins challenged call that Longoria was safe at 1st; call upheld - single"2019SFN.EVN.regular.comment.csv",455

"SFN201909150",41,"Mound Visit"2019SFN.EVN.regular.comment.csv",456

"SFN201909150",52,"Mound Visit"2019SFN.EVN.regular.comment.csv",457

"SFN201909150",53,"Mound Visit"2019SFN.EVN.regular.comment.csv",458

"SFN201909150",60,"Mound Visit"2019SFN.EVN.regular.comment.csv",459

"SFN201909150",63,"Mound Visit"2019SFN.EVN.regular.comment.csv",460

"SFN201909150",65,"Mound Visit"2019SFN.EVN.regular.comment.csv",461

"SFN201909240",8,"Mound Visit"2019SFN.EVN.regular.comment.csv",462

"SFN201909240",26,"Injury Delay"2019SFN.EVN.regular.comment.csv",463

"SFN201909240",32,"Injury Delay"2019SFN.EVN.regular.comment.csv",464

"SFN201909240",42,"Mound Visit"2019SFN.EVN.regular.comment.csv",465

"SFN201909240",59,"Mound Visit"2019SFN.EVN.regular.comment.csv",466

"SFN201909240",60,"Mound Visit"2019SFN.EVN.regular.comment.csv",467

"SFN201909240",75,"Mound Visit"2019SFN.EVN.regular.comment.csv",468

"SFN201909240",78,"Mound Visit"2019SFN.EVN.regular.comment.csv",469

"SFN201909240",85,"Mound Visit"2019SFN.EVN.regular.comment.csv",470

"SFN201909240",86,"Mound Visit"2019SFN.EVN.regular.comment.csv",471

"SFN201909240",89,"Mound Visit"2019SFN.EVN.regular.comment.csv",472

"SFN201909240",92,"Mound Visit"2019SFN.EVN.regular.comment.csv",473

"SFN201909240",94,"Mound Visit"2019SFN.EVN.regular.comment.csv",474

"SFN201909240",104,"Mound Visit"2019SFN.EVN.regular.comment.csv",475

"SFN201909240",126,"Mound Visit"2019SFN.EVN.regular.comment.csv",476

"SFN201909240",127,"Mound Visit"2019SFN.EVN.regular.comment.csv",477

"SFN201909250",3,"$Giants challenged call that Hampson was out at 2nd; call was upheld - stolen base on strikeout"2019SFN.EVN.regular.comment.csv",478

"SFN201909250",23,"Mound Visit"2019SFN.EVN.regular.comment.csv",479

"SFN201909250",43,"Mound Visit"2019SFN.EVN.regular.comment.csv",480

"SFN201909250",54,"Injury Delay $Wolters out on runner interference"2019SFN.EVN.regular.comment.csv",481

"SFN201909250",59,"Mound Visit"2019SFN.EVN.regular.comment.csv",482

"SFN201909250",64,"Mound Visit"2019SFN.EVN.regular.comment.csv",483

"SFN201909250",66,"Mound Visit"2019SFN.EVN.regular.comment.csv",484

"SFN201909260",23,"Injury Delay"2019SFN.EVN.regular.comment.csv",485

"SFN201909260",36,"Mound Visit"2019SFN.EVN.regular.comment.csv",486

"SFN201909260",60,"Mound Visit"2019SFN.EVN.regular.comment.csv",487

"SFN201909260",63,"Mound Visit"2019SFN.EVN.regular.comment.csv",488

"SFN201909260",69,"Mound Visit"2019SFN.EVN.regular.comment.csv",489

"SFN201909260",72,"$Rockies challenged call that Adames was safe at 3rd; call overturned - out to complete double play"2019SFN.EVN.regular.comment.csv",490

"SFN201909270",14,"Mound Visit"2019SFN.EVN.regular.comment.csv",491

"SFN201909270",36,"$Dodgers challenged call that Gerber was safe at 1st; call upheld - safe on pickoff attempt"2019SFN.EVN.regular.comment.csv",492

"SFN201909270",37,"Mound Visit"2019SFN.EVN.regular.comment.csv",493

"SFN201909270",41,"Injury Delay"2019SFN.EVN.regular.comment.csv",494

"SFN201909270",41,"$Pollock left with an injure knee"2019SFN.EVN.regular.comment.csv",495

"SFN201909270",52,"Mound Visit"2019SFN.EVN.regular.comment.csv",496

"SFN201909270",54,"Mound Visit"2019SFN.EVN.regular.comment.csv",497

"SFN201909270",55,"Mound Visit"2019SFN.EVN.regular.comment.csv",498

"SFN201909270",59,"Mound Visit"2019SFN.EVN.regular.comment.csv",499

"SFN201909270",60,"Mound Visit"2019SFN.EVN.regular.comment.csv",500

"SFN201909270",69,"Mound Visit"2019SFN.EVN.regular.comment.csv",501

"SFN201909270",73,"Mound Visit"2019SFN.EVN.regular.comment.csv",502

"SFN201909270",79,"Mound Visit"2019SFN.EVN.regular.comment.csv",503

"SFN201909280",30,"Mound Visit"2019SFN.EVN.regular.comment.csv",504

"SFN201909280",39,"Mound Visit"2019SFN.EVN.regular.comment.csv",505

"SFN201909280",67,"Mound Visit Mound Visit"2019SFN.EVN.regular.comment.csv",506

"SFN201909290",5,"Mound Visit"2019SFN.EVN.regular.comment.csv",507

"SFN201909290",6,"Mound Visit"2019SFN.EVN.regular.comment.csv",508

"SFN201909290",16,"Mound Visit"2019SFN.EVN.regular.comment.csv",509

"SFN201909290",17,"Mound Visit"2019SFN.EVN.regular.comment.csv",510

"SFN201909290",40,"Mound Visit"2019SFN.EVN.regular.comment.csv",511

"SFN201909290",48,"Mound Visit"2019SFN.EVN.regular.comment.csv",512

"SFN201909290",54,"Mound Visit"2019SFN.EVN.regular.comment.csv",513

"SFN201909290",61,"Mound Visit"2019SFN.EVN.regular.comment.csv",514

"SFN201909290",65,"Mound Visit"2019SFN.EVN.regular.comment.csv",515

