"ATL201904010",28,"Mound Visit"FILENAME_TX","LINE_NUMBER_CT"
"ATL201906170",64,"Mound Visit"2019ATL.EVN.regular.comment.csv",314

"ATL201906170",65,"Mound Visit"2019ATL.EVN.regular.comment.csv",315

"ATL201906170",80,"Mound Visit"2019ATL.EVN.regular.comment.csv",316

"ATL201906170",83,"Mound Visit"2019ATL.EVN.regular.comment.csv",317

"ATL201906180",20,"Mound Visit Mound Visit"2019ATL.EVN.regular.comment.csv",318

"ATL201906180",44,"Injury Delay"2019ATL.EVN.regular.comment.csv",319

"ATL201906180",51,"Mound Visit"2019ATL.EVN.regular.comment.csv",320

"ATL201906180",80,"Mound Visit"2019ATL.EVN.regular.comment.csv",321

"ATL201906180",81,"Mound Visit"2019ATL.EVN.regular.comment.csv",322

"ATL201906190",32,"Mound Visit"2019ATL.EVN.regular.comment.csv",323

"ATL201906190",37,"Mound Visit"2019ATL.EVN.regular.comment.csv",324

"ATL201906190",45,"Mound Visit"2019ATL.EVN.regular.comment.csv",325

"ATL201906190",46,"$Mets challenged call Davis was out at home, claiming catcher blocked plate without ball; call was upheld - out at home"2019ATL.EVN.regular.comment.csv",326

"ATL201906190",50,"Mound Visit"2019ATL.EVN.regular.comment.csv",327

"ATL201906190",51,"Mound Visit"2019ATL.EVN.regular.comment.csv",328

"ATL201906190",58,"Mound Visit"2019ATL.EVN.regular.comment.csv",329

"ATL201906190",64,"Mound Visit"2019ATL.EVN.regular.comment.csv",330

"ATL201906190",70,"Mound Visit"2019ATL.EVN.regular.comment.csv",331

"ATL201907020",43,"Mound Visit"2019ATL.EVN.regular.comment.csv",332

"ATL201907020",48,"Mound Visit"2019ATL.EVN.regular.comment.csv",333

"ATL201907020",66,"Mound Visit"2019ATL.EVN.regular.comment.csv",334

"ATL201907030",41,"Mound Visit"2019ATL.EVN.regular.comment.csv",335

"ATL201907030",45,"Mound Visit"2019ATL.EVN.regular.comment.csv",336

"ATL201907030",47,"Mound Visit"2019ATL.EVN.regular.comment.csv",337

"ATL201907030",63,"Mound Visit"2019ATL.EVN.regular.comment.csv",338

"ATL201907040",3,"Mound Visit"2019ATL.EVN.regular.comment.csv",339

"ATL201907040",5,"Mound Visit"2019ATL.EVN.regular.comment.csv",340

"ATL201907040",14,"Mound Visit"2019ATL.EVN.regular.comment.csv",341

"ATL201907040",48,"Mound Visit"2019ATL.EVN.regular.comment.csv",342

"ATL201907040",54,"Mound Visit"2019ATL.EVN.regular.comment.csv",343

"ATL201907040",77,"Mound Visit"2019ATL.EVN.regular.comment.csv",344

"ATL201907050",18,"$Braves challenged call that Rojas was safe at 1st; call was overturned - ground out"2019ATL.EVN.regular.comment.csv",345

"ATL201907050",20,"Mound Visit"2019ATL.EVN.regular.comment.csv",346

"ATL201907050",41,"On-field Delay"2019ATL.EVN.regular.comment.csv",347

"ATL201907050",46,"Mound Visit"2019ATL.EVN.regular.comment.csv",348

"ATL201907050",53,"Injury Delay"2019ATL.EVN.regular.comment.csv",349

"ATL201907050",64,"Mound Visit"2019ATL.EVN.regular.comment.csv",350

"ATL201907050",68,"Mound Visit"2019ATL.EVN.regular.comment.csv",351

"ATL201907050",70,"Mound Visit"2019ATL.EVN.regular.comment.csv",352

"ATL201907060",15,"Mound Visit"2019ATL.EVN.regular.comment.csv",353

"ATL201907060",41,"Mound Visit"2019ATL.EVN.regular.comment.csv",354

"ATL201907060",49,"Injury Delay"2019ATL.EVN.regular.comment.csv",355

"ATL201907060",50,"$Cooper left with an injured leg"2019ATL.EVN.regular.comment.csv",356

"ATL201907060",70,"Mound Visit"2019ATL.EVN.regular.comment.csv",357

"ATL201907070",14,"Mound Visit"2019ATL.EVN.regular.comment.csv",358

"ATL201907070",35,"Mound Visit"2019ATL.EVN.regular.comment.csv",359

"ATL201907070",60,"Mound Visit"2019ATL.EVN.regular.comment.csv",360

"ATL201907070",61,"Mound Visit"2019ATL.EVN.regular.comment.csv",361

"ATL201907070",66,"Mound Visit"2019ATL.EVN.regular.comment.csv",362

"ATL201907070",73,"Mound Visit $Marlins challenged call that catcher did not block plate without ball, claiming slide interference; call was upheld - out for double play"2019ATL.EVN.regular.comment.csv",363

"ATL201907070",74,"Mound Visit"2019ATL.EVN.regular.comment.csv",364

"ATL201907180",23,"Mound Visit"2019ATL.EVN.regular.comment.csv",365

"ATL201907180",26,"Mound Visit"2019ATL.EVN.regular.comment.csv",366

"ATL201907180",40,"$Braves challenged call that Albies was out at 1st; call was overturned - force out, not double play"2019ATL.EVN.regular.comment.csv",367

"ATL201907180",50,"Mound Visit"2019ATL.EVN.regular.comment.csv",368

"ATL201907180",63,"Mound Visit"2019ATL.EVN.regular.comment.csv",369

"ATL201907190",43,"Mound Visit"2019ATL.EVN.regular.comment.csv",370

"ATL201907190",46,"Mound Visit"2019ATL.EVN.regular.comment.csv",371

"ATL201907190",47,"Mound Visit"2019ATL.EVN.regular.comment.csv",372

"ATL201907190",51,"Mound Visit"2019ATL.EVN.regular.comment.csv",373

"ATL201907190",52,"Mound Visit"2019ATL.EVN.regular.comment.csv",374

"ATL201907190",54,"Mound Visit"2019ATL.EVN.regular.comment.csv",375

"ATL201907190",58,"Mound Visit"2019ATL.EVN.regular.comment.csv",376

"ATL201907190",77,"Mound Visit"2019ATL.EVN.regular.comment.csv",377

"ATL201907190",78,"Mound Visit"2019ATL.EVN.regular.comment.csv",378

"ATL201907200",40,"Mound Visit"2019ATL.EVN.regular.comment.csv",379

"ATL201907200",47,"Mound Visit"2019ATL.EVN.regular.comment.csv",380

"ATL201907200",53,"Mound Visit"2019ATL.EVN.regular.comment.csv",381

"ATL201907200",73,"Mound Visit"2019ATL.EVN.regular.comment.csv",382

"ATL201907200",83,"Mound Visit"2019ATL.EVN.regular.comment.csv",383

"ATL201907210",9,"Mound Visit"2019ATL.EVN.regular.comment.csv",384

"ATL201907210",12,"Injury Delay"2019ATL.EVN.regular.comment.csv",385

"ATL201907210",44,"Mound Visit"2019ATL.EVN.regular.comment.csv",386

"ATL201907210",50,"Mound Visit"2019ATL.EVN.regular.comment.csv",387

"ATL201907210",58,"Mound Visit"2019ATL.EVN.regular.comment.csv",388

"ATL201907210",61,"Mound Visit"2019ATL.EVN.regular.comment.csv",389

"ATL201907230",40,"Mound Visit"2019ATL.EVN.regular.comment.csv",390

"ATL201907230",44,"Mound Visit"2019ATL.EVN.regular.comment.csv",391

"ATL201907230",53,"Injury Delay"2019ATL.EVN.regular.comment.csv",392

"ATL201907230",56,"Mound Visit"2019ATL.EVN.regular.comment.csv",393

"ATL201907230",61,"Mound Visit"2019ATL.EVN.regular.comment.csv",394

"ATL201907230",62,"Injury Delay"2019ATL.EVN.regular.comment.csv",395

"ATL201907230",63,"Mound Visit"2019ATL.EVN.regular.comment.csv",396

"ATL201907230",65,"Injury Delay Mound Visit"2019ATL.EVN.regular.comment.csv",397

"ATL201908010",8,"Mound Visit"2019ATL.EVN.regular.comment.csv",398

"ATL201908010",26,"Mound Visit"2019ATL.EVN.regular.comment.csv",399

"ATL201908010",48,"Mound Visit On-field Delay"2019ATL.EVN.regular.comment.csv",400

"ATL201908010",50,"Mound Visit"2019ATL.EVN.regular.comment.csv",401

"ATL201908010",51,"$Game called for rain"2019ATL.EVN.regular.comment.csv",402

"ATL201908020",3,"Mound Visit"2019ATL.EVN.regular.comment.csv",403

"ATL201908020",30,"$Reds challenged play at home; call overturned - safe"2019ATL.EVN.regular.comment.csv",404

"ATL201908020",40,"Mound Visit"2019ATL.EVN.regular.comment.csv",405

"ATL201908020",57,"Injury Delay"2019ATL.EVN.regular.comment.csv",406

"ATL201908020",59,"Mound Visit"2019ATL.EVN.regular.comment.csv",407

"ATL201908030",43,"Mound Visit"2019ATL.EVN.regular.comment.csv",408

"ATL201908030",55,"Mound Visit"2019ATL.EVN.regular.comment.csv",409

"ATL201908030",65,"Mound Visit"2019ATL.EVN.regular.comment.csv",410

"ATL201908030",67,"Mound Visit"2019ATL.EVN.regular.comment.csv",411

"ATL201908030",71,"Mound Visit"2019ATL.EVN.regular.comment.csv",412

"ATL201908030",78,"Mound Visit"2019ATL.EVN.regular.comment.csv",413

"ATL201908030",86,"Mound Visit"2019ATL.EVN.regular.comment.csv",414

"ATL201908030",88,"Mound Visit"2019ATL.EVN.regular.comment.csv",415

"ATL201908040",20,"Mound Visit Mound Visit"2019ATL.EVN.regular.comment.csv",416

"ATL201908040",49,"Mound Visit"2019ATL.EVN.regular.comment.csv",417

"ATL201908040",54,"Mound Visit"2019ATL.EVN.regular.comment.csv",418

"ATL201908040",73,"Mound Visit"2019ATL.EVN.regular.comment.csv",419

"ATL201908040",78,"Mound Visit"2019ATL.EVN.regular.comment.csv",420

"ATL201908040",80,"Mound Visit"2019ATL.EVN.regular.comment.csv",421

"ATL201908040",81,"Mound Visit"2019ATL.EVN.regular.comment.csv",422

"ATL201908130",11,"Mound Visit"2019ATL.EVN.regular.comment.csv",423

"ATL201908130",18,"Mound Visit"2019ATL.EVN.regular.comment.csv",424

"ATL201908130",48,"Mound Visit"2019ATL.EVN.regular.comment.csv",425

"ATL201908130",51,"Mound Visit"2019ATL.EVN.regular.comment.csv",426

"ATL201908130",57,"Mound Visit"2019ATL.EVN.regular.comment.csv",427

"ATL201908130",64,"Mound Visit"2019ATL.EVN.regular.comment.csv",428

"ATL201908130",67,"Mound Visit"2019ATL.EVN.regular.comment.csv",429

"ATL201908130",68,"Mound Visit"2019ATL.EVN.regular.comment.csv",430

"ATL201908130",69,"Mound Visit"2019ATL.EVN.regular.comment.csv",431

"ATL201908130",71,"Mound Visit"2019ATL.EVN.regular.comment.csv",432

"ATL201908130",76,"Injury Delay"2019ATL.EVN.regular.comment.csv",433

"ATL201908140",14,"Mound Visit"2019ATL.EVN.regular.comment.csv",434

"ATL201908140",42,"Mound Visit"2019ATL.EVN.regular.comment.csv",435

"ATL201908140",43,"Mound Visit"2019ATL.EVN.regular.comment.csv",436

"ATL201908140",50,"Mound Visit"2019ATL.EVN.regular.comment.csv",437

"ATL201908140",52,"Injury Delay"2019ATL.EVN.regular.comment.csv",438

"ATL201908140",58,"Mound Visit"2019ATL.EVN.regular.comment.csv",439

"ATL201908140",61,"Mound Visit"2019ATL.EVN.regular.comment.csv",440

"ATL201908140",76,"Mound Visit"2019ATL.EVN.regular.comment.csv",441

"ATL201908140",78,"Mound Visit"2019ATL.EVN.regular.comment.csv",442

"ATL201908150",11,"Mound Visit"2019ATL.EVN.regular.comment.csv",443

"ATL201908150",18,"Mound Visit"2019ATL.EVN.regular.comment.csv",444

"ATL201908150",20,"Mound Visit"2019ATL.EVN.regular.comment.csv",445

"ATL201908150",33,"Mound Visit"2019ATL.EVN.regular.comment.csv",446

"ATL201908150",60,"Mound Visit"2019ATL.EVN.regular.comment.csv",447

"ATL201908150",65,"Mound Visit"2019ATL.EVN.regular.comment.csv",448

"ATL201908150",91,"Mound Visit"2019ATL.EVN.regular.comment.csv",449

"ATL201908150",92,"Mound Visit"2019ATL.EVN.regular.comment.csv",450

"ATL201908160",14,"Mound Visit"2019ATL.EVN.regular.comment.csv",451

"ATL201908160",19,"Mound Visit"2019ATL.EVN.regular.comment.csv",452

"ATL201908160",20,"$Inciarte left with hamstring injury"2019ATL.EVN.regular.comment.csv",453

"ATL201908160",45,"Mound Visit"2019ATL.EVN.regular.comment.csv",454

"ATL201908160",50,"Mound Visit"2019ATL.EVN.regular.comment.csv",455

"ATL201908160",57,"Mound Visit"2019ATL.EVN.regular.comment.csv",456

"ATL201908160",58,"Mound Visit"2019ATL.EVN.regular.comment.csv",457

"ATL201908160",66,"Mound Visit"2019ATL.EVN.regular.comment.csv",458

"ATL201908170",19,"Mound Visit"2019ATL.EVN.regular.comment.csv",459

"ATL201908170",20,"Mound Visit"2019ATL.EVN.regular.comment.csv",460

"ATL201908170",41,"Mound Visit"2019ATL.EVN.regular.comment.csv",461

"ATL201908170",53,"Mound Visit"2019ATL.EVN.regular.comment.csv",462

"ATL201908170",67,"Mound Visit"2019ATL.EVN.regular.comment.csv",463

"ATL201908180",7,"Mound Visit"2019ATL.EVN.regular.comment.csv",464

"ATL201908180",17,"Mound Visit"2019ATL.EVN.regular.comment.csv",465

"ATL201908180",65,"Mound Visit"2019ATL.EVN.regular.comment.csv",466

"ATL201908200",5,"On-field Delay ej,snitb801,M,wegnm901,Arguing about warnings $Atlanta manager Snitker ejected by 1B umpire Wegner for complaining about the warnings issued after Acuna was hit"2019ATL.EVN.regular.comment.csv",467

"ATL201908200",9,"Mound Visit"2019ATL.EVN.regular.comment.csv",468

"ATL201908200",24,"$McCann left with an injured knee"2019ATL.EVN.regular.comment.csv",469

"ATL201908200",34,"On-field Delay"2019ATL.EVN.regular.comment.csv",470

"ATL201908200",35,"Mound Visit"2019ATL.EVN.regular.comment.csv",471

"ATL201908200",36,"$Hernandez left with an injured hand"2019ATL.EVN.regular.comment.csv",472

"ATL201908200",46,"Mound Visit"2019ATL.EVN.regular.comment.csv",473

"ATL201908200",47,"Mound Visit"2019ATL.EVN.regular.comment.csv",474

"ATL201908200",56,"$Braves challenged call that ball hit by Acuna on 5th pitch was foul; call upheld - foul ball"2019ATL.EVN.regular.comment.csv",475

"ATL201908200",63,"Mound Visit"2019ATL.EVN.regular.comment.csv",476

"ATL201908200",68,"Mound Visit"2019ATL.EVN.regular.comment.csv",477

"ATL201908210",22,"Mound Visit"2019ATL.EVN.regular.comment.csv",478

"ATL201908210",38,"Mound Visit"2019ATL.EVN.regular.comment.csv",479

"ATL201908210",47,"Injury Delay"2019ATL.EVN.regular.comment.csv",480

"ATL201908210",67,"$Fan interference"2019ATL.EVN.regular.comment.csv",481

"ATL201908220",9,"$Marlins challenged call that Ramirez was out at 1st; call wa overturned - force out, not double play"2019ATL.EVN.regular.comment.csv",482

"ATL201908220",46,"Mound Visit"2019ATL.EVN.regular.comment.csv",483

"ATL201908220",47,"Mound Visit"2019ATL.EVN.regular.comment.csv",484

"ATL201908220",53,"Injury Delay"2019ATL.EVN.regular.comment.csv",485

"ATL201908220",66,"Mound Visit"2019ATL.EVN.regular.comment.csv",486

"ATL201908300",17,"Mound Visit"2019ATL.EVN.regular.comment.csv",487

"ATL201908300",34,"$Braves challenged call that Freeman was out at 2nd; call overturned - double"2019ATL.EVN.regular.comment.csv",488

"ATL201908300",40,"Mound Visit"2019ATL.EVN.regular.comment.csv",489

"ATL201908300",50,"Mound Visit"2019ATL.EVN.regular.comment.csv",490

"ATL201908300",56,"Mound Visit"2019ATL.EVN.regular.comment.csv",491

"ATL201908300",63,"Mound Visit"2019ATL.EVN.regular.comment.csv",492

"ATL201908300",66,"Mound Visit ej,rentr001,M,knigb901,Balls and strikes $Chicago manager Renteria ejected by HP umpire Knight for for arguing ball 3 call to Flowers"2019ATL.EVN.regular.comment.csv",493

"ATL201908300",75,"Injury Delay"2019ATL.EVN.regular.comment.csv",494

"ATL201908300",83,"Mound Visit"2019ATL.EVN.regular.comment.csv",495

"ATL201908310",5,"$White Sox challenged call that Jimenez was out at 1st; call overturned - single"2019ATL.EVN.regular.comment.csv",496

"ATL201908310",13,"Mound Visit"2019ATL.EVN.regular.comment.csv",497

"ATL201908310",16,"Mound Visit"2019ATL.EVN.regular.comment.csv",498

"ATL201908310",23,"Injury Delay"2019ATL.EVN.regular.comment.csv",499

"ATL201908310",34,"$White Sox challenged call that Engel was out at 1st; call upheld - ground out"2019ATL.EVN.regular.comment.csv",500

"ATL201908310",40,"Mound Visit"2019ATL.EVN.regular.comment.csv",501

"ATL201908310",64,"Injury Delay"2019ATL.EVN.regular.comment.csv",502

"ATL201908310",66,"Mound Visit"2019ATL.EVN.regular.comment.csv",503

"ATL201908310",67,"Mound Visit"2019ATL.EVN.regular.comment.csv",504

"ATL201908310",72,"Mound Visit"2019ATL.EVN.regular.comment.csv",505

"ATL201909010",14,"Mound Visit"2019ATL.EVN.regular.comment.csv",506

"ATL201909010",48,"Mound Visit"2019ATL.EVN.regular.comment.csv",507

"ATL201909010",51,"Mound Visit"2019ATL.EVN.regular.comment.csv",508

"ATL201909010",54,"Mound Visit"2019ATL.EVN.regular.comment.csv",509

"ATL201909010",55,"Mound Visit"2019ATL.EVN.regular.comment.csv",510

"ATL201909010",66,"Mound Visit"2019ATL.EVN.regular.comment.csv",511

"ATL201909020",25,"Mound Visit"2019ATL.EVN.regular.comment.csv",512

"ATL201909020",26,"Mound Visit"2019ATL.EVN.regular.comment.csv",513

"ATL201909020",39,"Mound Visit"2019ATL.EVN.regular.comment.csv",514

"ATL201909020",40,"Mound Visit"2019ATL.EVN.regular.comment.csv",515

"ATL201909020",54,"$Umpire review of ball hit by Ortega; call upheld - foul, not home run"2019ATL.EVN.regular.comment.csv",516

"ATL201909020",56,"$Blue Jays challenged call that Ortega was safe at 2nd; call upheld - stolen base"2019ATL.EVN.regular.comment.csv",517

"ATL201909030",7,"Mound Visit"2019ATL.EVN.regular.comment.csv",518

"ATL201909030",52,"Mound Visit $Fan interference"2019ATL.EVN.regular.comment.csv",519

"ATL201909030",53,"Mound Visit"2019ATL.EVN.regular.comment.csv",520

"ATL201909030",62,"Mound Visit"2019ATL.EVN.regular.comment.csv",521

"ATL201909030",64,"Mound Visit"2019ATL.EVN.regular.comment.csv",522

"ATL201909030",66,"Mound Visit"2019ATL.EVN.regular.comment.csv",523

"ATL201909050",18,"Mound Visit"2019ATL.EVN.regular.comment.csv",524

"ATL201909050",60,"Injury Delay"2019ATL.EVN.regular.comment.csv",525

"ATL201909050",63,"Mound Visit"2019ATL.EVN.regular.comment.csv",526

"ATL201909050",64,"$Braves challenged call that Turner was safe at 1st; call upheld - force out, no double play"2019ATL.EVN.regular.comment.csv",527

"ATL201909060",38,"Mound Visit"2019ATL.EVN.regular.comment.csv",528

"ATL201909060",43,"Mound Visit"2019ATL.EVN.regular.comment.csv",529

"ATL201909060",52,"$Braves challenged call that Flowers was not hit by pitch; call overturned - hit by pitch"2019ATL.EVN.regular.comment.csv",530

"ATL201909060",54,"Injury Delay"2019ATL.EVN.regular.comment.csv",531

"ATL201909060",55,"$Braves challenged call that Hamilton was out at 2nd; call upheld - out on pickoff"2019ATL.EVN.regular.comment.csv",532

"ATL201909060",68,"Mound Visit"2019ATL.EVN.regular.comment.csv",533

"ATL201909060",71,"Mound Visit"2019ATL.EVN.regular.comment.csv",534

"ATL201909070",49,"Mound Visit"2019ATL.EVN.regular.comment.csv",535

"ATL201909070",51,"Mound Visit"2019ATL.EVN.regular.comment.csv",536

"ATL201909070",53,"Mound Visit"2019ATL.EVN.regular.comment.csv",537

"ATL201909070",53,"Mound Visit"2019ATL.EVN.regular.comment.csv",538

"ATL201909070",59,"Injury Delay"2019ATL.EVN.regular.comment.csv",539

"ATL201909070",65,"Mound Visit"2019ATL.EVN.regular.comment.csv",540

"ATL201909080",3,"Mound Visit"2019ATL.EVN.regular.comment.csv",541

"ATL201909080",35,"ej,turnt001,P,estam901,Called third strike ej,martd002,M,estam901,Called third strike $Turner and Nationals manager Martinez ejected by HP umpire Estabrook for arguing called third strike"2019ATL.EVN.regular.comment.csv",542

"ATL201909080",53,"Mound Visit"2019ATL.EVN.regular.comment.csv",543

"ATL201909080",64,"Mound Visit"2019ATL.EVN.regular.comment.csv",544

"ATL201909080",78,"Mound Visit"2019ATL.EVN.regular.comment.csv",545

"ATL201909080",81,"Mound Visit"2019ATL.EVN.regular.comment.csv",546

"ATL201909170",9,"Mound Visit"2019ATL.EVN.regular.comment.csv",547

"ATL201909170",30,"Mound Visit"2019ATL.EVN.regular.comment.csv",548

"ATL201909170",54,"Mound Visit"2019ATL.EVN.regular.comment.csv",549

"ATL201909170",55,"Mound Visit"2019ATL.EVN.regular.comment.csv",550

"ATL201909170",58,"Mound Visit"2019ATL.EVN.regular.comment.csv",551

"ATL201909170",61,"Mound Visit"2019ATL.EVN.regular.comment.csv",552

"ATL201909170",68,"Mound Visit"2019ATL.EVN.regular.comment.csv",553

"ATL201909170",76,"Mound Visit"2019ATL.EVN.regular.comment.csv",554

"ATL201909180",42,"Mound Visit"2019ATL.EVN.regular.comment.csv",555

"ATL201909180",44,"Mound Visit"2019ATL.EVN.regular.comment.csv",556

"ATL201909190",35,"Mound Visit"2019ATL.EVN.regular.comment.csv",557

"ATL201909190",48,"Injury Delay"2019ATL.EVN.regular.comment.csv",558

"ATL201909190",51,"Mound Visit"2019ATL.EVN.regular.comment.csv",559

"ATL201909190",52,"Mound Visit"2019ATL.EVN.regular.comment.csv",560

"ATL201909200",64,"Mound Visit"2019ATL.EVN.regular.comment.csv",561

"ATL201909210",15,"Mound Visit"2019ATL.EVN.regular.comment.csv",562

"ATL201909210",19,"Mound Visit"2019ATL.EVN.regular.comment.csv",563

"ATL201909210",45,"Mound Visit"2019ATL.EVN.regular.comment.csv",564

"ATL201909220",35,"Mound Visit Mound Visit"2019ATL.EVN.regular.comment.csv",565

"ATL201909220",61,"Mound Visit"2019ATL.EVN.regular.comment.csv",566

