"TOR201903280",42,"Mound Visit"FILENAME_TX","LINE_NUMBER_CT"
"TOR201907040",87,"$Blue Jays challenged call that Guerrero was out at 1st; call was upheld - ground out"2019TOR.EVA.regular.comment.csv",321

"TOR201907050",13,"Mound Visit"2019TOR.EVA.regular.comment.csv",322

"TOR201907050",37,"$Orioles challenged call that Villar was out at 3rd; call was upheld - out returning to base to complete double play"2019TOR.EVA.regular.comment.csv",323

"TOR201907050",53,"Mound Visit"2019TOR.EVA.regular.comment.csv",324

"TOR201907050",60,"Mound Visit"2019TOR.EVA.regular.comment.csv",325

"TOR201907050",61,"Mound Visit"2019TOR.EVA.regular.comment.csv",326

"TOR201907050",64,"Mound Visit"2019TOR.EVA.regular.comment.csv",327

"TOR201907050",67,"Mound Visit"2019TOR.EVA.regular.comment.csv",328

"TOR201907060",24,"Mound Visit"2019TOR.EVA.regular.comment.csv",329

"TOR201907060",25,"Mound Visit"2019TOR.EVA.regular.comment.csv",330

"TOR201907060",58,"Mound Visit"2019TOR.EVA.regular.comment.csv",331

"TOR201907060",68,"Mound Visit"2019TOR.EVA.regular.comment.csv",332

"TOR201907070",7,"Mound Visit"2019TOR.EVA.regular.comment.csv",333

"TOR201907070",29,"Mound Visit"2019TOR.EVA.regular.comment.csv",334

"TOR201907070",35,"Mound Visit"2019TOR.EVA.regular.comment.csv",335

"TOR201907070",38,"Mound Visit"2019TOR.EVA.regular.comment.csv",336

"TOR201907070",46,"Mound Visit"2019TOR.EVA.regular.comment.csv",337

"TOR201907070",64,"Mound Visit"2019TOR.EVA.regular.comment.csv",338

"TOR201907070",69,"Mound Visit"2019TOR.EVA.regular.comment.csv",339

"TOR201907220",12,"$Indians challenged call that Kipnis was out at 2nd; call was overturned - safe on dropped catch error"2019TOR.EVA.regular.comment.csv",340

"TOR201907220",30,"Mound Visit"2019TOR.EVA.regular.comment.csv",341

"TOR201907220",31,"Mound Visit"2019TOR.EVA.regular.comment.csv",342

"TOR201907220",39,"Mound Visit"2019TOR.EVA.regular.comment.csv",343

"TOR201907220",50,"Injury Delay"2019TOR.EVA.regular.comment.csv",344

"TOR201907220",50,"$Shafer left with injured elbow"2019TOR.EVA.regular.comment.csv",345

"TOR201907230",59,"Mound Visit $Blue Jayss challenged call that Hernandez was out at home; call was upheld - out trying to score on single"2019TOR.EVA.regular.comment.csv",346

"TOR201907230",68,"Mound Visit"2019TOR.EVA.regular.comment.csv",347

"TOR201907230",78,"Mound Visit"2019TOR.EVA.regular.comment.csv",348

"TOR201907240",31,"$Blue Jays challenged call that Allen was safe at home; call was upheld - scores on double"2019TOR.EVA.regular.comment.csv",349

"TOR201907240",44,"Mound Visit"2019TOR.EVA.regular.comment.csv",350

"TOR201907240",48,"Injury Delay $Indians challenged call that Gurriel was hit by pitch; call was upheld - hit by pitch"2019TOR.EVA.regular.comment.csv",351

"TOR201907240",61,"On-field Delay $Umpire review ball hit by Bauers; call upheld - double"2019TOR.EVA.regular.comment.csv",352

"TOR201907260",3,"$Blue Jays challenged call tat Pham was safe at 2nd; call was upheld - stolen base"2019TOR.EVA.regular.comment.csv",353

"TOR201907260",20,"Mound Visit"2019TOR.EVA.regular.comment.csv",354

"TOR201907260",32,"On-field Delay Mound Visit $Umpire review of ball hit by Galvis; call upheld - double, not home run"2019TOR.EVA.regular.comment.csv",355

"TOR201907260",38,"Mound Visit"2019TOR.EVA.regular.comment.csv",356

"TOR201907260",44,"Mound Visit"2019TOR.EVA.regular.comment.csv",357

"TOR201907260",46,"Mound Visit"2019TOR.EVA.regular.comment.csv",358

"TOR201907260",52,"Mound Visit"2019TOR.EVA.regular.comment.csv",359

"TOR201907260",55,"Mound Visit"2019TOR.EVA.regular.comment.csv",360

"TOR201907260",63,"Mound Visit"2019TOR.EVA.regular.comment.csv",361

"TOR201907260",68,"Mound Visit"2019TOR.EVA.regular.comment.csv",362

"TOR201907270",16,"Mound Visit"2019TOR.EVA.regular.comment.csv",363

"TOR201907270",18,"Mound Visit"2019TOR.EVA.regular.comment.csv",364

"TOR201907270",43,"Mound Visit"2019TOR.EVA.regular.comment.csv",365

"TOR201907270",54,"Mound Visit"2019TOR.EVA.regular.comment.csv",366

"TOR201907270",59,"Mound Visit"2019TOR.EVA.regular.comment.csv",367

"TOR201907270",68,"Mound Visit"2019TOR.EVA.regular.comment.csv",368

"TOR201907270",78,"Mound Visit"2019TOR.EVA.regular.comment.csv",369

"TOR201907270",85,"Mound Visit"2019TOR.EVA.regular.comment.csv",370

"TOR201907270",86,"Mound Visit"2019TOR.EVA.regular.comment.csv",371

"TOR201907270",94,"Mound Visit"2019TOR.EVA.regular.comment.csv",372

"TOR201907270",101,"Mound Visit"2019TOR.EVA.regular.comment.csv",373

"TOR201907270",103,"Mound Visit"2019TOR.EVA.regular.comment.csv",374

"TOR201907280",14,"Mound Visit"2019TOR.EVA.regular.comment.csv",375

"TOR201907280",20,"Mound Visit"2019TOR.EVA.regular.comment.csv",376

"TOR201907280",40,"Mound Visit"2019TOR.EVA.regular.comment.csv",377

"TOR201907280",42,"Mound Visit"2019TOR.EVA.regular.comment.csv",378

"TOR201907280",47,"$Blue Jays challenged call that Biggio was out at 1st; call was upheld - ground out"2019TOR.EVA.regular.comment.csv",379

"TOR201907280",50,"Mound Visit"2019TOR.EVA.regular.comment.csv",380

"TOR201907280",52,"Mound Visit"2019TOR.EVA.regular.comment.csv",381

"TOR201907280",54,"Mound Visit"2019TOR.EVA.regular.comment.csv",382

"TOR201907280",66,"Mound Visit"2019TOR.EVA.regular.comment.csv",383

"TOR201907280",67,"$Pham left with injured hand"2019TOR.EVA.regular.comment.csv",384

"TOR201907280",76,"Mound Visit"2019TOR.EVA.regular.comment.csv",385

"TOR201907280",85,"Mound Visit"2019TOR.EVA.regular.comment.csv",386

"TOR201907280",86,"Mound Visit"2019TOR.EVA.regular.comment.csv",387

"TOR201907280",88,"Mound Visit"2019TOR.EVA.regular.comment.csv",388

"TOR201907280",90,"Mound Visit"2019TOR.EVA.regular.comment.csv",389

"TOR201908080",21,"Mound Visit"2019TOR.EVA.regular.comment.csv",390

"TOR201908080",23,"Mound Visit"2019TOR.EVA.regular.comment.csv",391

"TOR201908080",48,"Mound Visit"2019TOR.EVA.regular.comment.csv",392

"TOR201908080",56,"Mound Visit"2019TOR.EVA.regular.comment.csv",393

"TOR201908080",86,"Injury Delay"2019TOR.EVA.regular.comment.csv",394

"TOR201908090",27,"On-field Delay"2019TOR.EVA.regular.comment.csv",395

"TOR201908090",27,"ej,gardb001,P,segac901,Arguing called strike $Gardner ejected from Yankee bench by HP umpire Segal for arguing called strike"2019TOR.EVA.regular.comment.csv",396

"TOR201908090",32,"$Blue Jays challenged call that Drury was out at 3rd; call overturned - safe on wild pitch"2019TOR.EVA.regular.comment.csv",397

"TOR201908090",39,"Mound Visit"2019TOR.EVA.regular.comment.csv",398

"TOR201908090",54,"Mound Visit"2019TOR.EVA.regular.comment.csv",399

"TOR201908090",58,"Mound Visit"2019TOR.EVA.regular.comment.csv",400

"TOR201908090",60,"Mound Visit"2019TOR.EVA.regular.comment.csv",401

"TOR201908100",16,"Mound Visit"2019TOR.EVA.regular.comment.csv",402

"TOR201908100",28,"$Originally scored as hit by pitch; changed to walk on 08-13-2019 since ball 4 did not hit him"2019TOR.EVA.regular.comment.csv",403

"TOR201908100",32,"Mound Visit"2019TOR.EVA.regular.comment.csv",404

"TOR201908100",37,"Injury Delay"2019TOR.EVA.regular.comment.csv",405

"TOR201908100",45,"Mound Visit"2019TOR.EVA.regular.comment.csv",406

"TOR201908100",47,"Mound Visit"2019TOR.EVA.regular.comment.csv",407

"TOR201908100",54,"Mound Visit"2019TOR.EVA.regular.comment.csv",408

"TOR201908100",65,"Mound Visit"2019TOR.EVA.regular.comment.csv",409

"TOR201908110",27,"Mound Visit"2019TOR.EVA.regular.comment.csv",410

"TOR201908110",36,"Mound Visit $Yankees challenged call that Judge was out at 1st; call was overturned - single"2019TOR.EVA.regular.comment.csv",411

"TOR201908110",37,"Injury Delay"2019TOR.EVA.regular.comment.csv",412

"TOR201908110",57,"Mound Visit"2019TOR.EVA.regular.comment.csv",413

"TOR201908110",59,"Mound Visit"2019TOR.EVA.regular.comment.csv",414

"TOR201908120",16,"Mound Visit"2019TOR.EVA.regular.comment.csv",415

"TOR201908120",26,"Mound Visit"2019TOR.EVA.regular.comment.csv",416

"TOR201908120",27,"$Blue Jays challenged call that Hernandez was out at 3rd; call was upheld - pickoff; changed to pickoff, caught stealing on 08-14-2019"2019TOR.EVA.regular.comment.csv",417

"TOR201908120",36,"Mound Visit"2019TOR.EVA.regular.comment.csv",418

"TOR201908120",41,"Mound Visit"2019TOR.EVA.regular.comment.csv",419

"TOR201908120",65,"Mound Visit"2019TOR.EVA.regular.comment.csv",420

"TOR201908120",75,"Injury Delay Mound Visit"2019TOR.EVA.regular.comment.csv",421

"TOR201908130",4,"Mound Visit"2019TOR.EVA.regular.comment.csv",422

"TOR201908130",8,"Injury Delay"2019TOR.EVA.regular.comment.csv",423

"TOR201908130",23,"$Rangers challenged call that Bichette was safe at 2nd; call overturned - force play"2019TOR.EVA.regular.comment.csv",424

"TOR201908130",36,"Injury Delay"2019TOR.EVA.regular.comment.csv",425

"TOR201908130",47,"Mound Visit"2019TOR.EVA.regular.comment.csv",426

"TOR201908140",14,"Mound Visit"2019TOR.EVA.regular.comment.csv",427

"TOR201908140",16,"Mound Visit"2019TOR.EVA.regular.comment.csv",428

"TOR201908140",27,"$Fan interference"2019TOR.EVA.regular.comment.csv",429

"TOR201908140",32,"Mound Visit"2019TOR.EVA.regular.comment.csv",430

"TOR201908140",35,"Mound Visit"2019TOR.EVA.regular.comment.csv",431

"TOR201908140",40,"Injury Delay"2019TOR.EVA.regular.comment.csv",432

"TOR201908140",49,"Mound Visit"2019TOR.EVA.regular.comment.csv",433

"TOR201908140",60,"Mound Visit"2019TOR.EVA.regular.comment.csv",434

"TOR201908140",63,"Mound Visit"2019TOR.EVA.regular.comment.csv",435

"TOR201908140",75,"Mound Visit"2019TOR.EVA.regular.comment.csv",436

"TOR201908140",84,"Mound Visit"2019TOR.EVA.regular.comment.csv",437

"TOR201908140",89,"Mound Visit"2019TOR.EVA.regular.comment.csv",438

"TOR201908160",11,"Mound Visit"2019TOR.EVA.regular.comment.csv",439

"TOR201908160",27,"Mound Visit"2019TOR.EVA.regular.comment.csv",440

"TOR201908160",46,"Mound Visit"2019TOR.EVA.regular.comment.csv",441

"TOR201908160",52,"Mound Visit"2019TOR.EVA.regular.comment.csv",442

"TOR201908160",60,"Mound Visit"2019TOR.EVA.regular.comment.csv",443

"TOR201908160",65,"Mound Visit"2019TOR.EVA.regular.comment.csv",444

"TOR201908170",13,"Mound Visit"2019TOR.EVA.regular.comment.csv",445

"TOR201908170",21,"Mound Visit"2019TOR.EVA.regular.comment.csv",446

"TOR201908170",22,"$Guerrero left with an injured knee"2019TOR.EVA.regular.comment.csv",447

"TOR201908170",35,"$Mariners challenge call that Grichuk was out at 1st; call upheld - out to complete double play"2019TOR.EVA.regular.comment.csv",448

"TOR201908170",36,"Mound Visit"2019TOR.EVA.regular.comment.csv",449

"TOR201908170",45,"Mound Visit"2019TOR.EVA.regular.comment.csv",450

"TOR201908170",65,"Mound Visit"2019TOR.EVA.regular.comment.csv",451

"TOR201908170",73,"$Mariners challenged call that Broxton was out at 1st; call upheld - pickoff and caught stealing"2019TOR.EVA.regular.comment.csv",452

"TOR201908170",76,"Mound Visit Mound Visit"2019TOR.EVA.regular.comment.csv",453

"TOR201908180",27,"Mound Visit"2019TOR.EVA.regular.comment.csv",454

"TOR201908180",42,"Mound Visit"2019TOR.EVA.regular.comment.csv",455

"TOR201908270",33,"Mound Visit"2019TOR.EVA.regular.comment.csv",456

"TOR201908270",42,"$Blue Jays challenged call that Freeman's ball was not interferred with; call overturned - out on fan interference"2019TOR.EVA.regular.comment.csv",457

"TOR201908270",44,"Mound Visit"2019TOR.EVA.regular.comment.csv",458

"TOR201908270",52,"Mound Visit"2019TOR.EVA.regular.comment.csv",459

"TOR201908270",53,"Mound Visit"2019TOR.EVA.regular.comment.csv",460

"TOR201908270",60,"Mound Visit"2019TOR.EVA.regular.comment.csv",461

"TOR201908280",13,"Mound Visit Injury Delay"2019TOR.EVA.regular.comment.csv",462

"TOR201908280",13,"$Cervelli left with injured leg"2019TOR.EVA.regular.comment.csv",463

"TOR201908280",27,"Mound Visit"2019TOR.EVA.regular.comment.csv",464

"TOR201908280",49,"Mound Visit"2019TOR.EVA.regular.comment.csv",465

"TOR201908280",51,"Mound Visit"2019TOR.EVA.regular.comment.csv",466

"TOR201908280",55,"Mound Visit"2019TOR.EVA.regular.comment.csv",467

"TOR201908280",64,"Mound Visit"2019TOR.EVA.regular.comment.csv",468

"TOR201908280",65,"Mound Visit"2019TOR.EVA.regular.comment.csv",469

"TOR201908280",81,"Mound Visit"2019TOR.EVA.regular.comment.csv",470

"TOR201908300",14,"Mound Visit"2019TOR.EVA.regular.comment.csv",471

"TOR201908300",33,"Mound Visit"2019TOR.EVA.regular.comment.csv",472

"TOR201908300",39,"Mound Visit"2019TOR.EVA.regular.comment.csv",473

"TOR201908300",66,"ej,guerv002,P,estam901,Swinging strike 3 $Guerrero ejected by HP umpire Estabrook for arguing strike 3"2019TOR.EVA.regular.comment.csv",474

"TOR201908300",67,"Mound Visit"2019TOR.EVA.regular.comment.csv",475

"TOR201908310",26,"Mound Visit"2019TOR.EVA.regular.comment.csv",476

"TOR201908310",46,"Mound Visit"2019TOR.EVA.regular.comment.csv",477

"TOR201908310",47,"Mound Visit"2019TOR.EVA.regular.comment.csv",478

"TOR201908310",52,"Mound Visit"2019TOR.EVA.regular.comment.csv",479

"TOR201908310",53,"Mound Visit"2019TOR.EVA.regular.comment.csv",480

"TOR201908310",59,"Mound Visit"2019TOR.EVA.regular.comment.csv",481

"TOR201908310",61,"Mound Visit"2019TOR.EVA.regular.comment.csv",482

"TOR201908310",69,"Mound Visit"2019TOR.EVA.regular.comment.csv",483

"TOR201908310",70,"Mound Visit"2019TOR.EVA.regular.comment.csv",484

"TOR201909010",43,"Mound Visit On-field Delay"2019TOR.EVA.regular.comment.csv",485

"TOR201909010",61,"Mound Visit"2019TOR.EVA.regular.comment.csv",486

"TOR201909100",5,"Mound Visit"2019TOR.EVA.regular.comment.csv",487

"TOR201909100",37,"Mound Visit"2019TOR.EVA.regular.comment.csv",488

"TOR201909100",41,"Mound Visit $Fan interference"2019TOR.EVA.regular.comment.csv",489

"TOR201909100",43,"Mound Visit"2019TOR.EVA.regular.comment.csv",490

"TOR201909100",57,"Mound Visit"2019TOR.EVA.regular.comment.csv",491

"TOR201909100",59,"Mound Visit"2019TOR.EVA.regular.comment.csv",492

"TOR201909100",70,"Mound Visit"2019TOR.EVA.regular.comment.csv",493

"TOR201909100",77,"Injury Delay"2019TOR.EVA.regular.comment.csv",494

"TOR201909100",79,"Mound Visit Mound Visit"2019TOR.EVA.regular.comment.csv",495

"TOR201909110",31,"Mound Visit"2019TOR.EVA.regular.comment.csv",496

"TOR201909110",41,"Mound Visit"2019TOR.EVA.regular.comment.csv",497

"TOR201909110",42,"Mound Visit"2019TOR.EVA.regular.comment.csv",498

"TOR201909110",43,"Mound Visit"2019TOR.EVA.regular.comment.csv",499

"TOR201909110",51,"Mound Visit"2019TOR.EVA.regular.comment.csv",500

"TOR201909110",53,"Mound Visit"2019TOR.EVA.regular.comment.csv",501

"TOR201909110",68,"$Red Sox challenged call that Owings was out at 1st; call overturned - force out, not double play"2019TOR.EVA.regular.comment.csv",502

"TOR201909120",20,"Mound Visit"2019TOR.EVA.regular.comment.csv",503

"TOR201909120",25,"Mound Visit"2019TOR.EVA.regular.comment.csv",504

"TOR201909120",26,"Mound Visit"2019TOR.EVA.regular.comment.csv",505

"TOR201909120",32,"Mound Visit"2019TOR.EVA.regular.comment.csv",506

"TOR201909120",44,"Mound Visit"2019TOR.EVA.regular.comment.csv",507

"TOR201909120",58,"Mound Visit"2019TOR.EVA.regular.comment.csv",508

"TOR201909120",64,"Mound Visit"2019TOR.EVA.regular.comment.csv",509

"TOR201909120",73,"Mound Visit"2019TOR.EVA.regular.comment.csv",510

"TOR201909120",74,"Mound Visit"2019TOR.EVA.regular.comment.csv",511

"TOR201909120",83,"Injury Delay"2019TOR.EVA.regular.comment.csv",512

"TOR201909130",27,"Mound Visit"2019TOR.EVA.regular.comment.csv",513

"TOR201909130",35,"Mound Visit"2019TOR.EVA.regular.comment.csv",514

"TOR201909130",36,"Mound Visit"2019TOR.EVA.regular.comment.csv",515

"TOR201909130",39,"Mound Visit"2019TOR.EVA.regular.comment.csv",516

"TOR201909130",41,"Mound Visit"2019TOR.EVA.regular.comment.csv",517

"TOR201909130",64,"Mound Visit"2019TOR.EVA.regular.comment.csv",518

"TOR201909130",66,"Mound Visit"2019TOR.EVA.regular.comment.csv",519

"TOR201909130",84,"Injury Delay"2019TOR.EVA.regular.comment.csv",520

"TOR201909130",84,"$Mayza left with an injured elbow which occurred on ball 4 to Gregorius which was several feet behind him"2019TOR.EVA.regular.comment.csv",521

"TOR201909140",11,"Mound Visit"2019TOR.EVA.regular.comment.csv",522

"TOR201909140",30,"Mound Visit"2019TOR.EVA.regular.comment.csv",523

"TOR201909140",39,"Mound Visit"2019TOR.EVA.regular.comment.csv",524

"TOR201909140",43,"Injury Delay"2019TOR.EVA.regular.comment.csv",525

"TOR201909140",47,"Mound Visit"2019TOR.EVA.regular.comment.csv",526

"TOR201909140",52,"Mound Visit"2019TOR.EVA.regular.comment.csv",527

"TOR201909140",54,"Mound Visit"2019TOR.EVA.regular.comment.csv",528

"TOR201909140",65,"$LaMahieu took off, thinking ball would not be caught, but Estrada recognized it would be caught and returned to 2nd as LaMahieu rane past him and was out for passing runner; no assists"2019TOR.EVA.regular.comment.csv",529

"TOR201909140",71,"Injury Delay"2019TOR.EVA.regular.comment.csv",530

"TOR201909140",71,"$Romano left with injured ankle"2019TOR.EVA.regular.comment.csv",531

"TOR201909140",87,"Mound Visit"2019TOR.EVA.regular.comment.csv",532

"TOR201909150",16,"Mound Visit"2019TOR.EVA.regular.comment.csv",533

"TOR201909150",22,"Mound Visit"2019TOR.EVA.regular.comment.csv",534

"TOR201909150",34,"Mound Visit"2019TOR.EVA.regular.comment.csv",535

"TOR201909150",45,"Mound Visit"2019TOR.EVA.regular.comment.csv",536

"TOR201909150",56,"Mound Visit"2019TOR.EVA.regular.comment.csv",537

"TOR201909150",59,"Mound Visit"2019TOR.EVA.regular.comment.csv",538

"TOR201909150",67,"Mound Visit"2019TOR.EVA.regular.comment.csv",539

"TOR201909230",5,"Mound Visit"2019TOR.EVA.regular.comment.csv",540

"TOR201909230",23,"Mound Visit"2019TOR.EVA.regular.comment.csv",541

"TOR201909230",39,"Mound Visit"2019TOR.EVA.regular.comment.csv",542

"TOR201909230",40,"Mound Visit"2019TOR.EVA.regular.comment.csv",543

"TOR201909230",52,"Mound Visit"2019TOR.EVA.regular.comment.csv",544

"TOR201909230",61,"Mound Visit"2019TOR.EVA.regular.comment.csv",545

"TOR201909230",67,"Mound Visit"2019TOR.EVA.regular.comment.csv",546

"TOR201909230",69,"Mound Visit"2019TOR.EVA.regular.comment.csv",547

"TOR201909230",80,"Mound Visit"2019TOR.EVA.regular.comment.csv",548

"TOR201909230",81,"Mound Visit"2019TOR.EVA.regular.comment.csv",549

"TOR201909230",104,"Mound Visit"2019TOR.EVA.regular.comment.csv",550

"TOR201909230",107,"Mound Visit"2019TOR.EVA.regular.comment.csv",551

"TOR201909230",116,"Mound Visit"2019TOR.EVA.regular.comment.csv",552

"TOR201909240",1,"$Blue Jays challenged call that Villar was safe at 1st; call was upheld - safe on pickoff attempt"2019TOR.EVA.regular.comment.csv",553

"TOR201909240",3,"On-field Delay"2019TOR.EVA.regular.comment.csv",554

"TOR201909240",4,"Mound Visit"2019TOR.EVA.regular.comment.csv",555

"TOR201909240",21,"$Umpire review of ball hit by Alfaro; call upheld - foul, not home run"2019TOR.EVA.regular.comment.csv",556

"TOR201909240",42,"Mound Visit"2019TOR.EVA.regular.comment.csv",557

"TOR201909240",46,"Mound Visit"2019TOR.EVA.regular.comment.csv",558

"TOR201909240",47,"Mound Visit"2019TOR.EVA.regular.comment.csv",559

"TOR201909240",53,"Mound Visit"2019TOR.EVA.regular.comment.csv",560

"TOR201909240",70,"Mound Visit"2019TOR.EVA.regular.comment.csv",561

"TOR201909240",82,"Mound Visit"2019TOR.EVA.regular.comment.csv",562

"TOR201909250",23,"Mound Visit"2019TOR.EVA.regular.comment.csv",563

"TOR201909250",46,"Mound Visit"2019TOR.EVA.regular.comment.csv",564

"TOR201909250",53,"Mound Visit"2019TOR.EVA.regular.comment.csv",565

"TOR201909250",61,"Mound Visit"2019TOR.EVA.regular.comment.csv",566

"TOR201909250",63,"Mound Visit"2019TOR.EVA.regular.comment.csv",567

"TOR201909250",64,"Mound Visit"2019TOR.EVA.regular.comment.csv",568

"TOR201909270",40,"Mound Visit"2019TOR.EVA.regular.comment.csv",569

"TOR201909270",53,"Mound Visit"2019TOR.EVA.regular.comment.csv",570

"TOR201909270",54,"Mound Visit"2019TOR.EVA.regular.comment.csv",571

"TOR201909270",56,"Mound Visit"2019TOR.EVA.regular.comment.csv",572

"TOR201909270",61,"Mound Visit"2019TOR.EVA.regular.comment.csv",573

"TOR201909270",63,"Mound Visit"2019TOR.EVA.regular.comment.csv",574

"TOR201909270",66,"Mound Visit"2019TOR.EVA.regular.comment.csv",575

"TOR201909280",5,"Mound Visit"2019TOR.EVA.regular.comment.csv",576

"TOR201909280",9,"Mound Visit"2019TOR.EVA.regular.comment.csv",577

"TOR201909280",31,"Mound Visit"2019TOR.EVA.regular.comment.csv",578

"TOR201909280",39,"Mound Visit"2019TOR.EVA.regular.comment.csv",579

"TOR201909280",52,"Mound Visit"2019TOR.EVA.regular.comment.csv",580

"TOR201909280",53,"Mound Visit"2019TOR.EVA.regular.comment.csv",581

"TOR201909280",57,"Mound Visit"2019TOR.EVA.regular.comment.csv",582

"TOR201909280",58,"Mound Visit"2019TOR.EVA.regular.comment.csv",583

"TOR201909280",59,"$Rays challenged call that Biggio was hit by pitch; call upheld - hit by pitch"2019TOR.EVA.regular.comment.csv",584

"TOR201909280",62,"Mound Visit"2019TOR.EVA.regular.comment.csv",585

"TOR201909280",68,"Mound Visit"2019TOR.EVA.regular.comment.csv",586

"TOR201909290",11,"Mound Visit"2019TOR.EVA.regular.comment.csv",587

"TOR201909290",21,"Mound Visit"2019TOR.EVA.regular.comment.csv",588

"TOR201909290",26,"Mound Visit"2019TOR.EVA.regular.comment.csv",589

"TOR201909290",33,"Mound Visit"2019TOR.EVA.regular.comment.csv",590

"TOR201909290",52,"Mound Visit"2019TOR.EVA.regular.comment.csv",591

"TOR201909290",63,"Mound Visit"2019TOR.EVA.regular.comment.csv",592

"TOR201909290",67,"Mound Visit"2019TOR.EVA.regular.comment.csv",593

"TOR201909290",69,"Mound Visit"2019TOR.EVA.regular.comment.csv",594

