"KCA201903280",25,"$Royals challenged call Mondesi was safe at third; call was upheld - triple","FILENAME_TX","LINE_NUMBER_CT"
"KCA201907170",75,"Mound Visit","2019KCA.EVA.regular.comment.csv",336
"KCA201907180",3,"Mound Visit ej,rentr001,M,hamaa901,Arguing balls and strikes $Chicago manager Renteria ejected by HP umpire Hamari for arguing balls and strikes","2019KCA.EVA.regular.comment.csv",337
"KCA201907180",29,"Mound Visit","2019KCA.EVA.regular.comment.csv",338
"KCA201907180",30,"Mound Visit","2019KCA.EVA.regular.comment.csv",339
"KCA201907180",31,"Mound Visit","2019KCA.EVA.regular.comment.csv",340
"KCA201907180",44,"Injury Delay","2019KCA.EVA.regular.comment.csv",341
"KCA201907180",57,"Mound Visit","2019KCA.EVA.regular.comment.csv",342
"KCA201907180",58,"Mound Visit","2019KCA.EVA.regular.comment.csv",343
"KCA201907180",64,"Mound Visit","2019KCA.EVA.regular.comment.csv",344
"KCA201907180",70,"Mound Visit","2019KCA.EVA.regular.comment.csv",345
"KCA201907250",9,"Mound Visit","2019KCA.EVA.regular.comment.csv",346
"KCA201907250",44,"Mound Visit","2019KCA.EVA.regular.comment.csv",347
"KCA201907250",45,"Mound Visit","2019KCA.EVA.regular.comment.csv",348
"KCA201907250",52,"Mound Visit","2019KCA.EVA.regular.comment.csv",349
"KCA201907250",55,"Mound Visit","2019KCA.EVA.regular.comment.csv",350
"KCA201907250",65,"Mound Visit","2019KCA.EVA.regular.comment.csv",351
"KCA201907250",76,"Mound Visit","2019KCA.EVA.regular.comment.csv",352
"KCA201907250",82,"Mound Visit","2019KCA.EVA.regular.comment.csv",353
"KCA201907250",84,"Mound Visit","2019KCA.EVA.regular.comment.csv",354
"KCA201907250",87,"Mound Visit","2019KCA.EVA.regular.comment.csv",355
"KCA201907250",99,"Mound Visit","2019KCA.EVA.regular.comment.csv",356
"KCA201907250",122,"Mound Visit","2019KCA.EVA.regular.comment.csv",357
"KCA201907250",123,"Mound Visit","2019KCA.EVA.regular.comment.csv",358
"KCA201907250",125,"Mound Visit","2019KCA.EVA.regular.comment.csv",359
"KCA201907260",4,"$Royals challenged call that Kipnis was safe at 1st; call was overturned - out at 1st to complete double play","2019KCA.EVA.regular.comment.csv",360
"KCA201907260",40,"Mound Visit Injury Delay","2019KCA.EVA.regular.comment.csv",361
"KCA201907260",48,"Mound Visit","2019KCA.EVA.regular.comment.csv",362
"KCA201907260",54,"Mound Visit","2019KCA.EVA.regular.comment.csv",363
"KCA201907260",58,"Mound Visit","2019KCA.EVA.regular.comment.csv",364
"KCA201907260",79,"Mound Visit","2019KCA.EVA.regular.comment.csv",365
"KCA201907270",5,"Mound Visit","2019KCA.EVA.regular.comment.csv",366
"KCA201907270",62,"Mound Visit","2019KCA.EVA.regular.comment.csv",367
"KCA201907280",28,"Mound Visit","2019KCA.EVA.regular.comment.csv",368
"KCA201907280",49,"Mound Visit","2019KCA.EVA.regular.comment.csv",369
"KCA201907280",50,"Mound Visit","2019KCA.EVA.regular.comment.csv",370
"KCA201907280",53,"Mound Visit","2019KCA.EVA.regular.comment.csv",371
"KCA201907280",72,"Mound Visit","2019KCA.EVA.regular.comment.csv",372
"KCA201907280",75,"Mound Visit","2019KCA.EVA.regular.comment.csv",373
"KCA201907290",47,"$Originally scored as single with 2 RBI and 2 earned runs; changed to error with one RBI and one earned run on 07-30-2019","2019KCA.EVA.regular.comment.csv",374
"KCA201907290",56,"Mound Visit","2019KCA.EVA.regular.comment.csv",375
"KCA201907290",57,"Mound Visit","2019KCA.EVA.regular.comment.csv",376
"KCA201907290",68,"Mound Visit","2019KCA.EVA.regular.comment.csv",377
"KCA201907290",71,"Mound Visit","2019KCA.EVA.regular.comment.csv",378
"KCA201907290",72,"Mound Visit","2019KCA.EVA.regular.comment.csv",379
"KCA201907290",78,"$Blue Jays challenged call that O'Hearn was safe at 1st; call overturneed - force out, no double play","2019KCA.EVA.regular.comment.csv",380
"KCA201907300",1,"Injury Delay","2019KCA.EVA.regular.comment.csv",381
"KCA201907300",19,"Injury Delay","2019KCA.EVA.regular.comment.csv",382
"KCA201907300",38,"Mound Visit","2019KCA.EVA.regular.comment.csv",383
"KCA201907300",40,"Mound Visit","2019KCA.EVA.regular.comment.csv",384
"KCA201907300",45,"Mound Visit","2019KCA.EVA.regular.comment.csv",385
"KCA201907300",72,"Mound Visit","2019KCA.EVA.regular.comment.csv",386
"KCA201907300",80,"Mound Visit","2019KCA.EVA.regular.comment.csv",387
"KCA201907310",35,"$Gurriel left with an injured knee","2019KCA.EVA.regular.comment.csv",388
"KCA201907310",55,"Mound Visit","2019KCA.EVA.regular.comment.csv",389
"KCA201907310",56,"Mound Visit","2019KCA.EVA.regular.comment.csv",390
"KCA201908130",33,"ej,yoste001,M,gibsg901,Non-call of running lane interference $Kansas City manager Yost ejected by 1B umpire Gibson for non-call of running lane interference by HP umpire; rule 5.09(a)(11) is clear that running lane interference must be related to fielder taking the throw at 1st, not to the fielder making the throw","2019KCA.EVA.regular.comment.csv",391
"KCA201908130",42,"Mound Visit","2019KCA.EVA.regular.comment.csv",392
"KCA201908130",53,"Mound Visit","2019KCA.EVA.regular.comment.csv",393
"KCA201908130",64,"Mound Visit","2019KCA.EVA.regular.comment.csv",394
"KCA201908130",66,"Mound Visit","2019KCA.EVA.regular.comment.csv",395
"KCA201908140",43,"Mound Visit","2019KCA.EVA.regular.comment.csv",396
"KCA201908140",46,"Mound Visit","2019KCA.EVA.regular.comment.csv",397
"KCA201908140",47,"Mound Visit","2019KCA.EVA.regular.comment.csv",398
"KCA201908140",50,"Mound Visit","2019KCA.EVA.regular.comment.csv",399
"KCA201908140",61,"Mound Visit","2019KCA.EVA.regular.comment.csv",400
"KCA201908160",20,"$Mets challenged call that Davis was out at 2nd; call overturned - safe on dropped catch error","2019KCA.EVA.regular.comment.csv",401
"KCA201908160",39,"Mound Visit","2019KCA.EVA.regular.comment.csv",402
"KCA201908160",61,"Mound Visit","2019KCA.EVA.regular.comment.csv",403
"KCA201908160",64,"Mound Visit","2019KCA.EVA.regular.comment.csv",404
"KCA201908160",65,"Mound Visit","2019KCA.EVA.regular.comment.csv",405
"KCA201908160",67,"$Umpire review of ball hit by O'Hearn - foul ball","2019KCA.EVA.regular.comment.csv",406
"KCA201908170",16,"Injury Delay","2019KCA.EVA.regular.comment.csv",407
"KCA201908170",49,"Mound Visit Injury Delay","2019KCA.EVA.regular.comment.csv",408
"KCA201908170",50,"Mound Visit","2019KCA.EVA.regular.comment.csv",409
"KCA201908170",51,"$Umpire review of ball hit by Alonso; call upheld - foul","2019KCA.EVA.regular.comment.csv",410
"KCA201908180",39,"Mound Visit","2019KCA.EVA.regular.comment.csv",411
"KCA201908180",45,"Mound Visit","2019KCA.EVA.regular.comment.csv",412
"KCA201908180",54,"Mound Visit Injury Delay","2019KCA.EVA.regular.comment.csv",413
"KCA201908180",55,"Mound Visit","2019KCA.EVA.regular.comment.csv",414
"KCA201908180",59,"Mound Visit","2019KCA.EVA.regular.comment.csv",415
"KCA201908180",80,"Injury Delay","2019KCA.EVA.regular.comment.csv",416
"KCA201908260",11,"Mound Visit","2019KCA.EVA.regular.comment.csv",417
"KCA201908260",12,"Mound Visit","2019KCA.EVA.regular.comment.csv",418
"KCA201908260",14,"Mound Visit","2019KCA.EVA.regular.comment.csv",419
"KCA201908260",25,"Mound Visit","2019KCA.EVA.regular.comment.csv",420
"KCA201908260",49,"Mound Visit","2019KCA.EVA.regular.comment.csv",421
"KCA201908260",64,"Mound Visit On-field Delay","2019KCA.EVA.regular.comment.csv",422
"KCA201908260",72,"On-field Delay","2019KCA.EVA.regular.comment.csv",423
"KCA201908260",78,"Mound Visit","2019KCA.EVA.regular.comment.csv",424
"KCA201908270",49,"Mound Visit","2019KCA.EVA.regular.comment.csv",425
"KCA201908270",50,"Mound Visit","2019KCA.EVA.regular.comment.csv",426
"KCA201908270",51,"Mound Visit","2019KCA.EVA.regular.comment.csv",427
"KCA201908270",54,"Mound Visit","2019KCA.EVA.regular.comment.csv",428
"KCA201908280",3,"Injury Delay","2019KCA.EVA.regular.comment.csv",429
"KCA201908280",18,"Mound Visit","2019KCA.EVA.regular.comment.csv",430
"KCA201908280",45,"Mound Visit","2019KCA.EVA.regular.comment.csv",431
"KCA201908280",57,"$Royals challenged call that Lopez was out at 1st; call overturned - single","2019KCA.EVA.regular.comment.csv",432
"KCA201908280",60,"Mound Visit","2019KCA.EVA.regular.comment.csv",433
"KCA201908280",74,"Mound Visit","2019KCA.EVA.regular.comment.csv",434
"KCA201908290",40,"Mound Visit","2019KCA.EVA.regular.comment.csv",435
"KCA201908290",41,"Mound Visit","2019KCA.EVA.regular.comment.csv",436
"KCA201908290",49,"Mound Visit","2019KCA.EVA.regular.comment.csv",437
"KCA201908290",51,"Mound Visit","2019KCA.EVA.regular.comment.csv",438
"KCA201908290",53,"Injury Delay","2019KCA.EVA.regular.comment.csv",439
"KCA201908290",74,"Mound Visit","2019KCA.EVA.regular.comment.csv",440
"KCA201908290",75,"Mound Visit","2019KCA.EVA.regular.comment.csv",441
"KCA201908290",80,"Mound Visit","2019KCA.EVA.regular.comment.csv",442
"KCA201908290",81,"Mound Visit","2019KCA.EVA.regular.comment.csv",443
"KCA201908300",21,"Mound Visit","2019KCA.EVA.regular.comment.csv",444
"KCA201908300",33,"$Orioles challenged call that Alberto was out at 1st; call upheld - pickoff and caught stealing","2019KCA.EVA.regular.comment.csv",445
"KCA201908300",60,"Mound Visit","2019KCA.EVA.regular.comment.csv",446
"KCA201908310",32,"Mound Visit","2019KCA.EVA.regular.comment.csv",447
"KCA201908310",40,"Mound Visit","2019KCA.EVA.regular.comment.csv",448
"KCA201908310",41,"Mound Visit","2019KCA.EVA.regular.comment.csv",449
"KCA201908310",42,"$Umpire review of blal hit by Santander; call upheld - homer","2019KCA.EVA.regular.comment.csv",450
"KCA201908310",46,"Mound Visit","2019KCA.EVA.regular.comment.csv",451
"KCA201908310",56,"Injury Delay Mound Visit","2019KCA.EVA.regular.comment.csv",452
"KCA201908310",68,"Mound Visit","2019KCA.EVA.regular.comment.csv",453
"KCA201908310",69,"Mound Visit","2019KCA.EVA.regular.comment.csv",454
"KCA201909010",13,"Mound Visit","2019KCA.EVA.regular.comment.csv",455
"KCA201909010",46,"Mound Visit","2019KCA.EVA.regular.comment.csv",456
"KCA201909010",58,"Mound Visit","2019KCA.EVA.regular.comment.csv",457
"KCA201909010",62,"Mound Visit","2019KCA.EVA.regular.comment.csv",458
"KCA201909010",65,"Mound Visit","2019KCA.EVA.regular.comment.csv",459
"KCA201909010",66,"Mound Visit","2019KCA.EVA.regular.comment.csv",460
"KCA201909030",2,"$Royals challenged call tht Castro was safe at 1st; call overturned - ground out","2019KCA.EVA.regular.comment.csv",461
"KCA201909030",29,"Mound Visit","2019KCA.EVA.regular.comment.csv",462
"KCA201909030",44,"Mound Visit","2019KCA.EVA.regular.comment.csv",463
"KCA201909030",65,"Mound Visit","2019KCA.EVA.regular.comment.csv",464
"KCA201909030",67,"Mound Visit","2019KCA.EVA.regular.comment.csv",465
"KCA201909030",70,"Mound Visit","2019KCA.EVA.regular.comment.csv",466
"KCA201909030",71,"Mound Visit","2019KCA.EVA.regular.comment.csv",467
"KCA201909030",77,"$Tigers challenged call that Castro was out at home; call upheld - out trying to score on single","2019KCA.EVA.regular.comment.csv",468
"KCA201909040",42,"Mound Visit","2019KCA.EVA.regular.comment.csv",469
"KCA201909040",44,"Mound Visit","2019KCA.EVA.regular.comment.csv",470
"KCA201909040",52,"Mound Visit","2019KCA.EVA.regular.comment.csv",471
"KCA201909040",59,"Mound Visit","2019KCA.EVA.regular.comment.csv",472
"KCA201909040",62,"Mound Visit","2019KCA.EVA.regular.comment.csv",473
"KCA201909040",69,"Mound Visit","2019KCA.EVA.regular.comment.csv",474
"KCA201909050",20,"Mound Visit","2019KCA.EVA.regular.comment.csv",475
"KCA201909050",48,"$Mercer left with an injured wrist","2019KCA.EVA.regular.comment.csv",476
"KCA201909050",51,"Mound Visit","2019KCA.EVA.regular.comment.csv",477
"KCA201909050",63,"Mound Visit","2019KCA.EVA.regular.comment.csv",478
"KCA201909050",79,"Mound Visit","2019KCA.EVA.regular.comment.csv",479
"KCA201909130",43,"Mound Visit","2019KCA.EVA.regular.comment.csv",480
"KCA201909130",52,"ej,gorda001,P,barrl901,Called strike 3 ej,yoste001,M,barrl901,Called strike 3 $Kansas City's Gordon and manager Yost ejected by HP umpire Barrett between innings for arguing called strike 3 to Gordon in previous inning","2019KCA.EVA.regular.comment.csv",481
"KCA201909130",65,"Mound Visit","2019KCA.EVA.regular.comment.csv",482
"KCA201909130",69,"Mound Visit","2019KCA.EVA.regular.comment.csv",483
"KCA201909130",70,"Mound Visit","2019KCA.EVA.regular.comment.csv",484
"KCA201909140",7,"ej,sveud001,C,guccc901,Balls and strikes $Royals coach Sveum ejected by HP umpire Guccione for arguing ball call to Bregman","2019KCA.EVA.regular.comment.csv",485
"KCA201909140",22,"$Royals challenged call that Lopez was out at home, claiming he was safe and that catcher blocked plate without ball; call was overturned on both grounds - safe at home","2019KCA.EVA.regular.comment.csv",486
"KCA201909140",46,"Mound Visit","2019KCA.EVA.regular.comment.csv",487
"KCA201909140",47,"Mound Visit","2019KCA.EVA.regular.comment.csv",488
"KCA201909140",62,"Mound Visit","2019KCA.EVA.regular.comment.csv",489
"KCA201909140",79,"Mound Visit","2019KCA.EVA.regular.comment.csv",490
"KCA201909140",80,"Mound Visit","2019KCA.EVA.regular.comment.csv",491
"KCA201909150",6,"Injury Delay","2019KCA.EVA.regular.comment.csv",492
"KCA201909150",26,"Mound Visit","2019KCA.EVA.regular.comment.csv",493
"KCA201909150",38,"Mound Visit","2019KCA.EVA.regular.comment.csv",494
"KCA201909150",55,"Mound Visit","2019KCA.EVA.regular.comment.csv",495
"KCA201909150",60,"Mound Visit","2019KCA.EVA.regular.comment.csv",496
"KCA201909150",69,"Mound Visit","2019KCA.EVA.regular.comment.csv",497
"KCA201909150",75,"Mound Visit","2019KCA.EVA.regular.comment.csv",498
"KCA201909150",88,"$Astros challenged call that Lopez was safe at 1st; call was overturned - ground out","2019KCA.EVA.regular.comment.csv",499
"KCA201909150",91,"Mound Visit","2019KCA.EVA.regular.comment.csv",500
"KCA201909240",20,"$Acuna left with an injured hip","2019KCA.EVA.regular.comment.csv",501
"KCA201909240",25,"Mound Visit","2019KCA.EVA.regular.comment.csv",502
"KCA201909240",27,"Mound Visit","2019KCA.EVA.regular.comment.csv",503
"KCA201909240",43,"Injury Delay","2019KCA.EVA.regular.comment.csv",504
"KCA201909240",44,"Mound Visit","2019KCA.EVA.regular.comment.csv",505
"KCA201909240",61,"Mound Visit","2019KCA.EVA.regular.comment.csv",506
"KCA201909240",69,"Mound Visit","2019KCA.EVA.regular.comment.csv",507
"KCA201909240",73,"Mound Visit","2019KCA.EVA.regular.comment.csv",508
"KCA201909250",40,"Mound Visit","2019KCA.EVA.regular.comment.csv",509
"KCA201909250",41,"Mound Visit","2019KCA.EVA.regular.comment.csv",510
"KCA201909250",44,"Mound Visit","2019KCA.EVA.regular.comment.csv",511
"KCA201909250",49,"Mound Visit","2019KCA.EVA.regular.comment.csv",512
"KCA201909250",67,"Mound Visit","2019KCA.EVA.regular.comment.csv",513
"KCA201909250",68,"On-field Delay","2019KCA.EVA.regular.comment.csv",514
"KCA201909270",4,"Mound Visit","2019KCA.EVA.regular.comment.csv",515
"KCA201909270",52,"Mound Visit","2019KCA.EVA.regular.comment.csv",516
"KCA201909270",61,"$Game called for rain","2019KCA.EVA.regular.comment.csv",517
"KCA201909280",26,"Mound Visit","2019KCA.EVA.regular.comment.csv",518
"KCA201909280",60,"Injury Delay","2019KCA.EVA.regular.comment.csv",519
"KCA201909280",62,"Injury Delay","2019KCA.EVA.regular.comment.csv",520
"KCA201909280",70,"$Royals challenged call that Schoop was safe at 2nd; call overturned - force out","2019KCA.EVA.regular.comment.csv",521
"KCA201909290",32,"Mound Visit","2019KCA.EVA.regular.comment.csv",522
"KCA201909290",49,"Mound Visit","2019KCA.EVA.regular.comment.csv",523
"KCA201909290",57,"Mound Visit","2019KCA.EVA.regular.comment.csv",524
"KCA201909290",62,"Mound Visit","2019KCA.EVA.regular.comment.csv",525
