"NYN201904040",10,"Mound Visit"FILENAME_TX","LINE_NUMBER_CT"
"NYN201907060",50,"ej,frazt001,P,gibsh902,Arguing intentional hit by pitch $Frazier ejected by HP umpire Gibson for arguing he was hit intentionally"2019NYN.EVN.regular.comment.csv",313

"NYN201907060",51,"Mound Visit"2019NYN.EVN.regular.comment.csv",314

"NYN201907060",52,"On-field Delay ej,callm001,M,gibsh902,Arguing lack of ejection $New York manager Callaway ejected by HP umpire Gibson when Arrieta was not ejected"2019NYN.EVN.regular.comment.csv",315

"NYN201907060",53,"Mound Visit"2019NYN.EVN.regular.comment.csv",316

"NYN201907060",58,"Mound Visit"2019NYN.EVN.regular.comment.csv",317

"NYN201907060",64,"Mound Visit"2019NYN.EVN.regular.comment.csv",318

"NYN201907060",73,"Mound Visit"2019NYN.EVN.regular.comment.csv",319

"NYN201907060",80,"Mound Visit"2019NYN.EVN.regular.comment.csv",320

"NYN201907060",85,"Mound Visit"2019NYN.EVN.regular.comment.csv",321

"NYN201907070",5,"Mound Visit"2019NYN.EVN.regular.comment.csv",322

"NYN201907070",40,"Mound Visit"2019NYN.EVN.regular.comment.csv",323

"NYN201907070",41,"Mound Visit"2019NYN.EVN.regular.comment.csv",324

"NYN201907070",59,"Mound Visit"2019NYN.EVN.regular.comment.csv",325

"NYN201907070",60,"Mound Visit"2019NYN.EVN.regular.comment.csv",326

"NYN201907070",76,"Mound Visit"2019NYN.EVN.regular.comment.csv",327

"NYN201907070",79,"Mound Visit"2019NYN.EVN.regular.comment.csv",328

"NYN201907230",38,"Injury Delay"2019NYN.EVN.regular.comment.csv",329

"NYN201907230",42,"Mound Visit"2019NYN.EVN.regular.comment.csv",330

"NYN201907230",44,"Mound Visit"2019NYN.EVN.regular.comment.csv",331

"NYN201907230",46,"Mound Visit"2019NYN.EVN.regular.comment.csv",332

"NYN201907230",54,"Mound Visit"2019NYN.EVN.regular.comment.csv",333

"NYN201907230",63,"Mound Visit"2019NYN.EVN.regular.comment.csv",334

"NYN201907230",70,"Mound Visit"2019NYN.EVN.regular.comment.csv",335

"NYN201907230",71,"Mound Visit"2019NYN.EVN.regular.comment.csv",336

"NYN201907230",71,"On-field Delay"2019NYN.EVN.regular.comment.csv",337

"NYN201907230",74,"Mound Visit"2019NYN.EVN.regular.comment.csv",338

"NYN201907240",7,"Mound Visit"2019NYN.EVN.regular.comment.csv",339

"NYN201907240",25,"Mound Visit"2019NYN.EVN.regular.comment.csv",340

"NYN201907240",59,"Mound Visit"2019NYN.EVN.regular.comment.csv",341

"NYN201907240",60,"Mound Visit"2019NYN.EVN.regular.comment.csv",342

"NYN201907240",62,"Mound Visit"2019NYN.EVN.regular.comment.csv",343

"NYN201907240",67,"Mound Visit"2019NYN.EVN.regular.comment.csv",344

"NYN201907240",68,"Mound Visit"2019NYN.EVN.regular.comment.csv",345

"NYN201907250",10,"Mound Visit"2019NYN.EVN.regular.comment.csv",346

"NYN201907250",26,"Mound Visit"2019NYN.EVN.regular.comment.csv",347

"NYN201907250",60,"$Originally scored as error, changed to single on 08-01-2019"2019NYN.EVN.regular.comment.csv",348

"NYN201907250",69,"Mound Visit"2019NYN.EVN.regular.comment.csv",349

"NYN201907250",71,"Mound Visit"2019NYN.EVN.regular.comment.csv",350

"NYN201907250",73,"Injury Delay"2019NYN.EVN.regular.comment.csv",351

"NYN201907260",9,"$Originally scored as single, changed to error on 08-01-2019, RBI remains and runs still earned"2019NYN.EVN.regular.comment.csv",352

"NYN201907260",18,"$Dickerson left with injured groin"2019NYN.EVN.regular.comment.csv",353

"NYN201907260",41,"Mound Visit"2019NYN.EVN.regular.comment.csv",354

"NYN201907260",45,"Mound Visit"2019NYN.EVN.regular.comment.csv",355

"NYN201907260",57,"Mound Visit"2019NYN.EVN.regular.comment.csv",356

"NYN201907270",3,"ej,hurdc001,M,wendh902,Called third strike $Pirate manager Hurdle ejected by HP umpire Wendelstedt for arguing called third strike"2019NYN.EVN.regular.comment.csv",357

"NYN201907270",11,"$Mets challenged call that Ramos was out at 1st; call was upheld - ground out"2019NYN.EVN.regular.comment.csv",358

"NYN201907270",40,"Mound Visit"2019NYN.EVN.regular.comment.csv",359

"NYN201907270",49,"$Originally scored as single, changed to error on 08-01-2019, making his run unearned"2019NYN.EVN.regular.comment.csv",360

"NYN201907270",50,"Mound Visit"2019NYN.EVN.regular.comment.csv",361

"NYN201907280",5,"Injury Delay"2019NYN.EVN.regular.comment.csv",362

"NYN201907280",8,"Mound Visit"2019NYN.EVN.regular.comment.csv",363

"NYN201907280",11,"Mound Visit"2019NYN.EVN.regular.comment.csv",364

"NYN201907280",14,"$McNeil left with injured leg from HBP earlier in inning"2019NYN.EVN.regular.comment.csv",365

"NYN201907280",39,"Mound Visit"2019NYN.EVN.regular.comment.csv",366

"NYN201907280",49,"Mound Visit"2019NYN.EVN.regular.comment.csv",367

"NYN201907280",57,"Mound Visit"2019NYN.EVN.regular.comment.csv",368

"NYN201907280",57,"On-field Delay"2019NYN.EVN.regular.comment.csv",369

"NYN201907280",78,"Mound Visit"2019NYN.EVN.regular.comment.csv",370

"NYN201907280",82,"Mound Visit"2019NYN.EVN.regular.comment.csv",371

"NYN201907280",83,"Mound Visit"2019NYN.EVN.regular.comment.csv",372

"NYN201908051",3,"On-field Delay $Marlins challenged call that Berti was out at 3rd; call upheld - out on fielder's choice"2019NYN.EVN.regular.comment.csv",373

"NYN201908051",4,"$Batter fell into catcher on strike 3 - interference DP"2019NYN.EVN.regular.comment.csv",374

"NYN201908051",34,"Mound Visit"2019NYN.EVN.regular.comment.csv",375

"NYN201908051",42,"Mound Visit"2019NYN.EVN.regular.comment.csv",376

"NYN201908051",71,"Mound Visit"2019NYN.EVN.regular.comment.csv",377

"NYN201908052",10,"Mound Visit"2019NYN.EVN.regular.comment.csv",378

"NYN201908052",21,"Injury Delay"2019NYN.EVN.regular.comment.csv",379

"NYN201908052",21,"$McNeil left with injured leg"2019NYN.EVN.regular.comment.csv",380

"NYN201908052",38,"Mound Visit"2019NYN.EVN.regular.comment.csv",381

"NYN201908052",40,"Mound Visit"2019NYN.EVN.regular.comment.csv",382

"NYN201908052",43,"Mound Visit"2019NYN.EVN.regular.comment.csv",383

"NYN201908052",45,"Mound Visit"2019NYN.EVN.regular.comment.csv",384

"NYN201908052",64,"Mound Visit"2019NYN.EVN.regular.comment.csv",385

"NYN201908060",2,"Mound Visit"2019NYN.EVN.regular.comment.csv",386

"NYN201908060",19,"$Batter was hurt running to 1st and did not touch base as ball went past 1st; as he lay on the ground, 1bman retrieved ball and tagged him; not DP due to intervening misplay"2019NYN.EVN.regular.comment.csv",387

"NYN201908060",42,"$Marlins challenged call that Granderson was out at 2nd; call overturned - safe on dropped catch error"2019NYN.EVN.regular.comment.csv",388

"NYN201908070",47,"Mound Visit"2019NYN.EVN.regular.comment.csv",389

"NYN201908070",51,"Mound Visit"2019NYN.EVN.regular.comment.csv",390

"NYN201908070",58,"Mound Visit"2019NYN.EVN.regular.comment.csv",391

"NYN201908090",25,"Mound Visit"2019NYN.EVN.regular.comment.csv",392

"NYN201908090",33,"Mound Visit"2019NYN.EVN.regular.comment.csv",393

"NYN201908090",54,"Mound Visit"2019NYN.EVN.regular.comment.csv",394

"NYN201908090",57,"$Mets challenged call that Soto was safe at 1st; call upheld - single"2019NYN.EVN.regular.comment.csv",395

"NYN201908090",74,"Mound Visit"2019NYN.EVN.regular.comment.csv",396

"NYN201908090",81,"Mound Visit"2019NYN.EVN.regular.comment.csv",397

"NYN201908090",83,"Injury Delay"2019NYN.EVN.regular.comment.csv",398

"NYN201908100",22,"Mound Visit"2019NYN.EVN.regular.comment.csv",399

"NYN201908100",62,"Mound Visit"2019NYN.EVN.regular.comment.csv",400

"NYN201908110",7,"Mound Visit"2019NYN.EVN.regular.comment.csv",401

"NYN201908110",20,"Mound Visit"2019NYN.EVN.regular.comment.csv",402

"NYN201908110",49,"Mound Visit"2019NYN.EVN.regular.comment.csv",403

"NYN201908110",53,"Mound Visit"2019NYN.EVN.regular.comment.csv",404

"NYN201908110",57,"Mound Visit"2019NYN.EVN.regular.comment.csv",405

"NYN201908110",59,"Mound Visit"2019NYN.EVN.regular.comment.csv",406

"NYN201908110",61,"Mound Visit"2019NYN.EVN.regular.comment.csv",407

"NYN201908110",64,"Mound Visit"2019NYN.EVN.regular.comment.csv",408

"NYN201908110",65,"Mound Visit"2019NYN.EVN.regular.comment.csv",409

"NYN201908110",76,"Mound Visit"2019NYN.EVN.regular.comment.csv",410

"NYN201908200",22,"On-field Delay"2019NYN.EVN.regular.comment.csv",411

"NYN201908200",44,"Mound Visit"2019NYN.EVN.regular.comment.csv",412

"NYN201908200",51,"Mound Visit"2019NYN.EVN.regular.comment.csv",413

"NYN201908200",55,"Mound Visit"2019NYN.EVN.regular.comment.csv",414

"NYN201908200",57,"Mound Visit"2019NYN.EVN.regular.comment.csv",415

"NYN201908210",31,"$Stroman left with an injured leg"2019NYN.EVN.regular.comment.csv",416

"NYN201908210",38,"Mound Visit"2019NYN.EVN.regular.comment.csv",417

"NYN201908210",63,"Mound Visit"2019NYN.EVN.regular.comment.csv",418

"NYN201908210",67,"Mound Visit"2019NYN.EVN.regular.comment.csv",419

"NYN201908220",0,"Injury Delay"2019NYN.EVN.regular.comment.csv",420

"NYN201908220",56,"$Game called for rain"2019NYN.EVN.regular.comment.csv",421

"NYN201908230",19,"Mound Visit"2019NYN.EVN.regular.comment.csv",422

"NYN201908230",35,"$Mets challenged call that Lagares was out at 1st; call upheld - ground out"2019NYN.EVN.regular.comment.csv",423

"NYN201908230",41,"Injury Delay"2019NYN.EVN.regular.comment.csv",424

"NYN201908230",77,"Mound Visit"2019NYN.EVN.regular.comment.csv",425

"NYN201908230",79,"Mound Visit"2019NYN.EVN.regular.comment.csv",426

"NYN201908230",81,"Mound Visit"2019NYN.EVN.regular.comment.csv",427

"NYN201908230",89,"Mound Visit"2019NYN.EVN.regular.comment.csv",428

"NYN201908230",107,"Mound Visit $Umpire review of ball hit by Hechavarria; call was overturned - double, not home run"2019NYN.EVN.regular.comment.csv",429

"NYN201908230",112,"Mound Visit"2019NYN.EVN.regular.comment.csv",430

"NYN201908240",22,"Mound Visit"2019NYN.EVN.regular.comment.csv",431

"NYN201908240",45,"Mound Visit"2019NYN.EVN.regular.comment.csv",432

"NYN201908240",50,"$Originally scored as E5, changed to double on 08-30-2019, making his later run now earned"2019NYN.EVN.regular.comment.csv",433

"NYN201908240",59,"Mound Visit"2019NYN.EVN.regular.comment.csv",434

"NYN201908240",63,"$Mets challenged call that McNeil was out at 3rd; call upheld - out on fielder's choice"2019NYN.EVN.regular.comment.csv",435

"NYN201908240",78,"Injury Delay"2019NYN.EVN.regular.comment.csv",436

"NYN201908250",49,"Mound Visit"2019NYN.EVN.regular.comment.csv",437

"NYN201908270",39,"Mound Visit"2019NYN.EVN.regular.comment.csv",438

"NYN201908270",42,"Mound Visit"2019NYN.EVN.regular.comment.csv",439

"NYN201908270",54,"Mound Visit"2019NYN.EVN.regular.comment.csv",440

"NYN201908280",2,"Injury Delay"2019NYN.EVN.regular.comment.csv",441

"NYN201908280",6,"Mound Visit"2019NYN.EVN.regular.comment.csv",442

"NYN201908280",15,"Mound Visit"2019NYN.EVN.regular.comment.csv",443

"NYN201908280",40,"On-field Delay"2019NYN.EVN.regular.comment.csv",444

"NYN201908280",49,"$Umpire review of ball hit by Frazier; call upheld - double not home run"2019NYN.EVN.regular.comment.csv",445

"NYN201908280",52,"Mound Visit"2019NYN.EVN.regular.comment.csv",446

"NYN201908280",55,"Mound Visit"2019NYN.EVN.regular.comment.csv",447

"NYN201908280",61,"Mound Visit"2019NYN.EVN.regular.comment.csv",448

"NYN201908280",72,"Mound Visit"2019NYN.EVN.regular.comment.csv",449

"NYN201908280",80,"Mound Visit"2019NYN.EVN.regular.comment.csv",450

"NYN201908280",86,"Mound Visit"2019NYN.EVN.regular.comment.csv",451

"NYN201909060",19,"Injury Delay $Harper hit on back of right hand, remained in game to run, but left with injured hand next inning"2019NYN.EVN.regular.comment.csv",452

"NYN201909060",23,"Mound Visit"2019NYN.EVN.regular.comment.csv",453

"NYN201909060",43,"Mound Visit"2019NYN.EVN.regular.comment.csv",454

"NYN201909060",46,"Mound Visit"2019NYN.EVN.regular.comment.csv",455

"NYN201909060",47,"Mound Visit"2019NYN.EVN.regular.comment.csv",456

"NYN201909060",63,"Mound Visit"2019NYN.EVN.regular.comment.csv",457

"NYN201909060",64,"Mound Visit Mound Visit"2019NYN.EVN.regular.comment.csv",458

"NYN201909060",76,"Mound Visit"2019NYN.EVN.regular.comment.csv",459

"NYN201909060",77,"Mound Visit"2019NYN.EVN.regular.comment.csv",460

"NYN201909070",36,"Mound Visit"2019NYN.EVN.regular.comment.csv",461

"NYN201909070",40,"$Originally scored as error, changed to single on 09-17-2019"2019NYN.EVN.regular.comment.csv",462

"NYN201909070",41,"Mound Visit"2019NYN.EVN.regular.comment.csv",463

"NYN201909070",65,"Mound Visit"2019NYN.EVN.regular.comment.csv",464

"NYN201909070",76,"Mound Visit"2019NYN.EVN.regular.comment.csv",465

"NYN201909080",9,"Mound Visit"2019NYN.EVN.regular.comment.csv",466

"NYN201909080",47,"Mound Visit"2019NYN.EVN.regular.comment.csv",467

"NYN201909080",48,"Mound Visit"2019NYN.EVN.regular.comment.csv",468

"NYN201909080",53,"Mound Visit"2019NYN.EVN.regular.comment.csv",469

"NYN201909080",58,"Injury Delay"2019NYN.EVN.regular.comment.csv",470

"NYN201909080",60,"Mound Visit"2019NYN.EVN.regular.comment.csv",471

"NYN201909080",61,"Mound Visit"2019NYN.EVN.regular.comment.csv",472

"NYN201909080",63,"Mound Visit"2019NYN.EVN.regular.comment.csv",473

"NYN201909080",69,"Mound Visit"2019NYN.EVN.regular.comment.csv",474

"NYN201909080",73,"Mound Visit"2019NYN.EVN.regular.comment.csv",475

"NYN201909080",77,"Mound Visit"2019NYN.EVN.regular.comment.csv",476

"NYN201909080",81,"Injury Delay"2019NYN.EVN.regular.comment.csv",477

"NYN201909090",8,"Injury Delay"2019NYN.EVN.regular.comment.csv",478

"NYN201909090",30,"Mound Visit"2019NYN.EVN.regular.comment.csv",479

"NYN201909090",51,"Mound Visit"2019NYN.EVN.regular.comment.csv",480

"NYN201909090",53,"Mound Visit"2019NYN.EVN.regular.comment.csv",481

"NYN201909090",59,"Mound Visit"2019NYN.EVN.regular.comment.csv",482

"NYN201909100",17,"$Diamondbacks challenged call that Rosario was safe at home; call upheld - score on double"2019NYN.EVN.regular.comment.csv",483

"NYN201909100",35,"Mound Visit"2019NYN.EVN.regular.comment.csv",484

"NYN201909100",36,"$Mets challenged call that Nimmo was out at home; call upheld - out on fielder's choice"2019NYN.EVN.regular.comment.csv",485

"NYN201909100",56,"Mound Visit"2019NYN.EVN.regular.comment.csv",486

"NYN201909100",58,"Mound Visit"2019NYN.EVN.regular.comment.csv",487

"NYN201909100",60,"Mound Visit"2019NYN.EVN.regular.comment.csv",488

"NYN201909100",62,"Mound Visit"2019NYN.EVN.regular.comment.csv",489

"NYN201909110",10,"Mound Visit"2019NYN.EVN.regular.comment.csv",490

"NYN201909110",11,"Mound Visit"2019NYN.EVN.regular.comment.csv",491

"NYN201909110",13,"Mound Visit"2019NYN.EVN.regular.comment.csv",492

"NYN201909110",17,"Mound Visit"2019NYN.EVN.regular.comment.csv",493

"NYN201909110",77,"Mound Visit"2019NYN.EVN.regular.comment.csv",494

"NYN201909120",27,"Mound Visit"2019NYN.EVN.regular.comment.csv",495

"NYN201909120",29,"Mound Visit"2019NYN.EVN.regular.comment.csv",496

"NYN201909120",44,"Mound Visit"2019NYN.EVN.regular.comment.csv",497

"NYN201909120",53,"Mound Visit"2019NYN.EVN.regular.comment.csv",498

"NYN201909120",56,"Mound Visit"2019NYN.EVN.regular.comment.csv",499

"NYN201909120",57,"Mound Visit"2019NYN.EVN.regular.comment.csv",500

"NYN201909120",58,"Mound Visit"2019NYN.EVN.regular.comment.csv",501

"NYN201909120",60,"Mound Visit"2019NYN.EVN.regular.comment.csv",502

"NYN201909120",64,"Mound Visit"2019NYN.EVN.regular.comment.csv",503

"NYN201909130",27,"$Umpire review ball hit by Lux; call upheld - home run"2019NYN.EVN.regular.comment.csv",504

"NYN201909130",51,"Mound Visit"2019NYN.EVN.regular.comment.csv",505

"NYN201909130",54,"Mound Visit"2019NYN.EVN.regular.comment.csv",506

"NYN201909130",58,"Mound Visit"2019NYN.EVN.regular.comment.csv",507

"NYN201909130",59,"Mound Visit"2019NYN.EVN.regular.comment.csv",508

"NYN201909130",73,"$Mets challenged call that Bellinger was safe at 1st; call upheld - single"2019NYN.EVN.regular.comment.csv",509

"NYN201909140",8,"Mound Visit"2019NYN.EVN.regular.comment.csv",510

"NYN201909140",44,"Mound Visit"2019NYN.EVN.regular.comment.csv",511

"NYN201909140",46,"$Mets challenged clal tha McNeil was out at 1st; call upheld - ground out"2019NYN.EVN.regular.comment.csv",512

"NYN201909140",52,"Mound Visit"2019NYN.EVN.regular.comment.csv",513

"NYN201909140",53,"Injury Delay"2019NYN.EVN.regular.comment.csv",514

"NYN201909140",54,"Mound Visit"2019NYN.EVN.regular.comment.csv",515

"NYN201909140",57,"Mound Visit"2019NYN.EVN.regular.comment.csv",516

"NYN201909150",5,"$Mets challenged call that Alonso was out at 1st; call overturned - force out, no double play"2019NYN.EVN.regular.comment.csv",517

"NYN201909150",47,"Mound Visit"2019NYN.EVN.regular.comment.csv",518

"NYN201909150",51,"Mound Visit"2019NYN.EVN.regular.comment.csv",519

"NYN201909150",52,"Mound Visit"2019NYN.EVN.regular.comment.csv",520

"NYN201909150",60,"Mound Visit"2019NYN.EVN.regular.comment.csv",521

"NYN201909150",67,"Mound Visit"2019NYN.EVN.regular.comment.csv",522

"NYN201909150",70,"Mound Visit"2019NYN.EVN.regular.comment.csv",523

"NYN201909230",8,"Mound Visit"2019NYN.EVN.regular.comment.csv",524

"NYN201909230",43,"Mound Visit"2019NYN.EVN.regular.comment.csv",525

"NYN201909230",44,"Mound Visit"2019NYN.EVN.regular.comment.csv",526

"NYN201909230",51,"Mound Visit"2019NYN.EVN.regular.comment.csv",527

"NYN201909230",57,"Mound Visit"2019NYN.EVN.regular.comment.csv",528

"NYN201909230",61,"$Marlins challenged call that Ramirez was out at 1st; call overturne - single On-field Delay Mound Visit"2019NYN.EVN.regular.comment.csv",529

"NYN201909230",66,"Mound Visit"2019NYN.EVN.regular.comment.csv",530

"NYN201909240",56,"Mound Visit"2019NYN.EVN.regular.comment.csv",531

"NYN201909240",59,"Mound Visit"2019NYN.EVN.regular.comment.csv",532

"NYN201909240",78,"Mound Visit"2019NYN.EVN.regular.comment.csv",533

"NYN201909240",89,"Mound Visit"2019NYN.EVN.regular.comment.csv",534

"NYN201909240",94,"Mound Visit"2019NYN.EVN.regular.comment.csv",535

"NYN201909240",97,"Mound Visit"2019NYN.EVN.regular.comment.csv",536

"NYN201909250",49,"Injury Delay"2019NYN.EVN.regular.comment.csv",537

"NYN201909250",49,"$McNeil left with injured wrist"2019NYN.EVN.regular.comment.csv",538

"NYN201909250",56,"Mound Visit"2019NYN.EVN.regular.comment.csv",539

"NYN201909260",7,"$Umpire review of ball hit by Cano; call upheld - foul"2019NYN.EVN.regular.comment.csv",540

"NYN201909260",48,"Mound Visit"2019NYN.EVN.regular.comment.csv",541

"NYN201909260",51,"Mound Visit"2019NYN.EVN.regular.comment.csv",542

"NYN201909260",56,"Mound Visit"2019NYN.EVN.regular.comment.csv",543

"NYN201909260",61,"Injury Delay"2019NYN.EVN.regular.comment.csv",544

"NYN201909260",61,"Mound Visit"2019NYN.EVN.regular.comment.csv",545

"NYN201909260",63,"Mound Visit"2019NYN.EVN.regular.comment.csv",546

"NYN201909270",13,"Mound Visit"2019NYN.EVN.regular.comment.csv",547

"NYN201909270",18,"Mound Visit"2019NYN.EVN.regular.comment.csv",548

"NYN201909270",41,"Mound Visit"2019NYN.EVN.regular.comment.csv",549

"NYN201909270",59,"Mound Visit"2019NYN.EVN.regular.comment.csv",550

"NYN201909270",65,"Mound Visit"2019NYN.EVN.regular.comment.csv",551

"NYN201909270",71,"Mound Visit"2019NYN.EVN.regular.comment.csv",552

"NYN201909270",76,"$Mets challenged call that Cervelli was hit by pitch; call upheld - hit by pitch"2019NYN.EVN.regular.comment.csv",553

"NYN201909280",12,"Mound Visit"2019NYN.EVN.regular.comment.csv",554

"NYN201909280",50,"$Mets challenged call that Alonso was out at 1st; call upheld - out to complete double play"2019NYN.EVN.regular.comment.csv",555

"NYN201909280",65,"Mound Visit"2019NYN.EVN.regular.comment.csv",556

"NYN201909290",20,"$Mets challenged call that Frazier was out at home; call upheld - out trying to score on single"2019NYN.EVN.regular.comment.csv",557

"NYN201909290",56,"Mound Visit"2019NYN.EVN.regular.comment.csv",558

"NYN201909290",63,"Mound Visit"2019NYN.EVN.regular.comment.csv",559

"NYN201909290",65,"Mound Visit"2019NYN.EVN.regular.comment.csv",560

"NYN201909290",68,"Mound Visit"2019NYN.EVN.regular.comment.csv",561

"NYN201909290",75,"Mound Visit"2019NYN.EVN.regular.comment.csv",562

"NYN201909290",81,"Mound Visit"2019NYN.EVN.regular.comment.csv",563

"NYN201909290",88,"Mound Visit"2019NYN.EVN.regular.comment.csv",564

"NYN201909290",89,"Mound Visit"2019NYN.EVN.regular.comment.csv",565

"NYN201909290",92,"Mound Visit"2019NYN.EVN.regular.comment.csv",566

"NYN201909290",93,"Mound Visit"2019NYN.EVN.regular.comment.csv",567

"NYN201909290",94,"Mound Visit"2019NYN.EVN.regular.comment.csv",568

