"SLA192404230",0,"Ideal weather","FILENAME_TX","LINE_NUMBER_CT"
"SLA192408040",14,"Bad hop over Bluege","1924SLA.EVA.regular.comment.csv",293
"SLA192408040",35,"1-handed catch","1924SLA.EVA.regular.comment.csv",294
"SLA192408040",66,"Off Russell's leg","1924SLA.EVA.regular.comment.csv",295
"SLA192408040",67,"Attempted double steal","1924SLA.EVA.regular.comment.csv",296
"SLA192408051",0,"Overflow crowd","1924SLA.EVA.regular.comment.csv",297
"SLA192408051",17,"Great stop","1924SLA.EVA.regular.comment.csv",298
"SLA192408051",23,"Past Sisler","1924SLA.EVA.regular.comment.csv",299
"SLA192408051",34,"Texas Leaguer just out of Peck's reach","1924SLA.EVA.regular.comment.csv",300
"SLA192408051",42,"Into RF crowd","1924SLA.EVA.regular.comment.csv",301
"SLA192408051",54,"Fast DP","1924SLA.EVA.regular.comment.csv",302
"SLA192408052",0,"Overflow crowd","1924SLA.EVA.regular.comment.csv",303
"SLA192408052",13,"Off LF scoreboard","1924SLA.EVA.regular.comment.csv",304
"SLA192408052",50,"Zachary deflected it","1924SLA.EVA.regular.comment.csv",305
"SLA192408052",51,"Through Sisler","1924SLA.EVA.regular.comment.csv",306
"SLA192408052",62,"Sensational diving catch","1924SLA.EVA.regular.comment.csv",307
"SLA192408052",67,"Into RF seats","1924SLA.EVA.regular.comment.csv",308
"SLA192408060",0,"Start of game delayed 15 minutes due to rain","1924SLA.EVA.regular.comment.csv",309
"SLA192408060",3,"Off McManus' glove","1924SLA.EVA.regular.comment.csv",310
"SLA192408060",15,"Pretty running catch near the stands","1924SLA.EVA.regular.comment.csv",311
"SLA192408060",26,"Through Bluege","1924SLA.EVA.regular.comment.csv",312
"SLA192408060",27,"Lightning DP","1924SLA.EVA.regular.comment.csv",313
"SLA192408060",33,"Liebold slipped in the heavy going after fielding it","1924SLA.EVA.regular.comment.csv",314
"SLA192408060",42,"Sensational catch","1924SLA.EVA.regular.comment.csv",315
"SLA192408060",50,"Over LF scoreboard","1924SLA.EVA.regular.comment.csv",316
"SLA192408060",51,"Close play","1924SLA.EVA.regular.comment.csv",317
"SLA192408071",4,"Into RF seats","1924SLA.EVA.regular.comment.csv",318
"SLA192408071",25,"Through Robertson","1924SLA.EVA.regular.comment.csv",319
"SLA192408071",65,"The ball hit 2B bag","1924SLA.EVA.regular.comment.csv",320
"SLA192408072",18,"Diving catch of torrid liner","1924SLA.EVA.regular.comment.csv",321
"SLA192408072",29,"Into RF bleachers","1924SLA.EVA.regular.comment.csv",322
"SLA192408072",46,"Into RF seats","1924SLA.EVA.regular.comment.csv",323
"SLA192408080",10,"Through Robertson","1924SLA.EVA.regular.comment.csv",324
"SLA192408080",17,"Bounced over Evans","1924SLA.EVA.regular.comment.csv",325
"SLA192408080",27,"Infield hit","1924SLA.EVA.regular.comment.csv",326
"SLA192408080",65,"Evans fumbled","1924SLA.EVA.regular.comment.csv",327
"SLA192408080",69,"Knocked down the drive","1924SLA.EVA.regular.comment.csv",328
"SLA192408090",40,"Leaping catch","1924SLA.EVA.regular.comment.csv",329
"SLA192408090",49,"Sensational leaping 1-handed catch","1924SLA.EVA.regular.comment.csv",330
"SLA192408090",52,"Great catch","1924SLA.EVA.regular.comment.csv",331
"SLA192408090",58,"Bounced over Jacobson","1924SLA.EVA.regular.comment.csv",332
"SLA192408090",65,"Fine running catch","1924SLA.EVA.regular.comment.csv",333
"SLA192408090",67,"Past McMillan","1924SLA.EVA.regular.comment.csv",334
"SLA192408291",12,"Hit & run","1924SLA.EVA.regular.comment.csv",335
"SLA192408291",21,"Great catch against the grandstand","1924SLA.EVA.regular.comment.csv",336
"SLA192408291",24,"Late throw to 3B","1924SLA.EVA.regular.comment.csv",337
"SLA192408291",34,"Failed squeeze","1924SLA.EVA.regular.comment.csv",338
"SLA192408291",35,"Smashed off McMillan's leg","1924SLA.EVA.regular.comment.csv",339
"SLA192408291",36,"Past 1B","1924SLA.EVA.regular.comment.csv",340
"SLA192408291",55,"Off O'Rourke's foot","1924SLA.EVA.regular.comment.csv",341
"SLA192408292",8,"Infield hit; slow bounder toward 2B","1924SLA.EVA.regular.comment.csv",342
"SLA192408292",10,"Poor throw to Leonard","1924SLA.EVA.regular.comment.csv",343
"SLA192408292",25,"Great catch","1924SLA.EVA.regular.comment.csv",344
"SLA192408292",27,"Great stop of the smash","1924SLA.EVA.regular.comment.csv",345
"SLA192408292",32,"Lucky double","1924SLA.EVA.regular.comment.csv",346
"SLA192408292",46,"Shoestring catch","1924SLA.EVA.regular.comment.csv",347
"SLA192408292",52,"Hot smash","1924SLA.EVA.regular.comment.csv",348
"SLA192408292",54,"NR?  It's not clear if Jacobson would've scored sans E1","1924SLA.EVA.regular.comment.csv",349
"SLA192408292",54,"When Mgr Sisler initially sent Evans in, the crowd yelled for Wingard to bat, so Sisler sent Ernie back up.  When Wingard missed the first strike, he was replaced by Evans.","1924SLA.EVA.regular.comment.csv",350
"SLA192408292",61,"Sensational catch","1924SLA.EVA.regular.comment.csv",351
"SLA192408300",9,"Through Jones","1924SLA.EVA.regular.comment.csv",352
"SLA192408300",15,"Great catch","1924SLA.EVA.regular.comment.csv",353
"SLA192408300",28,"Poor throw to Shocker","1924SLA.EVA.regular.comment.csv",354
"SLA192408300",50,"Great 1-handed stop by Robertson","1924SLA.EVA.regular.comment.csv",355
"SLA192408300",53,"Off Burke's glove","1924SLA.EVA.regular.comment.csv",356
"SLA192409011",6,"Speaker slipped on the wet turf","1924SLA.EVA.regular.comment.csv",357
"SLA192409011",7,"Off Brower's glove","1924SLA.EVA.regular.comment.csv",358
"SLA192409011",14,"Past Robertson","1924SLA.EVA.regular.comment.csv",359
"SLA192409011",25,"Off RF pavilion roof","1924SLA.EVA.regular.comment.csv",360
"SLA192409011",38,"$Fitzke's ML debut (and only ML appearance)","1924SLA.EVA.regular.comment.csv",361
"SLA192409011",41,"Off Stephenson's foot or arm","1924SLA.EVA.regular.comment.csv",362
"SLA192409011",46,"Into RF bleachers","1924SLA.EVA.regular.comment.csv",363
"SLA192409011",53,"Bounced over J.Sewell","1924SLA.EVA.regular.comment.csv",364
"SLA192409011",58,"Fitzke's only ML PA","1924SLA.EVA.regular.comment.csv",365
"SLA192409011",66,"Past 1B","1924SLA.EVA.regular.comment.csv",366
"SLA192409011",75,"Shocker entered with a 2-0 count","1924SLA.EVA.regular.comment.csv",367
"SLA192409011",81,"Kuhn's ML debut (and only ML appearance)","1924SLA.EVA.regular.comment.csv",368
"SLA192409011",82,"High bounder","1924SLA.EVA.regular.comment.csv",369
"SLA192409011",83,"Into RF bleachers","1924SLA.EVA.regular.comment.csv",370
"SLA192409011",84,"Through Ellerbe","1924SLA.EVA.regular.comment.csv",371
"SLA192409011",87,"Great catch","1924SLA.EVA.regular.comment.csv",372
"SLA192409012",2,"Sisler collided with Robertson but held on","1924SLA.EVA.regular.comment.csv",373
"SLA192409012",26,"Into LF bleachers","1924SLA.EVA.regular.comment.csv",374
"SLA192409012",39,"Over LF fence","1924SLA.EVA.regular.comment.csv",375
"SLA192409012",54,"Over the wall -- guessing RF","1924SLA.EVA.regular.comment.csv",376
"SLA192409012",60,"Into RF bleachers","1924SLA.EVA.regular.comment.csv",377
"SLA192409012",61,"Running, bare hand catch","1924SLA.EVA.regular.comment.csv",378
"SLA192409012",63,"Into RF bleachers","1924SLA.EVA.regular.comment.csv",379
"SLA192409012",66,"McManus made a fine stop but threw wild","1924SLA.EVA.regular.comment.csv",380
"SLA192409012",71,"Jacobson fumbled","1924SLA.EVA.regular.comment.csv",381
"SLA192409020",14,"Fine play","1924SLA.EVA.regular.comment.csv",382
"SLA192409020",20,"Hot smash","1924SLA.EVA.regular.comment.csv",383
"SLA192409020",21,"Leaping catch","1924SLA.EVA.regular.comment.csv",384
"SLA192409020",23,"Stephenson took Uhle's throw but missed 2B on attempted DP","1924SLA.EVA.regular.comment.csv",385
"SLA192409020",65,"Robertson missed Evans' throw","1924SLA.EVA.regular.comment.csv",386
"SLA192409020",71,"Nice catch; 1st PO by CLE OF","1924SLA.EVA.regular.comment.csv",387
"SLA192409020",72,"Infield hit","1924SLA.EVA.regular.comment.csv",388
"SLA192409031",5,"Hot smash","1924SLA.EVA.regular.comment.csv",389
"SLA192409031",27,"Sensational 1-handed catch","1924SLA.EVA.regular.comment.csv",390
"SLA192409031",41,"Into RF bleachers","1924SLA.EVA.regular.comment.csv",391
"SLA192409031",46,"Into RF bleachers","1924SLA.EVA.regular.comment.csv",392
"SLA192409031",54,"McManus was trapped but made it back to 3B where Jacobson was standing.","1924SLA.EVA.regular.comment.csv",393
"SLA192409031",55,"Smashed off Yoter's shoulder","1924SLA.EVA.regular.comment.csv",394
"SLA192409031",63,"Through Robertson","1924SLA.EVA.regular.comment.csv",395
"SLA192409032",3,"Into RF bleachers","1924SLA.EVA.regular.comment.csv",396
"SLA192409032",20,"Through McManus","1924SLA.EVA.regular.comment.csv",397
"SLA192409032",28,"Good 1-handed stop of hot roller","1924SLA.EVA.regular.comment.csv",398
"SLA192409032",34,"1-handed stop by McManus who ran to 1B to make the out","1924SLA.EVA.regular.comment.csv",399
"SLA192409032",43,"Great catch - Evans climbed RF fence","1924SLA.EVA.regular.comment.csv",400
"SLA192409032",45,"Delayed steal","1924SLA.EVA.regular.comment.csv",401
"SLA192409032",47,"Great play","1924SLA.EVA.regular.comment.csv",402
"SLA192409032",57,"Off RF pavilion","1924SLA.EVA.regular.comment.csv",403
"SLA192409032",58,"Wide throw","1924SLA.EVA.regular.comment.csv",404
"SLA192409111",3,"Joe Wyatt's ML debut","1924SLA.EVA.regular.comment.csv",405
"SLA192409111",10,"Clarke was injured trying to get to the ball","1924SLA.EVA.regular.comment.csv",406
"SLA192409111",10,"$By agreement, Clarke may return to the lineup later in game","1924SLA.EVA.regular.comment.csv",407
"SLA192409111",47,"Deflected by Yowell","1924SLA.EVA.regular.comment.csv",408
"SLA192409111",56,"Gulley fumbled","1924SLA.EVA.regular.comment.csv",409
"SLA192409111",64,"Bounded off 1B bag","1924SLA.EVA.regular.comment.csv",410
"SLA192409111",74,"Over the scoreboard","1924SLA.EVA.regular.comment.csv",411
"SLA192409111",77,"To the flagpole","1924SLA.EVA.regular.comment.csv",412
"SLA192409111",79,"Off Gerber's glove","1924SLA.EVA.regular.comment.csv",413
"SLA192409111",83,"Over LF fence","1924SLA.EVA.regular.comment.csv",414
"SLA192409112",0,"Jake Miller's ML debut","1924SLA.EVA.regular.comment.csv",415
"SLA192409112",6,"Great running catch","1924SLA.EVA.regular.comment.csv",416
"SLA192409112",10,"Pop fly fell in front of Miller but Infield Fly Rule called","1924SLA.EVA.regular.comment.csv",417
"SLA192409112",25,"Bounced over Sisler","1924SLA.EVA.regular.comment.csv",418
"SLA192409112",61,"Off Clark","1924SLA.EVA.regular.comment.csv",419
"SLA192409112",77,"Hot smash","1924SLA.EVA.regular.comment.csv",420
"SLA192409112",93,"Jamieson fumbled","1924SLA.EVA.regular.comment.csv",421
"SLA192409112",96,"Elmore's ML debut","1924SLA.EVA.regular.comment.csv",422
"SLA192409120",1,"Spectacular play","1924SLA.EVA.regular.comment.csv",423
"SLA192409120",5,"Into RF bleachers","1924SLA.EVA.regular.comment.csv",424
"SLA192409120",16,"Great play","1924SLA.EVA.regular.comment.csv",425
"SLA192409120",18,"Great stop","1924SLA.EVA.regular.comment.csv",426
"SLA192409120",27,"Smashed off Knode's glove","1924SLA.EVA.regular.comment.csv",427
"SLA192409120",45,"1-handed shoestring catch","1924SLA.EVA.regular.comment.csv",428
"SLA192409120",46,"Fine running catch","1924SLA.EVA.regular.comment.csv",429
"SLA192409120",49,"Into LF bleachers","1924SLA.EVA.regular.comment.csv",430
"SLA192409120",52,"Deflected by Roy","1924SLA.EVA.regular.comment.csv",431
"SLA192409120",58,"Through Knode","1924SLA.EVA.regular.comment.csv",432
"SLA192409131",0,"This game was a replay of the July 28th game that was protested by Mgr Sisler.","1924SLA.EVA.regular.comment.csv",433
"SLA192409131",10,"Gerber dropped the pop fly but Williams got the force.","1924SLA.EVA.regular.comment.csv",434
"SLA192409131",14,"D.Williams fumbled","1924SLA.EVA.regular.comment.csv",435
"SLA192409131",37,"Past 3B","1924SLA.EVA.regular.comment.csv",436
"SLA192409131",44,"Smashed through Harris","1924SLA.EVA.regular.comment.csv",437
"SLA192409132",38,"$Time was called after Tobin collided with Shanks.","1924SLA.EVA.regular.comment.csv",438
"SLA192409132",42,"Past 3B","1924SLA.EVA.regular.comment.csv",439
"SLA192409132",47,"After Harris was forced, Sisler muffed Severeid's DP throw to 1B which scored Clark and advanced Ezzell to 3B.  Sisler then threw wild past Severeid, allowing Ezzell to score and Heving to continue to 3B.","1924SLA.EVA.regular.comment.csv",440
"SLA192409132",84,"Off Ehmke's glove","1924SLA.EVA.regular.comment.csv",441
"SLA192409132",93,"Mizeur's final career AB","1924SLA.EVA.regular.comment.csv",442
"SLA192409150",3,"Wide throw","1924SLA.EVA.regular.comment.csv",443
"SLA192409150",23,"Past 3B","1924SLA.EVA.regular.comment.csv",444
"SLA192409150",29,"Wide throw","1924SLA.EVA.regular.comment.csv",445
"SLA192409150",47,"Wide throw","1924SLA.EVA.regular.comment.csv",446
"SLA192409150",70,"Got away from Jacobson","1924SLA.EVA.regular.comment.csv",447
"SLA192409150",73,"ej,robeg101,P,ormsr101,Arguing pickoff call $During Clark's AB, Veach was called safe on an attempted PO3.  Robertson protested and was ejected by Ump Ormsby.","1924SLA.EVA.regular.comment.csv",448
"SLA192409171",0,"Attendance=10,000 according to NYTEM","1924SLA.EVA.regular.comment.csv",449
"SLA192409171",17,"Great stop","1924SLA.EVA.regular.comment.csv",450
"SLA192409171",28,"Close play; a long argument followed","1924SLA.EVA.regular.comment.csv",451
"SLA192409171",66,"Bounced over Scott","1924SLA.EVA.regular.comment.csv",452
"SLA192409171",72,"Through Williams","1924SLA.EVA.regular.comment.csv",453
"SLA192409171",75,"Great stop","1924SLA.EVA.regular.comment.csv",454
"SLA192409172",15,"Hit & run; Severeid threw his bat at the ball","1924SLA.EVA.regular.comment.csv",455
"SLA192409172",29,"Over LF wall, landing between the fence and scoreboard","1924SLA.EVA.regular.comment.csv",456
"SLA192409172",51,"Through Dugan","1924SLA.EVA.regular.comment.csv",457
"SLA192409172",71,"Into LF bleachers","1924SLA.EVA.regular.comment.csv",458
"SLA192409172",73,"Smashed off Pennock's glove","1924SLA.EVA.regular.comment.csv",459
"SLA192409172",77,"Fluke double","1924SLA.EVA.regular.comment.csv",460
"SLA192409172",79,"Off Vangilder's glove","1924SLA.EVA.regular.comment.csv",461
"SLA192409172",83,"Deflected by Pennock","1924SLA.EVA.regular.comment.csv",462
"SLA192409180",15,"Hit in the leg","1924SLA.EVA.regular.comment.csv",463
"SLA192409180",35,"Leaping 1-handed catch","1924SLA.EVA.regular.comment.csv",464
"SLA192409180",60,"Over LF fence; dropped between short LF fence and the more distant scoreboard.","1924SLA.EVA.regular.comment.csv",465
"SLA192409180",62,"Hot smash","1924SLA.EVA.regular.comment.csv",466
"SLA192409180",68,"Bounded past Jacobson to the bleachers","1924SLA.EVA.regular.comment.csv",467
"SLA192409190",1,"Past 3B","1924SLA.EVA.regular.comment.csv",468
"SLA192409190",12,"Bad hop over SS","1924SLA.EVA.regular.comment.csv",469
"SLA192409190",27,"Over Robertson","1924SLA.EVA.regular.comment.csv",470
"SLA192409190",37,"Off Mogridge's glove","1924SLA.EVA.regular.comment.csv",471
"SLA192409190",53,"A light rain began to fall as Kolp came to bat","1924SLA.EVA.regular.comment.csv",472
"SLA192409190",87,"Lasley's ML debut","1924SLA.EVA.regular.comment.csv",473
"SLA192409200",11,"Got away from Goslin","1924SLA.EVA.regular.comment.csv",474
"SLA192409200",13,"Into RF bleachers","1924SLA.EVA.regular.comment.csv",475
"SLA192409200",19,"Great running catch","1924SLA.EVA.regular.comment.csv",476
"SLA192409200",24,"Into RF bleachers","1924SLA.EVA.regular.comment.csv",477
"SLA192409200",31,"Browns protested that Judge passed Goslin between 3B & home but Umps Owens & Ormsby refused to allow it.","1924SLA.EVA.regular.comment.csv",478
"SLA192409200",40,"Russell failed to touch 1B","1924SLA.EVA.regular.comment.csv",479
"SLA192409200",79,"Through Harris","1924SLA.EVA.regular.comment.csv",480
"SLA192409200",98,"High bounder","1924SLA.EVA.regular.comment.csv",481
"SLA192409200",102,"Into RF bleachers","1924SLA.EVA.regular.comment.csv",482
"SLA192409200",109,"Rice fumbled","1924SLA.EVA.regular.comment.csv",483
"SLA192409220",7,"Through Dykes","1924SLA.EVA.regular.comment.csv",484
"SLA192409220",14,"High throw","1924SLA.EVA.regular.comment.csv",485
"SLA192409220",20,"Hot smash","1924SLA.EVA.regular.comment.csv",486
"SLA192409220",48,"Delayed steal","1924SLA.EVA.regular.comment.csv",487
"SLA192409220",62,"Got away from Elmore","1924SLA.EVA.regular.comment.csv",488
"SLA192409220",69,"ej,regot101,P,orsmr901,Call at HP $Browns Rego ejected by HP umpire Ormsby for arguing call at HP","1924SLA.EVA.regular.comment.csv",489
"SLA192409220",82,"Off Rice's glove","1924SLA.EVA.regular.comment.csv",490
"SLA192409220",88,"Beck's ML debut","1924SLA.EVA.regular.comment.csv",491
"SLA192409220",101,"Low throw","1924SLA.EVA.regular.comment.csv",492
"SLA192409220",102,"Guessing fielders","1924SLA.EVA.regular.comment.csv",493
"SLA192409230",30,"Got away from Williams","1924SLA.EVA.regular.comment.csv",494
"SLA192409230",51,"Hopper towards 1B","1924SLA.EVA.regular.comment.csv",495
"SLA192409230",53,"Off Simon's head","1924SLA.EVA.regular.comment.csv",496
"SLA192409230",61,"Through Robertson","1924SLA.EVA.regular.comment.csv",497
"SLA192409230",69,"Burke's and Barnhart's ML debut (and only career game)","1924SLA.EVA.regular.comment.csv",498
"SLA192409230",76,"Burke's 1st ML AB","1924SLA.EVA.regular.comment.csv",499
"SLA192409230",88,"Attempted double steal","1924SLA.EVA.regular.comment.csv",500
"SLA192409240",49,"Infield hit","1924SLA.EVA.regular.comment.csv",501
